Age,Gender,Occupations,Weight,Education,Choosed
15,female,singer,52,doctor,no
65,third,singer,62,primary,no
61,male,neet,44,senior high,no
34,female,engineer,57,primary,no
66,female,scientest,43,senior high,no
30,male,student,43,primary,no
11,male,neet,37,master,yes
51,female,programmer,75,doctor,no
96,female,singer,37,university,no
41,female,scientest,51,primary,no
35,third,singer,35,senior high,no
82,female,teacher,36,primary,no
91,female,chef,97,university,no
33,male,salesman,57,master,yes
94,male,student,64,senior high,no
1,third,student,76,junior high,no
74,male,engineer,62,senior high,no
25,third,engineer,57,master,yes
29,male,scientest,94,senior high,no
65,female,programmer,54,university,no
56,third,programmer,64,primary,no
99,female,chef,56,doctor,no
94,female,engineer,73,primary,no
80,third,scientest,61,junior high,no
81,male,engineer,80,junior high,no
27,third,programmer,86,university,no
90,male,chef,47,university,no
56,male,programmer,47,junior high,no
33,female,chef,60,master,yes
95,third,student,53,university,no
5,male,salesman,58,junior high,no
13,female,scientest,97,master,no
51,male,salesman,98,master,no
42,male,engineer,94,junior high,no
72,female,programmer,39,senior high,no
1,female,scientest,87,senior high,no
93,male,student,80,doctor,no
41,third,neet,86,master,no
79,female,neet,38,university,no
5,male,teacher,91,junior high,no
8,male,programmer,91,doctor,no
6,female,teacher,44,senior high,no
59,third,singer,56,primary,no
19,female,singer,60,university,no
6,male,singer,86,junior high,no
32,male,student,88,junior high,yes
48,third,neet,68,university,no
17,third,scientest,41,doctor,no
82,third,scientest,82,university,no
25,third,chef,73,doctor,yes
81,male,neet,83,senior high,no
3,male,chef,90,primary,no
51,third,neet,35,university,no
38,third,engineer,78,junior high,yes
44,male,chef,69,university,yes
4,third,singer,75,junior high,no
56,third,programmer,38,primary,no
33,third,programmer,60,primary,no
44,third,chef,44,university,yes
18,third,chef,39,junior high,yes
50,third,scientest,80,junior high,no
63,third,salesman,92,master,no
74,female,engineer,83,primary,no
79,third,scientest,74,master,no
64,male,neet,61,junior high,no
36,male,teacher,85,senior high,no
48,female,scientest,88,primary,no
49,female,singer,52,junior high,no
16,female,neet,88,university,no
18,male,singer,63,senior high,no
16,female,singer,38,senior high,yes
66,female,teacher,53,senior high,no
20,female,scientest,92,senior high,no
87,female,chef,41,master,no
40,third,engineer,47,master,yes
46,third,singer,58,junior high,no
4,third,teacher,87,senior high,no
15,third,chef,78,university,no
88,female,teacher,37,junior high,no
97,female,student,55,primary,no
47,male,engineer,70,senior high,no
13,male,chef,43,doctor,no
73,third,salesman,46,master,no
51,female,teacher,54,junior high,no
80,male,teacher,76,university,no
80,female,singer,63,primary,no
47,male,chef,80,doctor,yes
74,male,scientest,45,master,no
55,female,singer,99,primary,no
90,male,scientest,95,university,no
64,third,programmer,80,primary,no
11,third,chef,83,senior high,no
63,male,singer,40,master,no
13,third,chef,35,master,no
73,male,scientest,88,master,no
68,third,neet,78,university,no
12,third,engineer,51,junior high,no
92,female,chef,63,doctor,no
18,third,singer,58,master,no
7,male,student,38,junior high,no
51,female,scientest,56,junior high,no
85,female,scientest,87,primary,no
56,male,chef,97,junior high,no
50,male,engineer,74,master,yes
95,male,engineer,46,senior high,no
77,female,salesman,35,university,no
87,third,chef,52,senior high,no
55,male,teacher,65,senior high,no
83,female,neet,35,junior high,no
8,female,scientest,42,junior high,no
59,female,neet,85,primary,no
84,third,student,74,senior high,no
17,female,programmer,79,master,no
50,third,salesman,43,junior high,no
14,third,scientest,91,primary,no
98,female,singer,58,master,no
24,male,neet,73,university,no
61,female,student,68,doctor,no
2,male,student,71,university,no
36,male,teacher,62,doctor,no
18,female,engineer,51,junior high,no
44,third,neet,52,junior high,no
21,female,singer,38,senior high,no
13,male,salesman,42,junior high,no
42,female,neet,50,primary,no
28,male,scientest,62,master,yes
55,female,teacher,88,doctor,no
77,third,singer,72,university,no
16,female,teacher,93,primary,no
1,third,student,53,master,no
68,female,salesman,73,junior high,no
4,male,scientest,68,master,no
40,male,chef,68,university,yes
24,male,teacher,82,senior high,no
86,third,teacher,66,master,no
29,third,salesman,41,master,no
45,third,singer,71,university,no
91,male,salesman,41,senior high,no
71,third,teacher,71,senior high,no
84,male,salesman,89,junior high,no
23,male,neet,64,master,no
0,male,programmer,92,junior high,no
28,third,programmer,94,primary,no
49,male,student,53,junior high,no
83,third,singer,51,primary,no
34,female,programmer,85,primary,no
85,male,programmer,95,senior high,no
48,male,salesman,67,primary,no
55,male,engineer,79,master,no
19,male,engineer,84,master,no
63,third,neet,88,primary,no
43,male,chef,39,senior high,yes
43,third,student,54,primary,no
4,female,programmer,43,junior high,no
56,male,scientest,51,primary,no
11,male,student,80,university,no
78,female,engineer,40,senior high,no
16,male,neet,63,senior high,no
3,male,salesman,59,senior high,no
42,female,engineer,77,university,no
72,female,teacher,61,university,no
88,male,salesman,65,primary,no
68,third,programmer,68,junior high,no
91,third,teacher,59,junior high,no
7,male,programmer,55,junior high,no
29,third,scientest,55,junior high,no
95,third,singer,73,master,no
53,male,scientest,47,junior high,no
25,third,programmer,94,primary,no
80,female,singer,85,primary,no
41,female,singer,81,junior high,no
99,third,singer,37,junior high,no
25,male,student,88,senior high,no
31,female,scientest,38,junior high,yes
33,third,programmer,51,primary,no
50,female,chef,60,doctor,yes
3,third,engineer,57,junior high,no
53,female,student,35,junior high,no
91,male,singer,91,university,no
71,female,scientest,94,university,no
82,third,engineer,83,master,no
37,female,singer,60,senior high,yes
2,male,singer,35,doctor,no
35,female,teacher,92,master,no
71,third,engineer,91,senior high,no
96,male,engineer,63,master,no
53,male,student,53,senior high,no
43,third,student,70,primary,no
51,female,engineer,85,university,no
47,third,chef,40,junior high,yes
91,female,student,84,junior high,no
86,male,singer,97,primary,no
15,female,engineer,98,senior high,no
68,third,student,50,primary,no
70,third,programmer,51,university,no
76,third,chef,42,senior high,no
36,female,programmer,77,university,no
39,third,salesman,59,primary,no
47,male,student,65,junior high,no
89,third,singer,98,master,no
66,third,engineer,86,doctor,no
7,third,singer,38,university,no
0,third,neet,40,university,no
81,male,scientest,54,primary,no
47,female,salesman,75,primary,no
94,male,programmer,48,doctor,no
71,female,student,97,university,no
65,female,student,41,master,no
26,third,teacher,38,doctor,no
68,male,engineer,78,senior high,no
85,female,chef,36,university,no
56,third,neet,73,senior high,no
33,male,scientest,91,university,no
53,male,scientest,77,university,no
31,third,programmer,74,senior high,yes
30,male,engineer,40,primary,no
58,female,student,76,junior high,no
64,third,student,38,junior high,no
17,third,scientest,95,primary,no
87,third,scientest,95,university,no
60,female,salesman,99,senior high,no
54,male,scientest,77,senior high,no
95,third,teacher,54,senior high,no
96,male,chef,52,senior high,no
56,male,singer,63,primary,no
71,third,engineer,76,master,no
41,female,scientest,72,junior high,no
14,female,programmer,98,doctor,no
14,female,neet,56,master,no
46,male,neet,44,primary,no
5,male,neet,50,master,no
85,third,scientest,70,primary,no
46,male,teacher,70,master,no
82,third,singer,74,university,no
17,third,salesman,92,university,no
9,female,teacher,81,primary,no
35,third,scientest,92,junior high,no
68,female,neet,99,junior high,no
44,third,student,74,master,no
88,male,programmer,52,university,no
10,female,scientest,43,doctor,yes
44,male,singer,65,primary,no
59,third,student,78,primary,no
95,third,teacher,96,doctor,no
72,male,scientest,72,master,no
24,third,neet,67,university,no
50,third,engineer,95,senior high,no
10,third,engineer,62,senior high,no
32,female,programmer,35,senior high,no
22,female,programmer,64,master,yes
58,male,chef,35,primary,no
70,male,salesman,39,university,no
27,female,chef,67,junior high,yes
52,third,student,86,junior high,no
13,female,neet,83,junior high,no
55,male,neet,47,master,no
70,third,singer,41,junior high,no
55,third,programmer,98,junior high,no
83,third,neet,55,primary,no
65,male,neet,54,master,no
56,third,salesman,77,senior high,no
28,third,neet,37,university,no
78,female,scientest,98,primary,no
10,male,engineer,57,junior high,no
88,female,teacher,85,master,no
15,third,scientest,84,senior high,no
97,male,student,50,junior high,no
69,male,scientest,40,university,no
49,male,chef,51,senior high,yes
63,male,scientest,49,senior high,no
42,male,chef,88,doctor,yes
78,male,singer,75,doctor,no
8,female,singer,55,doctor,no
22,third,student,69,master,no
48,male,salesman,51,university,no
43,third,programmer,49,master,yes
25,third,student,52,senior high,yes
39,male,neet,42,doctor,no
61,female,singer,46,junior high,no
30,third,chef,59,doctor,yes
33,female,teacher,97,master,yes
76,third,programmer,77,master,no
9,third,engineer,94,university,no
64,female,neet,66,doctor,no
52,female,singer,95,primary,no
76,third,salesman,63,senior high,no
27,male,singer,97,primary,yes
80,female,teacher,59,doctor,no
54,male,chef,35,junior high,no
99,third,scientest,81,junior high,no
12,male,scientest,37,junior high,yes
70,male,programmer,90,doctor,no
26,third,chef,72,junior high,yes
70,male,salesman,44,junior high,no
79,third,student,40,senior high,no
66,female,salesman,94,doctor,no
78,male,scientest,71,senior high,no
18,male,singer,87,primary,yes
98,third,programmer,90,primary,no
16,third,engineer,48,doctor,yes
48,male,student,81,doctor,no
28,female,scientest,35,master,yes
86,female,chef,74,primary,no
8,male,neet,84,university,no
9,female,chef,66,junior high,no
11,female,salesman,86,master,no
25,female,neet,80,senior high,no
53,third,student,38,master,no
18,female,chef,53,doctor,yes
3,third,teacher,83,primary,no
75,third,programmer,68,senior high,no
21,female,singer,99,master,yes
51,female,singer,58,primary,no
33,female,chef,52,master,yes
11,female,scientest,69,master,no
29,third,engineer,96,university,yes
83,third,salesman,89,primary,no
81,female,student,51,junior high,no
25,female,engineer,99,primary,no
75,female,chef,76,primary,no
82,female,engineer,68,senior high,no
75,third,programmer,51,senior high,no
80,male,programmer,79,senior high,no
98,female,teacher,38,senior high,no
54,female,chef,52,master,no
63,male,neet,41,university,no
69,third,student,55,senior high,no
19,male,scientest,82,master,no
68,female,teacher,72,university,no
25,female,chef,41,university,yes
82,female,student,85,primary,no
62,third,chef,49,doctor,no
89,male,salesman,45,university,no
71,male,singer,59,senior high,no
36,female,teacher,76,junior high,no
59,third,salesman,36,junior high,no
31,third,salesman,36,senior high,no
91,third,scientest,38,doctor,no
0,male,neet,44,senior high,no
15,female,engineer,79,university,no
96,female,scientest,48,university,no
81,female,engineer,41,university,no
13,third,salesman,49,junior high,no
42,male,singer,45,university,no
51,male,singer,68,junior high,no
65,male,chef,57,primary,no
76,third,engineer,96,master,no
90,male,singer,76,junior high,no
61,male,programmer,73,junior high,no
66,male,salesman,62,primary,no
49,female,engineer,91,doctor,yes
18,male,scientest,87,university,yes
43,third,singer,87,doctor,no
32,male,singer,61,university,no
54,female,singer,60,university,no
38,third,programmer,42,junior high,no
3,male,engineer,44,primary,no
73,female,neet,90,primary,no
75,male,singer,93,university,no
86,third,singer,45,primary,no
15,male,teacher,69,junior high,no
15,third,programmer,69,doctor,no
73,third,salesman,76,doctor,no
35,third,programmer,44,primary,no
35,female,engineer,43,master,yes
50,third,teacher,85,junior high,no
53,male,singer,78,senior high,no
67,female,singer,39,junior high,no
10,third,scientest,40,primary,no
98,female,engineer,37,master,no
99,female,chef,85,doctor,no
87,female,programmer,98,junior high,no
86,male,engineer,35,primary,no
10,male,student,73,primary,no
27,male,chef,96,junior high,yes
21,third,engineer,78,master,yes
48,third,scientest,40,senior high,no
47,female,teacher,80,primary,no
74,female,salesman,43,doctor,no
76,male,chef,93,primary,no
92,male,neet,44,primary,no
54,female,scientest,56,junior high,no
83,male,singer,80,master,no
45,male,teacher,50,primary,no
12,third,teacher,64,primary,no
43,female,scientest,62,master,yes
5,male,chef,94,senior high,no
63,female,neet,58,junior high,no
27,female,salesman,98,doctor,no
41,third,chef,42,primary,yes
33,third,student,85,senior high,no
47,third,programmer,84,university,no
70,male,teacher,46,primary,no
5,male,programmer,88,primary,no
74,female,neet,65,university,no
53,third,engineer,93,primary,no
70,third,chef,47,senior high,no
95,male,student,64,junior high,no
36,male,teacher,67,primary,no
72,third,singer,46,university,no
34,male,salesman,77,master,no
30,third,salesman,76,junior high,yes
56,third,chef,67,university,no
83,female,salesman,60,senior high,no
87,female,chef,97,university,no
47,female,singer,57,doctor,no
75,third,engineer,55,primary,no
87,third,chef,95,master,no
13,male,programmer,90,senior high,no
6,female,singer,66,senior high,no
5,third,teacher,62,university,no
7,third,programmer,44,junior high,no
50,female,chef,47,university,yes
39,female,neet,42,senior high,yes
99,male,neet,46,master,no
88,third,salesman,90,primary,no
41,female,student,89,senior high,no
79,third,teacher,92,doctor,no
12,third,scientest,95,doctor,no
71,male,neet,84,master,no
12,female,salesman,94,senior high,no
64,third,programmer,53,master,no
60,female,singer,92,university,no
27,female,salesman,46,senior high,yes
57,female,singer,45,primary,no
25,female,engineer,42,master,yes
54,male,neet,80,senior high,no
39,third,chef,81,master,yes
99,male,teacher,93,senior high,no
0,female,chef,52,master,no
83,third,salesman,80,senior high,no
54,third,engineer,53,junior high,no
32,female,chef,90,junior high,yes
2,male,scientest,79,university,no
50,third,teacher,51,junior high,no
47,third,scientest,88,junior high,no
78,third,scientest,73,junior high,no
14,third,engineer,81,university,no
47,female,chef,92,primary,yes
77,female,scientest,46,primary,no
52,male,scientest,49,doctor,no
14,female,student,99,senior high,no
81,female,salesman,88,senior high,no
50,female,teacher,52,primary,no
51,third,singer,43,university,no
75,female,engineer,74,university,no
84,male,teacher,87,master,no
50,female,programmer,53,doctor,yes
91,female,student,71,master,no
77,male,engineer,59,senior high,no
79,third,engineer,85,primary,no
31,third,singer,72,primary,yes
71,female,singer,96,senior high,no
5,third,salesman,91,doctor,no
62,male,engineer,59,junior high,no
20,female,singer,86,senior high,no
19,female,chef,78,university,yes
7,female,singer,77,university,no
3,third,singer,69,doctor,no
95,male,teacher,59,master,no
72,female,chef,75,doctor,no
74,third,chef,88,junior high,no
52,third,scientest,71,junior high,no
66,third,scientest,84,master,no
89,third,singer,97,senior high,no
93,female,salesman,37,master,no
40,third,programmer,43,master,yes
64,male,salesman,38,university,no
46,female,singer,90,master,no
22,male,salesman,48,junior high,no
99,male,teacher,95,university,no
87,male,singer,53,primary,no
69,third,salesman,68,junior high,no
47,male,scientest,52,university,no
47,female,teacher,95,primary,no
95,third,engineer,53,master,no
5,female,student,95,university,no
68,female,chef,77,primary,no
52,female,scientest,43,senior high,no
48,female,engineer,95,junior high,no
16,female,teacher,82,primary,no
58,female,scientest,75,senior high,no
19,third,programmer,80,primary,no
14,male,student,95,senior high,no
83,female,salesman,87,doctor,no
46,male,salesman,86,senior high,no
19,male,neet,45,doctor,yes
80,third,engineer,62,senior high,no
79,male,singer,51,master,no
27,male,neet,42,senior high,yes
61,male,student,93,master,no
82,third,neet,49,university,no
40,female,chef,40,senior high,yes
29,third,salesman,85,university,no
40,female,salesman,61,primary,no
20,third,programmer,51,primary,no
97,male,teacher,87,university,no
5,third,chef,55,senior high,no
28,third,programmer,90,master,yes
22,third,programmer,92,master,yes
35,male,salesman,85,doctor,no
10,third,programmer,49,primary,no
95,third,singer,81,senior high,no
52,third,singer,38,university,no
64,female,programmer,72,master,no
68,male,programmer,95,primary,no
4,third,neet,52,junior high,no
83,female,student,54,senior high,no
56,female,engineer,73,junior high,no
1,male,chef,78,primary,no
82,female,engineer,61,university,no
97,third,singer,98,master,no
74,third,scientest,40,university,no
34,third,teacher,79,doctor,no
16,third,chef,75,doctor,yes
86,male,student,54,university,no
76,female,salesman,41,doctor,no
28,third,salesman,99,senior high,no
72,female,singer,75,senior high,no
33,third,programmer,57,master,yes
33,third,engineer,99,junior high,yes
65,third,student,75,primary,no
34,third,programmer,62,primary,no
54,female,salesman,56,master,no
85,male,salesman,94,university,no
96,third,scientest,67,junior high,no
1,female,neet,64,senior high,no
9,third,chef,35,junior high,no
30,third,teacher,96,senior high,yes
86,third,neet,55,senior high,no
97,female,teacher,55,university,no
16,male,chef,45,senior high,no
30,male,teacher,59,junior high,no
85,third,chef,98,primary,no
57,female,scientest,78,senior high,no
1,third,student,36,senior high,no
46,third,salesman,41,master,no
27,female,teacher,98,primary,no
98,male,chef,96,primary,no
5,male,scientest,75,primary,no
23,female,engineer,50,master,yes
18,female,singer,70,master,yes
93,female,engineer,70,master,no
10,third,singer,48,university,no
5,male,salesman,82,doctor,no
39,third,neet,89,university,no
39,male,singer,43,junior high,no
48,female,engineer,75,university,no
50,male,singer,92,master,no
55,third,programmer,66,university,no
86,third,singer,83,primary,no
65,male,singer,70,doctor,no
81,third,neet,87,junior high,no
6,male,scientest,57,senior high,no
59,female,engineer,91,primary,no
50,male,engineer,62,master,yes
90,male,singer,46,university,no
57,female,scientest,65,doctor,no
53,female,teacher,87,university,no
46,male,teacher,82,senior high,no
65,female,teacher,68,doctor,no
73,third,chef,84,junior high,no
67,male,neet,48,primary,no
91,female,neet,64,university,no
56,third,student,68,master,no
50,third,student,76,junior high,no
36,female,teacher,63,master,yes
34,third,teacher,76,master,yes
92,third,singer,42,master,no
37,female,student,73,master,yes
95,third,programmer,41,primary,no
67,male,chef,73,doctor,no
20,third,scientest,58,senior high,no
2,male,chef,46,senior high,no
97,third,scientest,59,senior high,no
55,female,teacher,72,university,no
77,male,chef,52,junior high,no
63,male,programmer,59,university,no
11,male,salesman,85,master,no
63,female,singer,45,junior high,no
79,third,teacher,96,senior high,no
56,female,programmer,56,primary,no
25,third,neet,56,primary,yes
30,female,teacher,88,senior high,no
54,female,salesman,35,university,no
87,male,student,99,senior high,no
44,male,student,68,doctor,no
11,female,programmer,79,doctor,no
78,male,chef,60,university,no
84,male,chef,82,university,no
19,male,singer,67,primary,no
48,male,chef,57,university,yes
74,female,salesman,46,senior high,no
93,third,scientest,70,primary,no
27,third,singer,50,primary,no
54,female,programmer,39,senior high,no
44,female,student,49,primary,no
76,female,chef,57,university,no
58,third,scientest,97,senior high,no
75,third,salesman,94,doctor,no
40,third,programmer,66,junior high,yes
33,male,teacher,73,junior high,no
90,male,neet,52,master,no
85,third,student,96,primary,no
52,male,neet,43,university,no
73,third,chef,66,senior high,no
78,third,chef,66,junior high,no
78,third,programmer,82,junior high,no
56,male,programmer,98,university,no
69,male,scientest,47,university,no
91,female,student,50,university,no
65,male,student,41,doctor,no
94,male,programmer,61,master,no
64,female,student,59,university,no
73,male,chef,58,master,no
90,male,engineer,49,master,no
21,female,salesman,80,junior high,no
73,third,chef,63,junior high,no
64,female,engineer,78,primary,no
45,female,salesman,84,doctor,no
37,third,programmer,91,master,yes
35,female,engineer,90,primary,yes
19,third,scientest,76,doctor,no
7,female,student,90,doctor,no
66,female,teacher,45,primary,no
77,male,engineer,49,university,no
55,male,engineer,56,doctor,no
91,third,student,53,senior high,no
66,male,engineer,73,senior high,no
1,female,salesman,36,senior high,no
22,male,scientest,59,senior high,no
57,male,singer,94,senior high,no
97,third,singer,84,master,no
8,female,chef,71,senior high,no
44,female,chef,39,primary,yes
67,female,neet,79,senior high,no
16,female,student,77,master,no
73,female,engineer,76,master,no
42,female,neet,64,master,no
42,female,engineer,51,doctor,yes
45,third,chef,67,university,yes
22,male,programmer,35,junior high,no
92,male,singer,70,university,no
91,male,student,54,junior high,no
7,male,scientest,52,university,no
31,female,neet,80,junior high,no
76,male,chef,39,master,no
83,third,neet,78,master,no
78,female,singer,36,primary,no
66,third,student,89,university,no
39,male,student,42,doctor,yes
71,third,teacher,93,primary,no
75,third,salesman,72,senior high,no
3,female,chef,92,doctor,no
36,third,student,81,junior high,no
70,third,teacher,73,doctor,no
28,male,singer,58,senior high,no
44,male,scientest,97,primary,no
22,male,scientest,68,university,no
8,third,engineer,48,primary,no
91,third,teacher,38,university,no
13,male,teacher,53,master,no
0,male,programmer,82,senior high,no
85,male,engineer,85,doctor,no
50,male,salesman,63,junior high,no
42,female,teacher,37,master,no
51,male,neet,37,university,no
98,female,neet,71,senior high,no
84,female,teacher,38,master,no
97,male,student,76,junior high,no
82,third,student,96,doctor,no
95,female,chef,51,primary,no
32,third,scientest,92,primary,no
92,female,neet,37,university,no
5,third,student,59,doctor,no
36,third,chef,84,primary,yes
90,female,scientest,81,doctor,no
69,third,engineer,65,senior high,no
53,male,programmer,97,primary,no
62,male,salesman,40,doctor,no
24,female,teacher,42,senior high,yes
25,third,student,62,master,yes
57,male,neet,72,university,no
67,female,neet,62,master,no
3,female,singer,73,senior high,no
67,third,programmer,54,university,no
76,female,student,97,doctor,no
12,female,teacher,45,primary,yes
93,third,salesman,69,primary,no
59,male,teacher,92,university,no
46,third,teacher,52,primary,no
48,male,chef,80,senior high,yes
37,third,teacher,85,junior high,no
5,third,teacher,47,senior high,no
41,female,teacher,70,primary,no
26,third,scientest,74,junior high,yes
55,male,chef,47,junior high,no
91,male,chef,96,master,no
39,third,scientest,57,doctor,yes
9,male,teacher,84,master,no
96,female,student,96,university,no
37,male,programmer,77,junior high,no
92,female,singer,91,junior high,no
89,third,chef,50,senior high,no
52,third,teacher,44,junior high,no
85,female,teacher,76,primary,no
8,female,chef,68,junior high,no
45,male,neet,98,university,no
75,female,chef,99,university,no
97,male,scientest,81,university,no
27,third,salesman,79,doctor,no
54,female,neet,77,master,no
53,male,scientest,93,doctor,no
32,male,student,86,primary,no
50,male,neet,91,primary,no
10,female,salesman,90,primary,no
71,male,teacher,63,doctor,no
60,male,scientest,89,master,no
22,male,student,68,university,yes
83,third,scientest,79,junior high,no
82,third,student,44,university,no
82,third,salesman,76,master,no
94,male,neet,87,senior high,no
2,male,neet,61,master,no
20,third,scientest,98,university,no
94,male,engineer,99,junior high,no
13,third,neet,99,university,no
94,third,scientest,55,university,no
32,male,engineer,67,primary,no
92,female,scientest,94,university,no
57,male,neet,98,senior high,no
97,male,student,87,university,no
20,male,engineer,56,primary,yes
32,female,neet,71,university,no
16,male,student,79,master,no
77,male,singer,78,doctor,no
65,female,programmer,92,master,no
99,female,chef,60,doctor,no
60,female,salesman,90,junior high,no
73,male,engineer,46,senior high,no
2,female,salesman,49,senior high,no
8,male,engineer,67,master,no
40,third,teacher,62,senior high,yes
9,third,chef,47,master,no
38,male,programmer,42,master,yes
48,male,neet,89,master,no
93,third,salesman,36,doctor,no
70,female,teacher,36,primary,no
93,female,scientest,45,doctor,no
90,male,singer,60,university,no
12,female,scientest,85,senior high,no
21,male,programmer,72,junior high,yes
22,male,salesman,78,master,yes
31,third,engineer,55,senior high,no
34,male,salesman,63,university,no
14,male,student,39,senior high,no
92,third,teacher,98,senior high,no
30,third,programmer,70,master,yes
0,male,student,41,master,no
49,male,salesman,51,primary,no
96,third,chef,43,university,no
0,male,programmer,83,junior high,no
62,male,teacher,91,primary,no
22,third,salesman,80,senior high,yes
19,female,neet,61,master,yes
12,female,singer,79,master,no
12,third,chef,44,junior high,no
24,female,teacher,35,doctor,yes
66,female,programmer,88,junior high,no
30,male,engineer,43,university,no
70,female,engineer,63,university,no
36,third,scientest,60,master,yes
30,third,salesman,89,junior high,no
91,male,student,69,doctor,no
72,third,chef,59,master,no
0,third,programmer,52,doctor,no
74,third,chef,91,primary,no
92,male,engineer,94,primary,no
41,third,chef,82,university,yes
65,female,programmer,93,university,no
58,female,scientest,56,doctor,no
67,female,student,48,master,no
4,male,teacher,99,doctor,no
72,female,neet,41,university,no
48,third,programmer,82,senior high,no
71,female,teacher,89,master,no
38,male,salesman,61,junior high,no
2,female,engineer,92,senior high,no
2,male,neet,55,junior high,no
13,female,teacher,80,primary,no
96,third,chef,51,senior high,no
52,third,student,62,primary,no
47,third,scientest,38,junior high,no
74,third,chef,65,junior high,no
34,female,programmer,39,university,no
81,third,engineer,51,university,no
94,male,chef,53,university,no
56,third,neet,38,primary,no
6,female,chef,55,primary,no
36,female,singer,53,primary,yes
46,third,programmer,54,university,no
80,third,programmer,57,junior high,no
33,female,scientest,88,senior high,no
20,male,student,67,primary,no
30,third,salesman,91,master,no
39,male,student,97,senior high,no
90,third,singer,80,master,no
96,male,salesman,67,doctor,no
20,male,scientest,87,university,no
35,male,neet,81,senior high,no
97,third,teacher,47,junior high,no
29,third,salesman,68,master,no
59,third,programmer,38,junior high,no
9,male,chef,84,master,no
99,male,programmer,90,doctor,no
18,female,teacher,74,doctor,yes
50,female,chef,78,junior high,yes
4,male,chef,44,junior high,no
69,third,singer,42,junior high,no
98,third,student,52,primary,no
45,female,scientest,62,senior high,no
95,third,engineer,51,primary,no
93,third,scientest,64,junior high,no
87,male,student,85,junior high,no
7,third,neet,44,master,no
59,female,chef,59,doctor,no
2,female,chef,87,junior high,no
40,female,scientest,99,senior high,yes
79,male,salesman,69,junior high,no
34,third,programmer,85,master,yes
6,female,programmer,55,master,no
94,male,neet,43,doctor,no
49,female,chef,43,master,yes
54,female,singer,48,senior high,no
97,female,student,95,doctor,no
38,male,singer,68,doctor,no
27,female,programmer,90,junior high,yes
93,male,singer,61,primary,no
48,male,engineer,88,master,yes
4,female,salesman,59,senior high,no
6,female,student,85,primary,no
92,third,teacher,70,primary,no
21,male,scientest,80,primary,no
61,male,engineer,95,doctor,no
32,male,student,94,master,no
81,third,student,91,junior high,no
22,female,student,98,senior high,no
83,male,teacher,40,junior high,no
65,male,student,49,doctor,no
32,female,neet,41,doctor,no
74,third,chef,86,doctor,no
3,female,programmer,38,university,no
45,female,singer,35,primary,no
46,male,chef,91,doctor,yes
36,third,chef,82,doctor,yes
31,female,teacher,99,doctor,no
11,third,chef,92,master,no
54,female,teacher,99,master,no
41,male,salesman,65,junior high,no
50,third,neet,71,primary,no
78,third,chef,95,primary,no
78,female,teacher,51,junior high,no
27,female,engineer,44,doctor,yes
86,female,teacher,65,junior high,no
30,female,programmer,87,master,yes
29,third,student,59,primary,no
3,third,salesman,88,master,no
91,female,programmer,77,doctor,no
44,female,engineer,44,doctor,yes
59,male,neet,70,university,no
32,female,neet,48,junior high,no
44,third,student,98,master,no
53,female,engineer,37,master,no
58,male,singer,69,doctor,no
82,male,student,97,doctor,no
33,third,scientest,51,university,no
67,third,teacher,55,university,no
60,male,chef,44,primary,no
74,male,teacher,61,university,no
61,female,singer,49,primary,no
12,third,salesman,44,primary,no
76,male,scientest,90,junior high,no
44,male,scientest,70,university,no
70,male,student,36,primary,no
87,male,salesman,79,master,no
1,third,neet,57,master,no
6,male,chef,43,primary,no
1,third,engineer,79,master,no
73,third,chef,49,master,no
55,male,scientest,71,junior high,no
31,female,neet,85,doctor,no
2,third,singer,87,senior high,no
47,female,scientest,88,doctor,yes
72,third,programmer,43,primary,no
65,third,scientest,48,university,no
58,female,engineer,56,senior high,no
3,male,engineer,94,senior high,no
95,female,chef,91,junior high,no
65,female,engineer,68,university,no
39,third,scientest,55,primary,no
45,third,teacher,47,master,no
28,female,chef,70,senior high,yes
30,male,programmer,47,primary,no
16,third,programmer,38,master,no
65,third,teacher,57,senior high,no
20,male,engineer,63,junior high,no
90,male,salesman,93,master,no
83,third,chef,73,doctor,no
98,third,scientest,75,senior high,no
44,female,teacher,69,university,no
0,third,neet,61,junior high,no
44,female,engineer,40,university,no
54,male,salesman,78,junior high,no
12,female,chef,94,senior high,no
9,male,neet,84,senior high,no
97,third,student,95,university,no
82,male,neet,77,doctor,no
60,male,engineer,79,junior high,no
31,male,salesman,87,primary,no
89,third,teacher,54,doctor,no
50,third,chef,56,junior high,yes
88,male,engineer,79,primary,no
97,third,engineer,41,university,no
54,female,scientest,56,university,no
68,male,programmer,58,senior high,no
35,third,salesman,92,master,no
62,third,salesman,39,primary,no
30,third,engineer,68,junior high,no
93,female,student,64,master,no
1,female,student,43,junior high,no
55,female,singer,42,university,no
79,male,scientest,60,master,no
93,female,singer,84,master,no
59,third,chef,43,university,no
64,male,teacher,68,university,no
39,male,singer,91,doctor,yes
96,female,neet,80,university,no
18,third,scientest,87,university,no
74,male,scientest,52,master,no
87,third,salesman,43,primary,no
23,male,engineer,74,senior high,no
57,female,neet,60,junior high,no
37,third,student,76,senior high,yes
93,third,singer,54,university,no
64,third,neet,54,university,no
17,third,neet,77,master,no
25,male,singer,74,primary,no
74,third,chef,57,senior high,no
19,male,singer,51,doctor,no
59,female,teacher,80,university,no
70,female,singer,88,master,no
