Age,Gender,Occupations,Blood group,Weight,Education,Revenue,Choosed
18,third,scientest,B,87,university,1100,no
74,male,scientest,AB,52,master,83,no
87,third,salesman,AB,43,primary,72,no
23,male,engineer,A,74,senior high,6800,no
57,female,neet,O,60,junior high,20,no
37,third,student,O,76,senior high,72,yes
93,third,singer,AB,54,university,40,no
64,third,neet,AB,54,university,91,no
17,third,neet,AB,77,master,8,no
25,male,singer,A,74,primary,410,no
74,third,chef,B,57,senior high,14,no
19,male,singer,B,51,doctor,160,no
59,female,teacher,O,80,university,5100,no
70,female,singer,B,88,master,10,no
27,female,chef,B,39,university,85,yes
72,female,scientest,A,52,university,980,no
72,male,singer,A,99,primary,6700,no
51,male,engineer,O,52,university,88,no
46,female,student,B,97,junior high,7800,no
12,male,salesman,B,99,senior high,900,no
45,female,engineer,O,94,senior high,73,no
74,female,salesman,O,52,master,320,no
46,male,neet,B,64,junior high,3900,no
85,male,scientest,O,75,doctor,8000,no
38,male,teacher,AB,88,junior high,2200,no
9,male,engineer,B,72,doctor,10000,no
47,male,teacher,A,75,junior high,340,no
11,third,student,AB,51,doctor,3500,no
71,female,chef,AB,94,university,410,no
68,male,chef,A,42,university,470,no
30,male,salesman,AB,72,doctor,570,no
37,third,salesman,AB,38,doctor,50,no
39,female,neet,AB,47,doctor,100,no
61,male,engineer,O,86,master,8000,no
50,female,singer,A,63,junior high,6200,no
4,female,teacher,O,54,university,660,no
74,third,chef,B,88,senior high,6500,no
60,third,neet,AB,78,university,300,no
24,female,salesman,O,94,university,11,yes
54,third,scientest,B,55,primary,310,no
58,male,salesman,AB,66,university,770,no
59,male,singer,O,42,doctor,99,no
82,male,scientest,O,98,primary,30,no
48,male,chef,O,56,primary,78,yes
57,third,chef,B,71,junior high,95,no
59,male,teacher,AB,97,primary,96,no
32,third,scientest,O,45,senior high,57,yes
5,female,scientest,O,76,senior high,9100,no
4,male,singer,O,64,junior high,25,no
84,female,teacher,A,66,university,5,no
51,third,singer,AB,56,university,2300,no
47,third,scientest,O,41,university,9000,no
57,female,student,AB,62,doctor,9900,no
74,female,programmer,B,66,primary,630,no
9,male,teacher,A,46,doctor,170,yes
46,female,programmer,AB,42,master,38,yes
32,male,singer,B,76,doctor,90,no
77,third,scientest,O,45,doctor,3500,no
82,female,programmer,A,63,junior high,690,no
64,female,programmer,B,46,doctor,410,no
5,female,scientest,O,98,master,1700,no
36,female,salesman,AB,57,junior high,51,no
85,third,programmer,O,80,master,10,no
59,male,singer,A,39,master,4600,no
29,third,student,B,66,junior high,40,no
85,female,scientest,A,56,master,3300,no
98,female,teacher,A,40,senior high,1000,no
75,male,chef,B,81,primary,28,no
45,female,teacher,B,71,senior high,55,no
56,female,student,A,61,master,660,no
94,male,singer,A,56,university,50,no
80,male,engineer,B,72,doctor,27,no
23,female,chef,A,95,doctor,99,yes
74,male,programmer,A,39,primary,360,no
59,male,teacher,A,59,junior high,59,no
98,female,chef,A,52,university,82,no
62,female,engineer,A,76,primary,3900,no
0,female,scientest,AB,74,junior high,6600,no
68,female,salesman,O,79,junior high,370,no
29,male,engineer,A,53,master,380,yes
28,third,scientest,A,42,doctor,1100,yes
57,female,programmer,A,69,junior high,700,no
89,male,chef,A,37,junior high,400,no
55,male,scientest,B,76,senior high,84,no
47,male,scientest,O,77,master,3,yes
17,male,programmer,B,69,university,600,no
61,male,student,O,99,junior high,60,no
80,male,scientest,A,51,senior high,6600,no
61,female,student,AB,57,primary,79,no
28,male,teacher,O,56,senior high,310,yes
1,male,singer,O,80,master,80,no
45,female,engineer,B,94,primary,70,no
33,female,chef,B,47,master,8800,yes
33,male,scientest,O,93,junior high,4200,yes
68,female,engineer,AB,88,master,90,no
39,third,student,AB,54,junior high,1200,no
45,female,singer,AB,73,master,2500,no
4,female,singer,O,66,doctor,7900,no
98,female,engineer,AB,92,senior high,1300,no
42,third,neet,B,79,university,8,no
21,third,engineer,B,82,master,540,no
77,female,engineer,AB,87,junior high,450,no
60,third,salesman,AB,92,junior high,1800,no
97,male,programmer,O,35,senior high,400,no
14,male,scientest,A,43,doctor,400,no
2,male,student,O,96,junior high,76,no
89,male,salesman,B,40,doctor,200,no
19,male,chef,A,98,university,100,yes
87,female,programmer,AB,70,university,2,no
28,male,singer,AB,89,junior high,31,no
5,third,singer,B,69,doctor,25,no
48,third,singer,B,51,junior high,35,no
63,third,student,AB,93,primary,94,no
55,female,chef,A,72,university,62,no
21,third,programmer,B,81,master,600,no
11,female,teacher,B,49,junior high,6700,no
5,male,salesman,A,94,master,870,no
63,male,chef,O,63,senior high,36,no
41,female,student,O,65,university,180,no
58,female,salesman,AB,53,university,200,no
67,female,singer,O,82,doctor,1000,no
70,female,engineer,O,38,doctor,150,no
78,female,student,AB,89,university,700,no
18,third,neet,B,42,senior high,6500,no
70,third,scientest,A,76,university,20,no
18,third,neet,A,92,doctor,5000,no
75,third,programmer,B,83,senior high,4200,no
47,female,student,O,64,primary,5300,no
45,third,singer,B,46,doctor,34,no
8,third,chef,B,38,university,94,no
65,male,engineer,B,79,junior high,6,no
56,female,teacher,B,42,master,8800,no
36,male,teacher,O,38,junior high,69,yes
12,female,student,AB,71,doctor,6700,no
42,female,neet,A,95,master,39,no
44,male,singer,B,36,doctor,700,no
48,female,salesman,B,47,junior high,100,no
73,third,teacher,O,95,senior high,230,no
13,male,engineer,AB,37,doctor,9200,no
24,male,teacher,B,41,master,63,no
50,female,engineer,A,73,university,7,no
68,male,student,O,55,primary,68,no
25,male,neet,O,67,junior high,49,yes
80,male,student,B,39,primary,94,no
96,female,student,A,88,university,100,no
37,third,chef,AB,89,university,8800,yes
63,third,teacher,O,39,doctor,3700,no
49,third,engineer,AB,90,junior high,4100,no
99,female,programmer,O,99,university,2600,no
93,third,programmer,O,79,master,110,no
89,third,teacher,O,96,junior high,32,no
74,male,teacher,O,85,doctor,83,no
20,female,engineer,B,35,junior high,1400,no
83,female,teacher,AB,45,master,2400,no
71,female,neet,AB,61,doctor,870,no
79,male,teacher,O,80,senior high,6700,no
19,male,singer,B,44,primary,570,no
5,third,programmer,O,96,doctor,730,no
5,third,neet,AB,40,university,2500,no
78,female,engineer,O,45,master,47,no
56,female,salesman,A,95,primary,29,no
26,male,salesman,AB,86,junior high,870,no
89,third,scientest,AB,99,junior high,920,no
89,female,chef,A,90,master,16,no
29,female,salesman,B,71,university,5200,no
90,female,chef,AB,38,master,84,no
48,male,teacher,B,68,master,25,no
90,male,teacher,AB,96,junior high,9800,no
48,male,programmer,A,53,doctor,3600,yes
86,male,student,O,49,primary,700,no
13,male,teacher,B,57,doctor,600,no
72,female,singer,A,67,senior high,490,no
3,male,engineer,B,36,primary,89,no
91,third,student,B,45,doctor,2900,no
51,female,singer,A,99,university,7700,no
42,third,chef,B,67,doctor,870,yes
66,male,programmer,AB,60,primary,35,no
32,male,teacher,B,81,primary,23,no
94,male,chef,AB,70,doctor,790,no
67,third,scientest,O,89,university,930,no
60,male,engineer,AB,93,doctor,510,no
88,female,engineer,A,66,master,860,no
29,female,chef,O,38,senior high,6300,yes
87,third,scientest,B,47,doctor,1300,no
22,third,teacher,AB,84,primary,480,no
13,female,teacher,A,75,university,78,no
45,female,student,B,40,junior high,460,no
96,third,student,AB,55,university,32,no
80,female,chef,B,46,primary,550,no
40,third,student,O,61,primary,23,yes
94,female,singer,AB,36,senior high,450,no
91,third,singer,A,77,university,350,no
39,female,teacher,B,61,primary,10,no
95,male,salesman,AB,96,primary,9400,no
57,female,singer,B,41,junior high,21,no
3,female,salesman,AB,37,senior high,3000,no
54,male,neet,AB,82,doctor,1000,no
25,male,programmer,O,59,doctor,810,yes
47,male,singer,A,54,doctor,140,no
22,third,scientest,B,35,senior high,77,no
85,third,neet,AB,41,university,3600,no
87,male,programmer,O,69,doctor,940,no
1,third,teacher,A,35,university,920,no
59,male,teacher,B,98,university,2000,no
69,female,singer,B,97,primary,8400,no
22,third,singer,A,64,junior high,40,no
71,third,scientest,B,53,primary,200,no
46,third,engineer,O,62,senior high,3400,no
35,male,salesman,B,84,primary,220,no
20,female,singer,B,45,junior high,430,no
78,third,teacher,A,50,master,6200,no
80,female,engineer,AB,73,junior high,54,no
18,third,salesman,AB,76,junior high,370,no
59,third,scientest,B,63,primary,8100,no
8,third,scientest,B,93,university,510,no
88,male,neet,O,72,university,34,no
3,male,engineer,B,96,primary,7200,no
2,female,teacher,A,70,primary,2100,no
11,male,student,B,65,university,20,no
1,female,singer,A,74,senior high,16,no
49,male,chef,B,73,senior high,190,yes
86,male,teacher,O,60,doctor,7100,no
93,male,neet,O,82,junior high,360,no
3,male,singer,A,40,junior high,9400,no
22,third,engineer,AB,60,doctor,2700,yes
13,female,singer,A,52,junior high,600,no
16,male,salesman,AB,58,doctor,3200,no
29,female,teacher,AB,93,doctor,3500,no
44,third,teacher,B,57,junior high,83,no
19,third,student,B,96,senior high,750,no
59,female,chef,AB,44,master,860,no
49,male,chef,A,44,university,960,yes
91,female,chef,A,59,master,74,no
8,third,engineer,A,39,university,94,no
71,female,engineer,O,66,junior high,7800,no
90,female,neet,A,58,master,96,no
8,male,neet,AB,84,doctor,790,no
62,male,teacher,O,60,master,10,no
72,third,scientest,AB,73,primary,40,no
53,female,singer,O,95,senior high,820,no
13,third,programmer,AB,79,university,590,no
27,male,neet,A,76,junior high,55,no
11,third,student,B,79,master,7400,no
23,third,salesman,O,41,doctor,3700,yes
5,third,teacher,B,66,master,630,no
24,third,programmer,O,65,master,390,yes
14,male,neet,B,46,senior high,3700,no
42,male,scientest,A,57,university,940,no
85,male,salesman,A,46,senior high,51,no
37,female,neet,O,48,master,6400,yes
32,male,scientest,A,52,doctor,3300,yes
74,third,scientest,B,87,primary,340,no
36,female,scientest,A,86,primary,67,no
97,male,student,O,96,university,2300,no
1,male,singer,A,62,junior high,120,no
86,third,salesman,O,59,senior high,40,no
37,female,programmer,O,79,university,3300,yes
67,male,engineer,B,92,junior high,310,no
39,female,chef,O,56,doctor,600,yes
31,female,student,O,98,master,29,yes
73,female,scientest,O,54,senior high,990,no
55,male,neet,O,94,master,620,no
68,third,scientest,B,46,doctor,7800,no
26,male,neet,AB,57,senior high,5800,no
49,female,singer,B,75,university,670,no
31,male,salesman,A,45,university,980,no
97,third,teacher,A,40,master,940,no
48,male,singer,A,65,master,1400,no
94,third,neet,O,38,junior high,380,no
54,male,scientest,O,57,university,5500,no
3,third,teacher,AB,89,primary,13,no
48,female,engineer,O,57,junior high,870,no
7,female,teacher,O,68,university,260,no
41,third,student,A,91,doctor,6300,no
29,third,salesman,O,97,university,920,yes
31,female,student,B,56,primary,7400,no
87,male,scientest,O,97,junior high,71,no
77,male,student,AB,36,master,47,no
42,female,salesman,B,41,doctor,1700,no
39,male,scientest,O,83,senior high,550,yes
38,third,programmer,O,46,master,100,yes
36,female,engineer,B,58,university,69,no
31,female,engineer,O,77,doctor,740,yes
9,female,neet,B,78,senior high,580,no
64,female,salesman,O,41,primary,1,no
4,third,programmer,O,62,primary,41,no
90,female,scientest,A,79,doctor,50,no
62,female,programmer,A,37,junior high,97,no
67,third,neet,AB,37,primary,57,no
16,female,teacher,B,68,university,890,no
32,male,neet,O,91,university,9200,yes
63,third,teacher,A,38,master,91,no
35,female,engineer,AB,94,master,820,yes
1,male,neet,A,60,primary,73,no
5,female,salesman,B,88,primary,580,no
3,male,teacher,O,42,doctor,380,no
1,male,teacher,A,44,primary,760,no
73,third,teacher,B,90,doctor,2000,no
61,third,engineer,B,67,university,750,no
88,male,singer,A,71,senior high,5500,no
36,male,student,A,41,primary,460,no
36,female,singer,A,74,primary,230,no
37,female,chef,AB,78,junior high,360,yes
69,female,teacher,B,84,university,80,no
95,male,engineer,O,93,primary,5500,no
46,third,programmer,O,95,primary,130,no
63,third,teacher,O,76,primary,24,no
23,female,chef,B,59,junior high,46,yes
46,male,neet,AB,51,university,20,no
68,third,student,B,62,master,850,no
64,third,neet,O,39,senior high,40,no
84,male,engineer,AB,50,doctor,4400,no
67,male,programmer,B,40,junior high,77,no
27,female,teacher,AB,79,university,190,no
87,male,programmer,A,90,master,74,no
71,third,singer,O,36,university,5,no
3,male,scientest,A,75,university,7400,no
70,female,singer,B,43,junior high,10,no
45,male,singer,A,89,junior high,440,no
73,female,chef,B,80,doctor,7900,no
4,male,scientest,B,88,university,81,no
35,male,neet,AB,77,master,480,no
5,female,neet,A,56,primary,5000,no
80,female,neet,AB,84,primary,860,no
34,female,chef,AB,76,master,6800,yes
24,male,teacher,A,97,university,570,no
49,female,salesman,B,56,primary,31,no
53,third,programmer,A,75,junior high,260,no
65,third,teacher,A,95,junior high,64,no
56,male,neet,B,68,senior high,9300,no
23,third,neet,B,85,university,9600,no
94,male,engineer,O,94,primary,2700,no
52,female,student,A,45,primary,4400,no
32,third,teacher,A,89,university,84,no
37,male,chef,B,51,primary,670,yes
58,female,neet,O,55,primary,7300,no
5,third,chef,A,85,senior high,3400,no
93,third,student,A,67,senior high,72,no
7,female,programmer,A,35,doctor,79,no
23,female,neet,AB,85,university,78,no
85,male,student,B,65,junior high,19,no
50,male,singer,A,82,master,64,no
56,third,neet,A,54,doctor,8,no
60,female,salesman,O,73,junior high,95,no
83,female,neet,A,57,master,8700,no
72,female,neet,O,47,senior high,28,no
78,third,scientest,A,66,doctor,2200,no
37,male,singer,O,89,university,5,yes
8,male,salesman,B,78,master,860,no
45,third,programmer,AB,35,university,960,no
22,female,engineer,A,79,junior high,3800,no
95,female,neet,O,37,primary,8100,no
8,female,singer,AB,86,senior high,89,no
50,female,chef,AB,70,master,70,yes
55,female,programmer,AB,98,doctor,5800,no
15,female,programmer,B,54,senior high,6100,no
71,female,salesman,A,64,primary,720,no
47,female,scientest,AB,63,doctor,7700,yes
21,third,student,O,86,junior high,5900,yes
87,female,salesman,O,84,master,33,no
94,third,salesman,AB,75,master,400,no
51,female,teacher,A,55,university,2500,no
73,third,engineer,AB,39,doctor,710,no
22,third,scientest,AB,87,primary,88,no
84,male,scientest,O,49,master,27,no
56,female,engineer,AB,82,master,89,no
0,female,neet,B,96,university,60,no
64,third,salesman,B,42,primary,160,no
46,female,neet,A,43,junior high,350,no
78,female,salesman,B,72,university,620,no
62,third,singer,O,73,senior high,4,no
57,third,scientest,A,35,university,1300,no
43,female,chef,O,79,junior high,200,yes
86,female,chef,B,96,university,370,no
7,male,chef,O,72,master,8100,no
87,male,teacher,A,88,primary,50,no
67,female,programmer,A,63,junior high,1300,no
43,third,student,O,85,doctor,7500,no
31,female,singer,O,93,university,980,yes
7,female,programmer,O,63,master,81,no
49,male,student,A,81,master,29,no
90,male,scientest,A,43,junior high,18,no
41,female,engineer,AB,92,senior high,450,no
32,third,salesman,O,73,university,610,yes
35,male,neet,O,65,doctor,33,yes
27,female,programmer,B,78,university,810,no
65,third,chef,O,44,junior high,1000,no
21,male,neet,AB,37,primary,880,no
40,female,singer,O,78,university,2100,yes
33,third,student,AB,49,junior high,88,no
0,female,scientest,O,95,senior high,80,no
68,male,engineer,AB,86,master,97,no
54,third,chef,O,78,doctor,28,no
80,third,engineer,B,55,master,33,no
40,third,singer,AB,82,junior high,470,no
4,third,neet,O,37,primary,2400,no
7,female,teacher,O,61,master,720,no
33,female,salesman,AB,59,junior high,80,no
47,female,chef,AB,94,senior high,1000,yes
61,third,student,B,57,senior high,350,no
46,third,singer,O,50,senior high,86,no
63,third,programmer,AB,46,master,6600,no
96,female,singer,B,35,junior high,470,no
45,third,scientest,A,45,university,360,no
65,female,singer,A,97,master,4800,no
91,female,chef,B,65,senior high,14,no
1,third,neet,A,68,junior high,8500,no
32,third,teacher,AB,98,senior high,320,no
69,third,salesman,AB,91,senior high,9600,no
13,female,scientest,O,69,primary,960,no
94,third,neet,O,82,university,550,no
44,male,engineer,B,43,junior high,60,no
67,male,teacher,B,56,senior high,500,no
23,male,chef,O,69,doctor,7000,yes
12,third,student,B,37,doctor,410,no
94,female,teacher,O,98,junior high,370,no
24,third,neet,O,72,junior high,870,yes
57,female,student,AB,78,university,5800,no
78,female,scientest,B,49,junior high,8800,no
27,third,engineer,B,91,doctor,850,yes
27,third,engineer,O,79,senior high,28,yes
50,third,programmer,AB,57,master,460,yes
72,female,teacher,AB,82,senior high,6700,no
76,female,programmer,A,91,primary,4300,no
5,third,chef,A,40,junior high,76,no
74,third,teacher,O,93,primary,2700,no
85,third,teacher,A,57,master,51,no
88,male,neet,O,62,master,23,no
41,male,teacher,A,60,primary,9600,no
1,third,salesman,O,54,master,8000,no
52,female,chef,O,57,senior high,30,no
47,male,neet,B,67,university,73,no
15,third,engineer,B,38,senior high,91,no
37,female,salesman,AB,61,junior high,6400,no
16,third,scientest,A,82,senior high,8900,no
24,female,student,A,40,senior high,48,no
29,female,student,A,85,junior high,9900,no
18,third,neet,AB,66,doctor,510,no
96,male,singer,AB,99,master,1300,no
50,female,student,A,83,junior high,550,no
60,male,singer,A,56,master,9200,no
33,male,teacher,AB,44,primary,10,no
88,third,singer,AB,38,doctor,590,no
33,female,singer,O,96,primary,600,yes
7,female,engineer,AB,59,doctor,58,no
11,male,student,B,85,university,2400,no
70,female,scientest,O,39,primary,230,no
60,third,student,B,66,master,19,no
16,male,teacher,B,89,doctor,2200,no
95,female,student,A,82,university,860,no
35,female,chef,B,41,master,400,yes
60,third,chef,O,65,senior high,300,no
28,male,scientest,B,82,master,20,yes
90,male,neet,AB,39,senior high,920,no
34,third,programmer,B,77,master,420,yes
37,male,programmer,AB,70,doctor,70,yes
95,male,neet,O,91,doctor,10000,no
3,third,neet,B,65,junior high,1800,no
78,female,singer,AB,46,university,57,no
20,male,chef,O,51,senior high,7300,yes
19,female,student,AB,53,doctor,880,no
1,male,scientest,O,59,doctor,6300,no
41,male,teacher,A,99,junior high,6900,no
22,third,scientest,B,84,university,92,no
9,third,singer,AB,45,university,910,no
31,male,neet,B,43,senior high,940,no
72,third,student,O,55,university,270,no
5,female,scientest,O,72,junior high,57,no
93,female,engineer,AB,55,university,880,no
30,female,teacher,O,81,primary,37,yes
14,third,scientest,AB,60,senior high,4300,no
53,third,chef,O,96,doctor,2900,no
73,male,student,A,39,doctor,340,no
75,male,neet,A,80,junior high,3000,no
97,male,salesman,B,80,doctor,17,no
24,female,neet,AB,40,master,3300,no
50,female,engineer,B,44,senior high,420,no
56,third,chef,A,75,university,660,no
52,male,neet,A,75,junior high,40,no
93,female,chef,AB,60,university,7,no
89,third,neet,O,98,senior high,1400,no
70,male,engineer,B,78,senior high,8000,no
14,female,engineer,B,78,junior high,6600,no
30,third,teacher,O,97,primary,670,yes
65,male,neet,A,63,doctor,78,no
79,female,chef,O,51,doctor,6300,no
29,third,programmer,A,80,university,6300,no
67,third,singer,B,45,primary,2900,no
48,male,chef,B,92,doctor,770,yes
50,third,student,B,72,senior high,22,no
58,male,neet,O,49,junior high,370,no
64,third,singer,AB,87,primary,9500,no
10,female,teacher,A,93,master,4,no
98,third,student,AB,82,university,620,no
85,third,teacher,B,51,master,180,no
82,male,chef,A,95,junior high,76,no
46,male,neet,O,47,senior high,50,no
78,male,salesman,O,66,university,540,no
72,male,engineer,O,50,junior high,780,no
61,third,student,O,61,junior high,5600,no
8,female,engineer,O,43,master,260,no
21,third,student,AB,40,university,3400,no
84,third,engineer,A,96,master,8200,no
82,male,neet,A,36,university,8,no
95,male,salesman,AB,53,master,480,no
92,third,teacher,A,73,university,2,no
18,female,student,AB,91,primary,830,no
26,female,scientest,O,95,primary,5000,yes
0,third,neet,B,85,primary,800,no
32,third,scientest,A,72,doctor,350,yes
48,male,neet,B,95,master,95,no
84,female,singer,B,58,junior high,4700,no
46,female,teacher,B,50,master,26,no
21,male,student,B,77,primary,7,no
93,male,chef,O,62,doctor,7500,no
98,third,salesman,O,40,senior high,24,no
20,third,programmer,AB,46,master,100,no
76,female,scientest,A,82,junior high,250,no
11,male,teacher,B,80,primary,70,no
17,male,student,A,79,primary,840,no
78,female,teacher,B,79,junior high,640,no
36,female,scientest,B,51,primary,61,no
15,third,student,O,62,junior high,40,no
34,female,teacher,A,77,senior high,120,no
76,female,neet,A,50,university,4,no
32,male,chef,O,37,junior high,1300,yes
36,female,neet,O,78,doctor,3500,yes
0,third,engineer,O,65,primary,7700,no
20,male,singer,O,62,junior high,660,yes
62,third,neet,A,43,university,3100,no
25,female,engineer,A,70,junior high,6000,no
15,male,student,O,47,doctor,58,no
52,third,teacher,B,77,master,7000,no
96,female,programmer,B,65,senior high,63,no
84,male,scientest,O,70,master,6600,no
34,male,neet,O,85,primary,780,yes
97,third,engineer,AB,79,primary,5400,no
91,male,neet,O,92,university,52,no
45,male,student,B,85,senior high,900,no
82,male,neet,A,54,primary,130,no
13,female,programmer,AB,68,university,400,no
16,male,programmer,A,98,primary,2500,no
51,male,teacher,O,76,doctor,2200,no
59,third,singer,B,75,junior high,79,no
1,male,teacher,AB,55,senior high,810,no
50,third,scientest,A,81,doctor,74,yes
28,male,salesman,AB,46,senior high,19,no
63,female,singer,AB,40,primary,730,no
6,third,chef,A,68,primary,20,no
15,male,scientest,O,88,junior high,3900,no
20,female,salesman,A,99,university,40,no
16,third,programmer,A,89,senior high,790,no
33,male,engineer,A,48,junior high,550,no
37,third,engineer,AB,60,doctor,300,yes
73,female,programmer,AB,80,junior high,34,no
96,third,singer,B,43,primary,510,no
65,third,student,O,72,university,5200,no
21,male,neet,A,89,doctor,9500,no
74,female,teacher,A,93,master,94,no
78,third,scientest,B,78,university,15,no
29,third,engineer,AB,65,primary,820,no
82,male,teacher,B,95,master,700,no
60,female,student,AB,39,primary,45,no
13,third,chef,O,42,junior high,370,no
93,third,engineer,AB,82,university,540,no
88,third,teacher,O,54,senior high,38,no
78,male,salesman,AB,69,junior high,39,no
17,third,student,AB,51,doctor,8000,no
82,female,chef,B,37,junior high,5400,no
99,third,teacher,O,36,junior high,11,no
48,male,chef,O,70,primary,1500,yes
98,male,scientest,A,85,junior high,950,no
67,third,neet,O,90,senior high,920,no
12,male,engineer,B,80,junior high,81,no
23,female,singer,O,67,master,83,yes
58,male,singer,O,85,university,6700,no
60,female,student,A,83,doctor,89,no
24,female,engineer,O,94,junior high,6800,yes
93,female,singer,B,79,primary,2,no
11,female,scientest,B,49,junior high,9800,no
34,male,engineer,A,58,university,640,no
6,female,student,O,62,junior high,75,no
58,female,salesman,B,63,junior high,8200,no
24,female,neet,O,41,senior high,8300,yes
94,female,programmer,AB,44,doctor,5100,no
19,third,singer,A,51,doctor,79,no
48,male,programmer,A,92,master,200,yes
84,third,teacher,AB,67,senior high,7100,no
67,third,engineer,A,49,junior high,3600,no
1,third,engineer,AB,91,doctor,100,no
65,male,salesman,O,48,primary,48,no
76,female,singer,AB,43,doctor,160,no
40,female,singer,B,74,doctor,120,no
51,male,salesman,B,73,junior high,37,no
2,female,neet,AB,69,primary,15,no
45,third,programmer,B,65,senior high,840,no
10,male,chef,O,49,master,480,yes
3,third,singer,B,96,primary,230,no
87,third,scientest,A,37,junior high,260,no
32,male,teacher,O,45,senior high,7900,yes
97,third,neet,A,99,primary,92,no
22,third,programmer,O,99,senior high,370,yes
40,female,salesman,AB,44,junior high,410,no
16,female,teacher,AB,89,primary,2000,no
11,male,scientest,AB,65,doctor,2400,no
65,third,student,O,81,primary,6300,no
12,female,salesman,O,41,master,8500,yes
64,third,programmer,B,93,primary,650,no
28,male,student,B,95,university,6900,no
34,female,chef,B,63,junior high,6,yes
30,male,chef,O,85,junior high,6200,yes
74,male,neet,A,95,university,49,no
96,male,salesman,A,64,senior high,3,no
31,female,programmer,B,68,university,38,no
30,third,engineer,A,38,university,7400,no
70,female,chef,O,69,primary,930,no
69,third,neet,AB,41,senior high,1100,no
5,male,programmer,O,81,doctor,660,no
11,female,engineer,A,73,junior high,1100,no
80,male,chef,O,90,junior high,90,no
31,female,teacher,A,66,primary,110,no
4,male,engineer,O,35,primary,790,no
64,female,programmer,A,82,junior high,6200,no
3,female,chef,O,51,master,2200,no
97,female,chef,A,70,primary,6000,no
92,female,student,O,74,doctor,630,no
72,female,engineer,B,92,senior high,97,no
59,male,chef,A,81,junior high,54,no
81,third,teacher,AB,93,university,9300,no
60,third,chef,B,95,primary,9000,no
43,female,chef,AB,76,doctor,580,yes
46,female,chef,B,96,junior high,47,yes
31,third,scientest,O,93,primary,30,yes
25,female,salesman,B,68,primary,90,no
40,male,salesman,O,63,junior high,390,yes
18,third,singer,A,67,university,95,no
93,male,salesman,A,94,master,14,no
87,third,programmer,O,70,master,35,no
12,third,scientest,B,60,junior high,84,no
36,female,chef,A,66,doctor,900,yes
87,male,programmer,AB,61,university,5900,no
64,third,engineer,B,36,university,21,no
40,female,programmer,AB,72,master,200,yes
53,male,chef,B,87,university,35,no
8,male,student,A,57,master,640,no
71,male,singer,O,70,master,7300,no
51,male,chef,O,72,primary,370,no
73,third,teacher,AB,84,master,46,no
33,female,chef,O,38,master,4800,yes
4,female,singer,B,75,doctor,410,no
60,female,chef,O,87,university,280,no
27,female,salesman,O,82,primary,88,yes
53,third,scientest,A,75,master,23,no
74,female,engineer,AB,45,senior high,6500,no
61,third,salesman,AB,98,university,2500,no
20,female,scientest,O,84,university,12,yes
22,female,salesman,AB,92,master,180,no
52,female,scientest,A,90,senior high,580,no
20,third,teacher,B,35,university,390,no
22,third,salesman,B,46,doctor,710,no
77,male,programmer,A,66,doctor,30,no
28,male,student,O,45,master,590,yes
74,male,engineer,AB,68,doctor,900,no
6,male,student,A,95,university,24,no
14,male,chef,B,76,doctor,7400,no
99,female,student,A,59,primary,640,no
4,third,programmer,B,44,senior high,50,no
3,third,singer,AB,93,senior high,660,no
31,female,programmer,O,97,doctor,570,yes
79,female,engineer,A,35,primary,8900,no
41,female,scientest,O,83,senior high,89,no
35,third,scientest,O,73,master,7500,yes
49,male,neet,AB,83,university,24,no
39,third,salesman,A,92,senior high,99,no
36,third,student,AB,95,senior high,900,no
56,third,salesman,A,56,doctor,6000,no
12,male,engineer,O,53,doctor,31,no
46,third,engineer,O,92,senior high,9900,no
41,female,neet,A,90,primary,2000,no
85,third,chef,A,94,doctor,8,no
99,male,salesman,O,68,doctor,21,no
62,third,chef,O,52,university,15,no
84,third,chef,AB,88,junior high,100,no
88,male,singer,O,94,doctor,280,no
33,male,student,AB,74,junior high,67,no
8,third,scientest,B,99,primary,68,no
88,third,student,O,43,junior high,90,no
16,female,student,B,71,senior high,270,no
17,third,salesman,AB,62,junior high,17,no
82,male,student,A,77,junior high,470,no
64,female,neet,B,67,junior high,7300,no
15,female,salesman,B,43,junior high,260,yes
86,third,student,AB,98,junior high,8700,no
13,male,teacher,B,66,senior high,4800,no
82,third,programmer,AB,35,master,600,no
75,male,singer,AB,84,university,81,no
94,male,chef,A,88,doctor,5600,no
79,female,scientest,AB,65,master,7,no
5,third,programmer,B,99,university,3500,no
5,male,engineer,AB,84,junior high,90,no
93,male,singer,AB,62,university,2100,no
85,male,scientest,A,71,university,26,no
59,third,engineer,B,84,primary,560,no
52,male,programmer,AB,52,junior high,76,no
16,third,engineer,A,87,university,39,no
15,third,chef,AB,69,university,3100,no
83,female,chef,A,80,university,970,no
5,female,teacher,B,90,university,3400,no
56,male,engineer,B,89,master,950,no
88,third,neet,O,58,university,21,no
44,male,singer,O,71,primary,1,no
63,third,salesman,A,94,doctor,800,no
59,female,teacher,AB,48,primary,7800,no
26,third,scientest,B,72,primary,97,no
36,female,singer,O,80,doctor,4200,yes
90,third,engineer,O,88,junior high,14,no
56,male,programmer,AB,70,junior high,420,no
90,third,engineer,B,67,university,200,no
76,third,neet,A,81,primary,63,no
93,female,neet,A,79,primary,7900,no
41,third,neet,A,47,senior high,43,no
5,female,engineer,O,62,doctor,44,no
8,male,chef,AB,45,junior high,930,yes
28,male,chef,O,49,university,700,yes
88,third,student,A,60,junior high,89,no
