Age,Gender,Blood group,Weight,Education,Choosed
24,third,A,67,university,no
50,third,O,95,senior high,no
10,third,A,62,senior high,no
32,female,A,35,senior high,no
22,female,A,64,master,yes
58,male,O,35,primary,no
70,male,AB,39,university,no
27,female,AB,67,junior high,yes
52,third,A,86,junior high,no
13,female,AB,83,junior high,no
55,male,A,47,master,no
70,third,AB,41,junior high,no
55,third,AB,98,junior high,no
83,third,O,55,primary,no
65,male,B,54,master,no
56,third,AB,77,senior high,no
28,third,A,37,university,no
78,female,A,98,primary,no
10,male,AB,57,junior high,no
88,female,AB,85,master,no
15,third,B,84,senior high,no
97,male,AB,50,junior high,no
69,male,O,40,university,no
49,male,AB,51,senior high,yes
63,male,O,49,senior high,no
42,male,A,88,doctor,yes
78,male,A,75,doctor,no
8,female,O,55,doctor,no
22,third,B,69,master,no
48,male,O,51,university,no
43,third,A,49,master,yes
25,third,O,52,senior high,yes
39,male,B,42,doctor,no
61,female,O,46,junior high,no
30,third,B,59,doctor,yes
33,female,O,97,master,yes
76,third,AB,77,master,no
9,third,B,94,university,no
64,female,O,66,doctor,no
52,female,O,95,primary,no
76,third,O,63,senior high,no
27,male,O,97,primary,yes
80,female,A,59,doctor,no
54,male,A,35,junior high,no
99,third,A,81,junior high,no
12,male,A,37,junior high,yes
70,male,A,90,doctor,no
26,third,AB,72,junior high,yes
70,male,AB,44,junior high,no
79,third,B,40,senior high,no
66,female,AB,94,doctor,no
78,male,A,71,senior high,no
18,male,O,87,primary,yes
98,third,B,90,primary,no
16,third,O,48,doctor,yes
48,male,B,81,doctor,no
28,female,O,35,master,yes
86,female,A,74,primary,no
8,male,AB,84,university,no
9,female,AB,66,junior high,no
11,female,A,86,master,no
25,female,B,80,senior high,no
53,third,B,38,master,no
18,female,O,53,doctor,yes
3,third,B,83,primary,no
75,third,O,68,senior high,no
21,female,O,99,master,yes
51,female,A,58,primary,no
33,female,AB,52,master,yes
11,female,O,69,master,no
29,third,O,96,university,yes
83,third,B,89,primary,no
81,female,A,51,junior high,no
25,female,AB,99,primary,no
75,female,A,76,primary,no
82,female,A,68,senior high,no
75,third,AB,51,senior high,no
80,male,B,79,senior high,no
98,female,B,38,senior high,no
54,female,AB,52,master,no
63,male,O,41,university,no
69,third,AB,55,senior high,no
19,male,A,82,master,no
68,female,A,72,university,no
25,female,A,41,university,yes
82,female,O,85,primary,no
62,third,O,49,doctor,no
89,male,A,45,university,no
71,male,A,59,senior high,no
36,female,AB,76,junior high,no
59,third,AB,36,junior high,no
31,third,B,36,senior high,no
91,third,AB,38,doctor,no
0,male,O,44,senior high,no
15,female,A,79,university,no
96,female,AB,48,university,no
81,female,B,41,university,no
13,third,O,49,junior high,no
42,male,O,45,university,no
51,male,A,68,junior high,no
65,male,A,57,primary,no
76,third,O,96,master,no
90,male,B,76,junior high,no
61,male,AB,73,junior high,no
66,male,A,62,primary,no
49,female,B,91,doctor,yes
18,male,O,87,university,yes
43,third,B,87,doctor,no
32,male,AB,61,university,no
54,female,O,60,university,no
38,third,A,42,junior high,no
3,male,O,44,primary,no
73,female,O,90,primary,no
75,male,O,93,university,no
86,third,A,45,primary,no
15,male,AB,69,junior high,no
15,third,O,69,doctor,no
73,third,O,76,doctor,no
35,third,AB,44,primary,no
35,female,B,43,master,yes
50,third,B,85,junior high,no
53,male,B,78,senior high,no
67,female,A,39,junior high,no
10,third,A,40,primary,no
98,female,B,37,master,no
99,female,A,85,doctor,no
87,female,A,98,junior high,no
86,male,A,35,primary,no
10,male,A,73,primary,no
27,male,AB,96,junior high,yes
21,third,O,78,master,yes
48,third,A,40,senior high,no
47,female,B,80,primary,no
74,female,B,43,doctor,no
76,male,A,93,primary,no
92,male,O,44,primary,no
54,female,A,56,junior high,no
83,male,A,80,master,no
45,male,O,50,primary,no
12,third,B,64,primary,no
43,female,AB,62,master,yes
5,male,AB,94,senior high,no
63,female,AB,58,junior high,no
27,female,AB,98,doctor,no
41,third,B,42,primary,yes
33,third,AB,85,senior high,no
47,third,O,84,university,no
70,male,A,46,primary,no
5,male,AB,88,primary,no
74,female,AB,65,university,no
53,third,B,93,primary,no
70,third,A,47,senior high,no
95,male,AB,64,junior high,no
36,male,B,67,primary,no
72,third,A,46,university,no
34,male,AB,77,master,no
30,third,O,76,junior high,yes
56,third,A,67,university,no
83,female,A,60,senior high,no
87,female,B,97,university,no
47,female,AB,57,doctor,no
75,third,A,55,primary,no
87,third,A,95,master,no
13,male,AB,90,senior high,no
6,female,B,66,senior high,no
5,third,AB,62,university,no
7,third,O,44,junior high,no
50,female,AB,47,university,yes
39,female,O,42,senior high,yes
99,male,AB,46,master,no
88,third,O,90,primary,no
41,female,B,89,senior high,no
79,third,A,92,doctor,no
12,third,B,95,doctor,no
71,male,AB,84,master,no
12,female,B,94,senior high,no
64,third,AB,53,master,no
60,female,A,92,university,no
27,female,O,46,senior high,yes
57,female,A,45,primary,no
25,female,AB,42,master,yes
54,male,A,80,senior high,no
39,third,O,81,master,yes
99,male,AB,93,senior high,no
0,female,A,52,master,no
83,third,A,80,senior high,no
54,third,O,53,junior high,no
32,female,A,90,junior high,yes
2,male,AB,79,university,no
50,third,O,51,junior high,no
47,third,A,88,junior high,no
78,third,B,73,junior high,no
14,third,A,81,university,no
47,female,B,92,primary,yes
77,female,A,46,primary,no
52,male,A,49,doctor,no
14,female,A,99,senior high,no
81,female,AB,88,senior high,no
50,female,B,52,primary,no
51,third,O,43,university,no
75,female,O,74,university,no
84,male,AB,87,master,no
50,female,AB,53,doctor,yes
91,female,B,71,master,no
77,male,B,59,senior high,no
79,third,AB,85,primary,no
31,third,O,72,primary,yes
71,female,AB,96,senior high,no
5,third,O,91,doctor,no
62,male,O,59,junior high,no
20,female,AB,86,senior high,no
19,female,O,78,university,yes
7,female,AB,77,university,no
3,third,B,69,doctor,no
95,male,O,59,master,no
72,female,A,75,doctor,no
74,third,A,88,junior high,no
52,third,AB,71,junior high,no
66,third,O,84,master,no
89,third,AB,97,senior high,no
93,female,A,37,master,no
40,third,B,43,master,yes
64,male,A,38,university,no
46,female,AB,90,master,no
22,male,B,48,junior high,no
99,male,A,95,university,no
87,male,A,53,primary,no
69,third,A,68,junior high,no
47,male,B,52,university,no
47,female,AB,95,primary,no
95,third,AB,53,master,no
5,female,A,95,university,no
68,female,A,77,primary,no
52,female,AB,43,senior high,no
48,female,A,95,junior high,no
16,female,B,82,primary,no
58,female,O,75,senior high,no
19,third,A,80,primary,no
14,male,O,95,senior high,no
83,female,A,87,doctor,no
46,male,A,86,senior high,no
19,male,O,45,doctor,yes
80,third,B,62,senior high,no
79,male,A,51,master,no
27,male,O,42,senior high,yes
61,male,O,93,master,no
82,third,B,49,university,no
40,female,B,40,senior high,yes
29,third,A,85,university,no
40,female,B,61,primary,no
20,third,B,51,primary,no
97,male,AB,87,university,no
5,third,O,55,senior high,no
28,third,A,90,master,yes
22,third,B,92,master,yes
35,male,AB,85,doctor,no
10,third,AB,49,primary,no
95,third,B,81,senior high,no
52,third,AB,38,university,no
64,female,O,72,master,no
68,male,AB,95,primary,no
4,third,O,52,junior high,no
83,female,AB,54,senior high,no
56,female,AB,73,junior high,no
1,male,B,78,primary,no
82,female,AB,61,university,no
97,third,O,98,master,no
74,third,B,40,university,no
34,third,A,79,doctor,no
16,third,O,75,doctor,yes
86,male,AB,54,university,no
76,female,O,41,doctor,no
28,third,B,99,senior high,no
72,female,O,75,senior high,no
33,third,O,57,master,yes
33,third,O,99,junior high,yes
65,third,O,75,primary,no
34,third,A,62,primary,no
54,female,B,56,master,no
85,male,AB,94,university,no
96,third,O,67,junior high,no
1,female,B,64,senior high,no
9,third,A,35,junior high,no
30,third,O,96,senior high,yes
86,third,AB,55,senior high,no
97,female,A,55,university,no
16,male,AB,45,senior high,no
30,male,B,59,junior high,no
85,third,A,98,primary,no
57,female,O,78,senior high,no
1,third,AB,36,senior high,no
46,third,O,41,master,no
27,female,A,98,primary,no
98,male,A,96,primary,no
5,male,O,75,primary,no
23,female,B,50,master,yes
18,female,O,70,master,yes
93,female,A,70,master,no
10,third,A,48,university,no
5,male,O,82,doctor,no
39,third,A,89,university,no
39,male,B,43,junior high,no
48,female,A,75,university,no
50,male,O,92,master,no
55,third,B,66,university,no
86,third,B,83,primary,no
65,male,O,70,doctor,no
81,third,O,87,junior high,no
6,male,A,57,senior high,no
59,female,AB,91,primary,no
50,male,AB,62,master,yes
90,male,A,46,university,no
57,female,B,65,doctor,no
53,female,AB,87,university,no
46,male,B,82,senior high,no
65,female,O,68,doctor,no
73,third,A,84,junior high,no
67,male,B,48,primary,no
91,female,O,64,university,no
56,third,A,68,master,no
50,third,O,76,junior high,no
36,female,O,63,master,yes
34,third,O,76,master,yes
92,third,O,42,master,no
37,female,O,73,master,yes
95,third,AB,41,primary,no
67,male,O,73,doctor,no
20,third,AB,58,senior high,no
2,male,AB,46,senior high,no
97,third,O,59,senior high,no
55,female,AB,72,university,no
77,male,O,52,junior high,no
63,male,B,59,university,no
11,male,A,85,master,no
63,female,O,45,junior high,no
79,third,B,96,senior high,no
56,female,O,56,primary,no
25,third,O,56,primary,yes
30,female,AB,88,senior high,no
54,female,B,35,university,no
87,male,B,99,senior high,no
44,male,O,68,doctor,no
11,female,O,79,doctor,no
78,male,O,60,university,no
84,male,O,82,university,no
19,male,B,67,primary,no
48,male,A,57,university,yes
74,female,AB,46,senior high,no
93,third,AB,70,primary,no
27,third,B,50,primary,no
54,female,B,39,senior high,no
44,female,AB,49,primary,no
76,female,B,57,university,no
58,third,O,97,senior high,no
75,third,O,94,doctor,no
40,third,O,66,junior high,yes
33,male,B,73,junior high,no
90,male,AB,52,master,no
85,third,O,96,primary,no
52,male,AB,43,university,no
73,third,B,66,senior high,no
78,third,A,66,junior high,no
78,third,AB,82,junior high,no
56,male,B,98,university,no
69,male,A,47,university,no
91,female,A,50,university,no
65,male,B,41,doctor,no
94,male,B,61,master,no
64,female,B,59,university,no
73,male,B,58,master,no
90,male,AB,49,master,no
21,female,A,80,junior high,no
73,third,AB,63,junior high,no
64,female,A,78,primary,no
45,female,AB,84,doctor,no
37,third,B,91,master,yes
35,female,O,90,primary,yes
19,third,AB,76,doctor,no
7,female,B,90,doctor,no
66,female,AB,45,primary,no
77,male,AB,49,university,no
55,male,O,56,doctor,no
91,third,AB,53,senior high,no
66,male,AB,73,senior high,no
1,female,O,36,senior high,no
22,male,AB,59,senior high,no
57,male,O,94,senior high,no
97,third,AB,84,master,no
8,female,B,71,senior high,no
44,female,AB,39,primary,yes
67,female,B,79,senior high,no
16,female,A,77,master,no
73,female,O,76,master,no
42,female,A,64,master,no
42,female,B,51,doctor,yes
45,third,AB,67,university,yes
22,male,B,35,junior high,no
92,male,A,70,university,no
91,male,AB,54,junior high,no
7,male,AB,52,university,no
31,female,AB,80,junior high,no
76,male,B,39,master,no
83,third,B,78,master,no
78,female,O,36,primary,no
66,third,B,89,university,no
39,male,O,42,doctor,yes
71,third,A,93,primary,no
75,third,B,72,senior high,no
3,female,AB,92,doctor,no
36,third,AB,81,junior high,no
70,third,A,73,doctor,no
28,male,A,58,senior high,no
44,male,B,97,primary,no
22,male,AB,68,university,no
8,third,AB,48,primary,no
91,third,O,38,university,no
13,male,A,53,master,no
0,male,A,82,senior high,no
85,male,AB,85,doctor,no
50,male,AB,63,junior high,no
42,female,AB,37,master,no
51,male,O,37,university,no
98,female,A,71,senior high,no
84,female,AB,38,master,no
97,male,A,76,junior high,no
82,third,B,96,doctor,no
95,female,O,51,primary,no
32,third,B,92,primary,no
92,female,B,37,university,no
5,third,B,59,doctor,no
36,third,B,84,primary,yes
90,female,AB,81,doctor,no
69,third,B,65,senior high,no
53,male,A,97,primary,no
62,male,AB,40,doctor,no
24,female,O,42,senior high,yes
25,third,O,62,master,yes
57,male,AB,72,university,no
67,female,AB,62,master,no
3,female,A,73,senior high,no
67,third,O,54,university,no
76,female,O,97,doctor,no
12,female,AB,45,primary,yes
93,third,B,69,primary,no
59,male,A,92,university,no
46,third,A,52,primary,no
48,male,B,80,senior high,yes
37,third,A,85,junior high,no
5,third,AB,47,senior high,no
41,female,A,70,primary,no
26,third,O,74,junior high,yes
55,male,O,47,junior high,no
91,male,A,96,master,no
39,third,O,57,doctor,yes
9,male,B,84,master,no
96,female,B,96,university,no
37,male,A,77,junior high,no
92,female,O,91,junior high,no
89,third,O,50,senior high,no
52,third,A,44,junior high,no
85,female,O,76,primary,no
8,female,B,68,junior high,no
45,male,A,98,university,no
75,female,A,99,university,no
97,male,O,81,university,no
27,third,AB,79,doctor,no
54,female,O,77,master,no
53,male,B,93,doctor,no
32,male,AB,86,primary,no
50,male,O,91,primary,no
10,female,O,90,primary,no
71,male,A,63,doctor,no
60,male,B,89,master,no
22,male,O,68,university,yes
83,third,O,79,junior high,no
82,third,B,44,university,no
82,third,A,76,master,no
94,male,A,87,senior high,no
2,male,O,61,master,no
20,third,AB,98,university,no
94,male,A,99,junior high,no
13,third,B,99,university,no
94,third,A,55,university,no
32,male,A,67,primary,no
92,female,O,94,university,no
57,male,B,98,senior high,no
97,male,O,87,university,no
20,male,O,56,primary,yes
32,female,AB,71,university,no
16,male,B,79,master,no
77,male,O,78,doctor,no
65,female,A,92,master,no
99,female,O,60,doctor,no
60,female,A,90,junior high,no
73,male,A,46,senior high,no
2,female,A,49,senior high,no
8,male,B,67,master,no
40,third,O,62,senior high,yes
9,third,O,47,master,no
38,male,A,42,master,yes
48,male,B,89,master,no
93,third,AB,36,doctor,no
70,female,A,36,primary,no
93,female,AB,45,doctor,no
90,male,B,60,university,no
12,female,O,85,senior high,no
21,male,O,72,junior high,yes
22,male,O,78,master,yes
31,third,A,55,senior high,no
34,male,B,63,university,no
14,male,B,39,senior high,no
92,third,O,98,senior high,no
30,third,AB,70,master,yes
0,male,A,41,master,no
49,male,A,51,primary,no
96,third,AB,43,university,no
0,male,AB,83,junior high,no
62,male,O,91,primary,no
22,third,O,80,senior high,yes
19,female,O,61,master,yes
12,female,O,79,master,no
12,third,A,44,junior high,no
24,female,O,35,doctor,yes
66,female,B,88,junior high,no
30,male,B,43,university,no
70,female,AB,63,university,no
36,third,A,60,master,yes
30,third,AB,89,junior high,no
91,male,A,69,doctor,no
72,third,B,59,master,no
0,third,B,52,doctor,no
74,third,AB,91,primary,no
92,male,B,94,primary,no
41,third,O,82,university,yes
65,female,B,93,university,no
58,female,AB,56,doctor,no
67,female,O,48,master,no
4,male,B,99,doctor,no
72,female,O,41,university,no
48,third,O,82,senior high,no
71,female,O,89,master,no
38,male,B,61,junior high,no
2,female,AB,92,senior high,no
2,male,AB,55,junior high,no
13,female,A,80,primary,no
96,third,A,51,senior high,no
52,third,AB,62,primary,no
47,third,B,38,junior high,no
74,third,AB,65,junior high,no
34,female,AB,39,university,no
81,third,AB,51,university,no
94,male,O,53,university,no
56,third,A,38,primary,no
6,female,O,55,primary,no
36,female,O,53,primary,yes
46,third,B,54,university,no
80,third,AB,57,junior high,no
33,female,B,88,senior high,no
20,male,AB,67,primary,no
30,third,AB,91,master,no
39,male,AB,97,senior high,no
90,third,AB,80,master,no
96,male,A,67,doctor,no
20,male,A,87,university,no
35,male,A,81,senior high,no
97,third,B,47,junior high,no
29,third,B,68,master,no
59,third,A,38,junior high,no
9,male,AB,84,master,no
99,male,AB,90,doctor,no
18,female,O,74,doctor,yes
50,female,B,78,junior high,yes
4,male,A,44,junior high,no
69,third,AB,42,junior high,no
98,third,AB,52,primary,no
45,female,O,62,senior high,no
95,third,B,51,primary,no
93,third,O,64,junior high,no
87,male,A,85,junior high,no
7,third,B,44,master,no
59,female,A,59,doctor,no
2,female,O,87,junior high,no
40,female,O,99,senior high,yes
79,male,A,69,junior high,no
34,third,O,85,master,yes
6,female,O,55,master,no
94,male,B,43,doctor,no
49,female,AB,43,master,yes
54,female,A,48,senior high,no
97,female,O,95,doctor,no
38,male,AB,68,doctor,no
27,female,O,90,junior high,yes
93,male,O,61,primary,no
48,male,A,88,master,yes
4,female,AB,59,senior high,no
6,female,O,85,primary,no
92,third,AB,70,primary,no
21,male,A,80,primary,no
61,male,AB,95,doctor,no
32,male,AB,94,master,no
81,third,A,91,junior high,no
22,female,A,98,senior high,no
83,male,A,40,junior high,no
65,male,A,49,doctor,no
32,female,AB,41,doctor,no
74,third,B,86,doctor,no
3,female,O,38,university,no
45,female,O,35,primary,no
46,male,A,91,doctor,yes
36,third,B,82,doctor,yes
31,female,AB,99,doctor,no
11,third,O,92,master,no
54,female,B,99,master,no
41,male,AB,65,junior high,no
50,third,B,71,primary,no
78,third,A,95,primary,no
78,female,A,51,junior high,no
27,female,O,44,doctor,yes
86,female,AB,65,junior high,no
30,female,A,87,master,yes
29,third,B,59,primary,no
3,third,AB,88,master,no
91,female,O,77,doctor,no
44,female,B,44,doctor,yes
59,male,O,70,university,no
32,female,B,48,junior high,no
44,third,A,98,master,no
53,female,B,37,master,no
58,male,B,69,doctor,no
82,male,O,97,doctor,no
33,third,B,51,university,no
67,third,B,55,university,no
60,male,A,44,primary,no
74,male,B,61,university,no
61,female,B,49,primary,no
12,third,O,44,primary,no
76,male,B,90,junior high,no
44,male,AB,70,university,no
70,male,B,36,primary,no
87,male,AB,79,master,no
1,third,B,57,master,no
6,male,B,43,primary,no
1,third,B,79,master,no
73,third,O,49,master,no
55,male,O,71,junior high,no
31,female,A,85,doctor,no
2,third,A,87,senior high,no
47,female,O,88,doctor,yes
72,third,O,43,primary,no
65,third,B,48,university,no
58,female,AB,56,senior high,no
3,male,AB,94,senior high,no
95,female,B,91,junior high,no
65,female,A,68,university,no
39,third,A,55,primary,no
45,third,B,47,master,no
28,female,B,70,senior high,yes
30,male,A,47,primary,no
16,third,A,38,master,no
65,third,O,57,senior high,no
20,male,AB,63,junior high,no
90,male,AB,93,master,no
83,third,AB,73,doctor,no
98,third,AB,75,senior high,no
44,female,AB,69,university,no
0,third,A,61,junior high,no
44,female,O,40,university,no
54,male,B,78,junior high,no
12,female,A,94,senior high,no
9,male,AB,84,senior high,no
97,third,A,95,university,no
82,male,O,77,doctor,no
60,male,O,79,junior high,no
31,male,A,87,primary,no
89,third,O,54,doctor,no
50,third,A,56,junior high,yes
88,male,O,79,primary,no
97,third,B,41,university,no
54,female,O,56,university,no
68,male,B,58,senior high,no
35,third,A,92,master,no
62,third,AB,39,primary,no
30,third,B,68,junior high,no
93,female,B,64,master,no
1,female,B,43,junior high,no
55,female,B,42,university,no
79,male,O,60,master,no
93,female,A,84,master,no
59,third,A,43,university,no
64,male,O,68,university,no
39,male,O,91,doctor,yes
96,female,A,80,university,no
18,third,B,87,university,no
74,male,AB,52,master,no
87,third,AB,43,primary,no
23,male,A,74,senior high,no
57,female,O,60,junior high,no
37,third,O,76,senior high,yes
93,third,AB,54,university,no
64,third,AB,54,university,no
17,third,AB,77,master,no
25,male,A,74,primary,no
74,third,B,57,senior high,no
19,male,B,51,doctor,no
59,female,O,80,university,no
70,female,B,88,master,no
27,female,B,39,university,yes
72,female,A,52,university,no
72,male,A,99,primary,no
51,male,O,52,university,no
46,female,B,97,junior high,no
12,male,B,99,senior high,no
45,female,O,94,senior high,no
74,female,O,52,master,no
46,male,B,64,junior high,no
85,male,O,75,doctor,no
38,male,AB,88,junior high,no
9,male,B,72,doctor,no
47,male,A,75,junior high,no
11,third,AB,51,doctor,no
71,female,AB,94,university,no
68,male,A,42,university,no
30,male,AB,72,doctor,no
37,third,AB,38,doctor,no
39,female,AB,47,doctor,no
61,male,O,86,master,no
50,female,A,63,junior high,no
4,female,O,54,university,no
74,third,B,88,senior high,no
60,third,AB,78,university,no
24,female,O,94,university,yes
54,third,B,55,primary,no
58,male,AB,66,university,no
59,male,O,42,doctor,no
82,male,O,98,primary,no
48,male,O,56,primary,yes
57,third,B,71,junior high,no
59,male,AB,97,primary,no
32,third,O,45,senior high,yes
5,female,O,76,senior high,no
4,male,O,64,junior high,no
84,female,A,66,university,no
51,third,AB,56,university,no
47,third,O,41,university,no
57,female,AB,62,doctor,no
74,female,B,66,primary,no
9,male,A,46,doctor,yes
46,female,AB,42,master,yes
32,male,B,76,doctor,no
77,third,O,45,doctor,no
82,female,A,63,junior high,no
64,female,B,46,doctor,no
5,female,O,98,master,no
36,female,AB,57,junior high,no
85,third,O,80,master,no
59,male,A,39,master,no
29,third,B,66,junior high,no
85,female,A,56,master,no
98,female,A,40,senior high,no
75,male,B,81,primary,no
45,female,B,71,senior high,no
56,female,A,61,master,no
94,male,A,56,university,no
80,male,B,72,doctor,no
23,female,A,95,doctor,yes
74,male,A,39,primary,no
59,male,A,59,junior high,no
98,female,A,52,university,no
62,female,A,76,primary,no
0,female,AB,74,junior high,no
68,female,O,79,junior high,no
29,male,A,53,master,yes
28,third,A,42,doctor,yes
57,female,A,69,junior high,no
89,male,A,37,junior high,no
55,male,B,76,senior high,no
47,male,O,77,master,yes
17,male,B,69,university,no
61,male,O,99,junior high,no
80,male,A,51,senior high,no
61,female,AB,57,primary,no
28,male,O,56,senior high,yes
1,male,O,80,master,no
45,female,B,94,primary,no
33,female,B,47,master,yes
33,male,O,93,junior high,yes
68,female,AB,88,master,no
39,third,AB,54,junior high,no
45,female,AB,73,master,no
4,female,O,66,doctor,no
98,female,AB,92,senior high,no
42,third,B,79,university,no
21,third,B,82,master,no
77,female,AB,87,junior high,no
60,third,AB,92,junior high,no
97,male,O,35,senior high,no
14,male,A,43,doctor,no
2,male,O,96,junior high,no
89,male,B,40,doctor,no
19,male,A,98,university,yes
87,female,AB,70,university,no
28,male,AB,89,junior high,no
5,third,B,69,doctor,no
48,third,B,51,junior high,no
63,third,AB,93,primary,no
55,female,A,72,university,no
21,third,B,81,master,no
11,female,B,49,junior high,no
5,male,A,94,master,no
63,male,O,63,senior high,no
41,female,O,65,university,no
58,female,AB,53,university,no
67,female,O,82,doctor,no
70,female,O,38,doctor,no
78,female,AB,89,university,no
18,third,B,42,senior high,no
70,third,A,76,university,no
18,third,A,92,doctor,no
75,third,B,83,senior high,no
47,female,O,64,primary,no
45,third,B,46,doctor,no
8,third,B,38,university,no
65,male,B,79,junior high,no
56,female,B,42,master,no
36,male,O,38,junior high,yes
12,female,AB,71,doctor,no
42,female,A,95,master,no
44,male,B,36,doctor,no
48,female,B,47,junior high,no
73,third,O,95,senior high,no
13,male,AB,37,doctor,no
24,male,B,41,master,no
50,female,A,73,university,no
68,male,O,55,primary,no
25,male,O,67,junior high,yes
80,male,B,39,primary,no
96,female,A,88,university,no
37,third,AB,89,university,yes
63,third,O,39,doctor,no
49,third,AB,90,junior high,no
99,female,O,99,university,no
93,third,O,79,master,no
89,third,O,96,junior high,no
74,male,O,85,doctor,no
20,female,B,35,junior high,no
83,female,AB,45,master,no
71,female,AB,61,doctor,no
79,male,O,80,senior high,no
19,male,B,44,primary,no
5,third,O,96,doctor,no
5,third,AB,40,university,no
78,female,O,45,master,no
56,female,A,95,primary,no
26,male,AB,86,junior high,no
89,third,AB,99,junior high,no
89,female,A,90,master,no
29,female,B,71,university,no
90,female,AB,38,master,no
48,male,B,68,master,no
90,male,AB,96,junior high,no
48,male,A,53,doctor,yes
86,male,O,49,primary,no
13,male,B,57,doctor,no
72,female,A,67,senior high,no
3,male,B,36,primary,no
91,third,B,45,doctor,no
51,female,A,99,university,no
42,third,B,67,doctor,yes
66,male,AB,60,primary,no
32,male,B,81,primary,no
94,male,AB,70,doctor,no
67,third,O,89,university,no
60,male,AB,93,doctor,no
88,female,A,66,master,no
29,female,O,38,senior high,yes
87,third,B,47,doctor,no
22,third,AB,84,primary,no
13,female,A,75,university,no
45,female,B,40,junior high,no
96,third,AB,55,university,no
80,female,B,46,primary,no
40,third,O,61,primary,yes
94,female,AB,36,senior high,no
91,third,A,77,university,no
39,female,B,61,primary,no
95,male,AB,96,primary,no
57,female,B,41,junior high,no
3,female,AB,37,senior high,no
54,male,AB,82,doctor,no
25,male,O,59,doctor,yes
47,male,A,54,doctor,no
22,third,B,35,senior high,no
85,third,AB,41,university,no
87,male,O,69,doctor,no
1,third,A,35,university,no
59,male,B,98,university,no
69,female,B,97,primary,no
22,third,A,64,junior high,no
71,third,B,53,primary,no
46,third,O,62,senior high,no
35,male,B,84,primary,no
20,female,B,45,junior high,no
78,third,A,50,master,no
80,female,AB,73,junior high,no
18,third,AB,76,junior high,no
59,third,B,63,primary,no
8,third,B,93,university,no
88,male,O,72,university,no
3,male,B,96,primary,no
2,female,A,70,primary,no
11,male,B,65,university,no
1,female,A,74,senior high,no
49,male,B,73,senior high,yes
86,male,O,60,doctor,no
93,male,O,82,junior high,no
3,male,A,40,junior high,no
22,third,AB,60,doctor,yes
13,female,A,52,junior high,no
16,male,AB,58,doctor,no
29,female,AB,93,doctor,no
44,third,B,57,junior high,no
19,third,B,96,senior high,no
59,female,AB,44,master,no
49,male,A,44,university,yes
91,female,A,59,master,no
8,third,A,39,university,no
71,female,O,66,junior high,no
90,female,A,58,master,no
8,male,AB,84,doctor,no
62,male,O,60,master,no
72,third,AB,73,primary,no
53,female,O,95,senior high,no
13,third,AB,79,university,no
27,male,A,76,junior high,no
11,third,B,79,master,no
23,third,O,41,doctor,yes
5,third,B,66,master,no
24,third,O,65,master,yes
14,male,B,46,senior high,no
42,male,A,57,university,no
85,male,A,46,senior high,no
37,female,O,48,master,yes
32,male,A,52,doctor,yes
74,third,B,87,primary,no
36,female,A,86,primary,no
97,male,O,96,university,no
1,male,A,62,junior high,no
86,third,O,59,senior high,no
37,female,O,79,university,yes
67,male,B,92,junior high,no
39,female,O,56,doctor,yes
31,female,O,98,master,yes
73,female,O,54,senior high,no
55,male,O,94,master,no
68,third,B,46,doctor,no
26,male,AB,57,senior high,no
49,female,B,75,university,no
31,male,A,45,university,no
97,third,A,40,master,no
48,male,A,65,master,no
94,third,O,38,junior high,no
54,male,O,57,university,no
3,third,AB,89,primary,no
48,female,O,57,junior high,no
7,female,O,68,university,no
41,third,A,91,doctor,no
29,third,O,97,university,yes
31,female,B,56,primary,no
87,male,O,97,junior high,no
77,male,AB,36,master,no
42,female,B,41,doctor,no
39,male,O,83,senior high,yes
38,third,O,46,master,yes
36,female,B,58,university,no
31,female,O,77,doctor,yes
9,female,B,78,senior high,no
64,female,O,41,primary,no
4,third,O,62,primary,no
90,female,A,79,doctor,no
62,female,A,37,junior high,no
67,third,AB,37,primary,no
16,female,B,68,university,no
32,male,O,91,university,yes
63,third,A,38,master,no
35,female,AB,94,master,yes
1,male,A,60,primary,no
5,female,B,88,primary,no
3,male,O,42,doctor,no
1,male,A,44,primary,no
73,third,B,90,doctor,no
61,third,B,67,university,no
88,male,A,71,senior high,no
36,male,A,41,primary,no
36,female,A,74,primary,no
37,female,AB,78,junior high,yes
69,female,B,84,university,no
95,male,O,93,primary,no
46,third,O,95,primary,no
63,third,O,76,primary,no
23,female,B,59,junior high,yes
46,male,AB,51,university,no
68,third,B,62,master,no
64,third,O,39,senior high,no
84,male,AB,50,doctor,no
67,male,B,40,junior high,no
27,female,AB,79,university,no
87,male,A,90,master,no
71,third,O,36,university,no
3,male,A,75,university,no
70,female,B,43,junior high,no
45,male,A,89,junior high,no
73,female,B,80,doctor,no
4,male,B,88,university,no
35,male,AB,77,master,no
5,female,A,56,primary,no
80,female,AB,84,primary,no
34,female,AB,76,master,yes
24,male,A,97,university,no
49,female,B,56,primary,no
53,third,A,75,junior high,no
65,third,A,95,junior high,no
56,male,B,68,senior high,no
23,third,B,85,university,no
94,male,O,94,primary,no
52,female,A,45,primary,no
32,third,A,89,university,no
37,male,B,51,primary,yes
58,female,O,55,primary,no
5,third,A,85,senior high,no
93,third,A,67,senior high,no
7,female,A,35,doctor,no
23,female,AB,85,university,no
85,male,B,65,junior high,no
50,male,A,82,master,no
56,third,A,54,doctor,no
