Age,Gender,Education,Choosed
3,female,doctor,no
21,male,primary,no
97,third,junior high,no
66,third,senior high,no
91,third,master,no
23,female,university,no
28,female,doctor,yes
89,female,junior high,no
39,third,doctor,yes
26,male,primary,no
0,third,master,no
19,male,doctor,no
29,female,primary,yes
96,female,junior high,no
19,third,master,no
43,male,university,no
85,male,doctor,no
21,female,university,no
74,male,junior high,no
68,male,junior high,no
36,male,university,no
32,female,senior high,no
6,female,university,no
16,third,senior high,no
76,female,master,no
31,male,doctor,yes
68,male,doctor,no
66,male,doctor,no
53,male,master,no
13,male,senior high,no
51,male,master,no
84,male,master,no
70,male,senior high,no
49,female,primary,no
47,third,doctor,yes
52,third,senior high,no
97,male,primary,no
24,male,master,yes
44,female,master,yes
22,female,doctor,no
46,male,primary,no
81,male,university,no
27,third,junior high,no
98,female,doctor,no
35,male,master,no
48,third,primary,no
80,third,junior high,no
99,male,primary,no
94,female,master,no
37,male,university,yes
23,male,master,no
90,male,doctor,no
26,male,university,no
65,female,senior high,no
41,third,junior high,no
95,third,doctor,no
22,male,doctor,yes
65,female,primary,no
62,female,university,no
86,female,primary,no
82,male,university,no
80,female,university,no
85,third,master,no
83,third,primary,no
53,female,master,no
71,female,primary,no
93,male,senior high,no
87,male,university,no
19,male,primary,no
46,male,university,no
3,female,junior high,no
25,female,master,yes
14,male,senior high,no
63,male,university,no
7,third,doctor,no
6,third,university,no
74,third,university,no
99,male,senior high,no
48,third,senior high,yes
97,female,primary,no
57,third,doctor,no
82,female,senior high,no
39,female,master,no
76,third,junior high,no
95,female,doctor,no
74,female,university,no
77,male,primary,no
25,third,doctor,no
17,third,senior high,no
59,male,junior high,no
86,male,junior high,no
21,female,junior high,no
31,female,senior high,no
81,female,university,no
26,third,junior high,no
40,third,senior high,yes
72,female,junior high,no
18,third,junior high,no
27,third,junior high,no
21,third,doctor,no
93,third,doctor,no
22,female,doctor,no
50,female,primary,yes
58,female,doctor,no
23,male,doctor,no
20,female,university,no
66,male,university,no
82,female,master,no
22,female,junior high,no
72,female,primary,no
80,male,university,no
1,male,doctor,no
98,male,senior high,no
30,third,doctor,yes
85,male,university,no
79,female,master,no
27,male,primary,no
20,third,junior high,no
95,third,senior high,no
55,third,doctor,no
74,female,master,no
75,female,junior high,no
70,male,university,no
0,female,university,no
23,male,university,no
95,third,university,no
40,female,senior high,no
31,third,primary,yes
88,third,doctor,no
1,male,primary,no
22,male,primary,no
82,third,doctor,no
14,third,primary,no
78,female,university,no
55,male,university,no
46,third,primary,no
21,male,junior high,no
66,male,master,no
73,male,doctor,no
59,female,senior high,no
50,third,senior high,no
95,male,senior high,no
1,male,master,no
50,male,junior high,no
63,male,primary,no
78,female,university,no
22,male,senior high,no
49,third,primary,no
17,third,master,no
1,third,doctor,no
44,female,primary,no
16,female,university,yes
23,female,university,yes
8,female,doctor,no
16,female,junior high,no
30,female,master,yes
82,female,senior high,no
2,third,doctor,no
91,female,master,no
47,male,university,no
94,third,junior high,no
3,third,junior high,no
92,third,junior high,no
7,third,junior high,no
63,male,doctor,no
73,third,primary,no
10,female,senior high,no
95,third,master,no
89,male,master,no
53,male,university,no
46,female,senior high,no
21,third,primary,no
0,third,master,no
21,third,doctor,no
1,male,master,no
65,male,master,no
89,male,university,no
5,female,primary,no
22,third,junior high,yes
58,female,master,no
4,female,junior high,no
98,female,doctor,no
12,female,junior high,no
45,third,primary,no
51,third,doctor,no
35,third,senior high,yes
40,third,university,yes
78,female,junior high,no
94,male,junior high,no
59,male,primary,no
3,female,senior high,no
31,male,senior high,no
6,female,university,no
55,male,junior high,no
52,third,senior high,no
98,female,senior high,no
45,third,university,no
0,female,primary,no
80,third,senior high,no
1,male,university,no
88,third,primary,no
3,female,university,no
28,male,senior high,yes
5,male,senior high,no
41,female,junior high,no
9,third,senior high,no
75,third,senior high,no
71,male,doctor,no
38,female,master,no
54,third,doctor,no
2,third,primary,no
0,third,junior high,no
61,female,junior high,no
41,female,primary,no
81,third,doctor,no
17,female,master,yes
77,third,primary,no
79,male,primary,no
64,female,senior high,no
30,third,university,yes
60,third,primary,no
55,male,doctor,no
9,male,primary,no
14,male,senior high,no
96,female,doctor,no
56,third,senior high,no
63,third,doctor,no
23,third,senior high,no
36,female,senior high,yes
0,third,master,no
18,male,junior high,no
9,male,university,no
82,third,primary,no
19,male,university,yes
79,female,university,no
72,female,master,no
21,third,master,yes
45,third,master,yes
43,male,doctor,no
73,male,master,no
66,third,senior high,no
85,female,university,no
9,female,primary,no
39,female,junior high,yes
15,male,senior high,no
65,third,junior high,no
74,third,senior high,no
86,female,university,no
37,third,primary,no
46,male,primary,no
17,female,junior high,no
14,third,doctor,no
7,male,senior high,no
81,male,junior high,no
65,male,primary,no
8,male,junior high,no
27,male,senior high,no
42,female,junior high,no
77,male,master,no
56,male,university,no
49,male,senior high,no
92,third,university,no
68,third,university,no
46,male,primary,no
15,third,primary,no
97,male,university,no
12,male,master,no
36,male,master,no
39,female,university,no
90,male,doctor,no
10,female,junior high,no
15,third,primary,no
27,third,university,no
94,third,senior high,no
10,male,doctor,yes
57,third,junior high,no
78,male,master,no
73,female,primary,no
89,female,junior high,no
80,female,university,no
70,female,doctor,no
11,female,primary,no
85,third,primary,no
77,third,doctor,no
62,female,primary,no
70,female,university,no
32,female,doctor,yes
6,female,university,no
54,third,junior high,no
89,male,primary,no
87,third,university,no
23,third,doctor,no
71,female,master,no
32,female,doctor,yes
80,female,university,no
93,female,doctor,no
26,female,primary,yes
55,third,university,no
53,male,primary,no
65,third,junior high,no
18,third,primary,no
89,third,master,no
2,female,junior high,no
26,third,university,no
67,female,primary,no
62,female,senior high,no
42,third,university,no
22,male,doctor,no
17,male,senior high,no
22,male,master,no
88,female,junior high,no
27,female,doctor,no
95,third,junior high,no
37,female,doctor,no
37,third,junior high,no
62,third,junior high,no
55,female,university,no
10,male,doctor,no
75,female,university,no
15,third,doctor,no
35,male,senior high,no
95,third,doctor,no
17,third,doctor,no
58,male,primary,no
8,third,senior high,no
92,female,senior high,no
16,third,doctor,no
6,male,university,no
61,female,master,no
80,female,primary,no
45,third,master,yes
66,third,junior high,no
79,female,senior high,no
45,female,senior high,no
58,third,senior high,no
20,male,master,no
0,female,master,no
78,male,senior high,no
41,third,junior high,no
45,third,university,no
29,male,senior high,yes
71,third,doctor,no
5,female,master,no
87,female,senior high,no
5,male,doctor,no
95,third,junior high,no
88,female,primary,no
25,third,junior high,no
39,male,senior high,no
95,male,senior high,no
78,third,master,no
88,third,university,no
51,third,senior high,no
66,female,university,no
78,male,primary,no
56,female,doctor,no
17,male,senior high,no
24,third,senior high,no
65,male,primary,no
69,third,senior high,no
50,male,senior high,no
15,female,master,no
68,third,master,no
1,male,master,no
80,female,junior high,no
12,third,doctor,no
84,third,university,no
66,male,university,no
40,female,senior high,no
66,third,junior high,no
66,third,doctor,no
70,female,senior high,no
6,female,junior high,no
42,third,junior high,no
31,female,primary,no
93,third,master,no
45,male,doctor,yes
87,female,doctor,no
98,female,master,no
12,male,junior high,no
58,third,university,no
39,third,senior high,no
36,male,senior high,yes
31,third,master,no
66,male,senior high,no
13,third,junior high,no
54,female,doctor,no
78,third,university,no
73,third,master,no
55,third,junior high,no
58,male,primary,no
31,third,university,no
24,third,senior high,yes
11,male,university,no
18,male,senior high,no
10,third,primary,no
38,female,primary,no
53,male,senior high,no
9,third,doctor,no
57,third,university,no
62,third,primary,no
85,female,doctor,no
42,male,senior high,yes
91,female,doctor,no
29,third,junior high,no
38,third,junior high,yes
54,female,primary,no
2,male,primary,no
85,female,doctor,no
60,male,junior high,no
3,third,primary,no
51,third,senior high,no
47,male,senior high,yes
69,female,junior high,no
92,female,university,no
70,female,junior high,no
51,male,junior high,no
39,female,master,no
49,male,primary,no
39,third,primary,no
88,third,senior high,no
0,male,primary,no
40,male,senior high,no
34,male,junior high,no
90,female,master,no
75,third,master,no
23,male,primary,no
39,third,senior high,no
72,male,university,no
15,male,senior high,no
36,female,master,no
31,male,senior high,yes
93,female,university,no
14,male,master,no
76,third,doctor,no
32,male,senior high,no
27,male,senior high,no
31,female,master,no
90,third,master,no
94,third,primary,no
64,female,university,no
39,male,master,yes
56,third,junior high,no
89,male,doctor,no
15,female,senior high,no
86,female,junior high,no
7,third,master,no
81,third,university,no
55,male,junior high,no
26,male,primary,no
79,female,master,no
35,third,doctor,no
41,male,primary,no
10,third,primary,no
92,third,university,no
19,third,doctor,no
22,third,doctor,yes
93,female,senior high,no
9,male,doctor,no
23,third,junior high,no
16,male,master,yes
61,female,primary,no
29,male,primary,yes
1,third,doctor,no
54,third,master,no
85,third,junior high,no
4,male,senior high,no
15,female,master,yes
52,third,junior high,no
65,female,university,no
58,male,junior high,no
18,third,university,yes
57,female,university,no
66,male,junior high,no
14,third,master,no
3,male,senior high,no
64,male,primary,no
56,third,master,no
99,third,master,no
14,third,university,no
26,third,primary,yes
30,third,junior high,no
35,male,primary,no
85,male,university,no
72,male,senior high,no
14,third,senior high,no
42,female,junior high,no
89,male,doctor,no
35,male,senior high,no
50,female,junior high,no
