Age,Gender,Occupations,Blood group,Height,Weight,Education,Revenue,Cosplay

	67,	male,	engineer,	AB,	165,	57,	senior high,	9500,	no

	58,	third,	salesman,	O,	146,	57,	master,	71,	yes

	56,	third,	singer,	A,	194,	64,	senior high,	21,	yes

	36,	female,	scientest,	B,	183,	80,	junior high,	79,	yes

	31,	third,	student,	B,	166,	43,	primary,	160,	no

	21,	third,	teacher,	O,	141,	86,	master,	8000,	yes

	94,	female,	teacher,	AB,	193,	66,	master,	520,	yes

	70,	female,	salesman,	O,	160,	52,	doctor,	970,	yes

	47,	third,	engineer,	O,	172,	36,	senior high,	32,	no

	87,	female,	engineer,	A,	195,	50,	junior high,	480,	no

	34,	female,	engineer,	AB,	160,	95,	senior high,	3200,	yes

	17,	female,	neet,	O,	144,	76,	senior high,	70,	no

	11,	male,	neet,	O,	152,	76,	primary,	23,	yes

	64,	third,	scientest,	AB,	154,	68,	junior high,	490,	no

	36,	female,	singer,	AB,	165,	84,	senior high,	51,	yes

	68,	female,	singer,	O,	187,	67,	senior high,	9500,	no

	78,	female,	chef,	B,	140,	67,	university,	26,	no

	58,	male,	student,	B,	148,	91,	master,	2000,	yes

	92,	male,	scientest,	A,	159,	62,	senior high,	6800,	no

	13,	third,	teacher,	O,	193,	41,	master,	2100,	no

	10,	female,	programmer,	B,	184,	86,	junior high,	390,	yes

	58,	female,	neet,	O,	168,	39,	university,	92,	no

	55,	male,	salesman,	A,	171,	40,	senior high,	9300,	no

	52,	male,	engineer,	O,	194,	86,	senior high,	2300,	no

	35,	female,	neet,	A,	181,	83,	junior high,	2800,	no

	83,	male,	salesman,	O,	164,	89,	primary,	7800,	no

	62,	third,	neet,	O,	188,	39,	junior high,	35,	no

	72,	third,	programmer,	B,	152,	75,	primary,	130,	no

	9,	female,	engineer,	A,	148,	50,	junior high,	6900,	no

	18,	male,	neet,	B,	168,	84,	university,	300,	yes

	5,	female,	salesman,	B,	178,	55,	primary,	360,	no

	56,	female,	engineer,	A,	154,	67,	master,	90,	yes

	55,	female,	chef,	B,	146,	61,	senior high,	33,	yes

	48,	male,	singer,	AB,	155,	61,	senior high,	6500,	yes

	41,	third,	neet,	AB,	195,	81,	senior high,	28,	yes

	87,	male,	student,	AB,	174,	62,	junior high,	900,	yes

	13,	third,	singer,	B,	153,	74,	university,	7600,	no

	64,	male,	programmer,	A,	157,	41,	senior high,	34,	no

	5,	male,	engineer,	O,	179,	38,	master,	6300,	no

	42,	male,	chef,	A,	190,	92,	university,	4400,	yes

	40,	female,	chef,	AB,	146,	96,	primary,	990,	yes

	94,	third,	engineer,	AB,	160,	70,	primary,	380,	yes

	8,	male,	neet,	O,	165,	88,	senior high,	19,	yes

	67,	third,	engineer,	O,	161,	96,	doctor,	2700,	no

	18,	female,	student,	O,	178,	85,	university,	900,	no

	18,	female,	neet,	B,	144,	96,	university,	410,	yes

	1,	female,	salesman,	O,	187,	81,	senior high,	27,	no

	63,	third,	singer,	O,	170,	41,	university,	930,	yes

	35,	third,	student,	O,	155,	87,	junior high,	5700,	no

	40,	female,	singer,	AB,	188,	74,	university,	4300,	no

	84,	male,	singer,	B,	182,	88,	doctor,	9800,	yes

	90,	third,	neet,	O,	140,	75,	primary,	380,	yes

	38,	female,	student,	A,	197,	44,	university,	560,	yes

	24,	male,	chef,	AB,	196,	54,	primary,	29,	yes

	83,	female,	teacher,	O,	166,	97,	master,	7400,	no

	59,	female,	neet,	O,	192,	52,	master,	5300,	yes

	12,	female,	scientest,	O,	151,	58,	junior high,	660,	yes

	56,	third,	programmer,	A,	184,	50,	junior high,	310,	yes

	8,	male,	salesman,	B,	172,	83,	university,	97,	no

	34,	female,	chef,	AB,	152,	94,	senior high,	46,	yes

	26,	male,	salesman,	A,	194,	73,	junior high,	2400,	yes

	33,	third,	scientest,	A,	174,	67,	master,	49,	yes

	77,	male,	engineer,	O,	163,	89,	primary,	16,	yes

	44,	female,	neet,	AB,	154,	89,	primary,	74,	no

	95,	female,	scientest,	O,	175,	82,	master,	25,	no

	91,	male,	programmer,	O,	146,	77,	primary,	3,	no

	59,	male,	engineer,	O,	193,	56,	doctor,	45,	yes

	66,	male,	teacher,	B,	179,	49,	master,	2300,	yes

	58,	third,	salesman,	B,	142,	72,	primary,	9000,	yes

	74,	female,	teacher,	AB,	155,	83,	primary,	320,	yes

	18,	male,	student,	AB,	195,	42,	doctor,	960,	no

	92,	female,	neet,	B,	177,	84,	master,	3800,	yes

	92,	female,	teacher,	O,	148,	35,	university,	7300,	yes

	75,	male,	neet,	A,	194,	37,	university,	7800,	no

	32,	female,	engineer,	B,	155,	89,	master,	5800,	no

	35,	female,	neet,	AB,	195,	37,	junior high,	3,	no

	85,	male,	singer,	O,	162,	52,	doctor,	55,	no

	10,	third,	scientest,	A,	155,	90,	primary,	67,	no

	79,	male,	student,	B,	164,	96,	doctor,	9300,	no

	27,	third,	singer,	A,	142,	83,	master,	650,	no

	64,	male,	engineer,	AB,	164,	82,	university,	320,	yes

	82,	male,	salesman,	B,	179,	39,	senior high,	3400,	yes

	24,	female,	neet,	AB,	189,	98,	junior high,	3000,	no

	61,	third,	singer,	AB,	190,	93,	university,	1100,	yes

	1,	male,	singer,	AB,	191,	70,	university,	7600,	yes

	74,	female,	chef,	O,	154,	48,	doctor,	990,	yes

	53,	female,	teacher,	A,	151,	51,	master,	1000,	no

	56,	female,	singer,	B,	198,	48,	doctor,	950,	no

	94,	female,	singer,	O,	157,	63,	university,	400,	no

	35,	male,	neet,	O,	141,	36,	university,	690,	yes

	71,	third,	teacher,	AB,	165,	76,	doctor,	9100,	yes

	21,	female,	chef,	AB,	142,	83,	master,	3,	yes

	60,	male,	scientest,	A,	190,	85,	master,	6200,	no

	3,	third,	teacher,	O,	175,	43,	master,	5800,	no

	76,	male,	singer,	O,	186,	57,	doctor,	830,	no

	76,	third,	programmer,	AB,	157,	73,	university,	5700,	yes

	44,	female,	neet,	O,	178,	66,	junior high,	190,	yes

	79,	third,	singer,	O,	170,	79,	primary,	480,	no

	2,	female,	neet,	B,	167,	45,	master,	5000,	no

	71,	male,	neet,	B,	192,	87,	university,	20,	yes

	34,	female,	singer,	O,	196,	59,	master,	560,	yes

	44,	third,	chef,	AB,	164,	97,	primary,	840,	no

	64,	male,	programmer,	AB,	185,	71,	senior high,	8500,	yes

	39,	female,	engineer,	A,	164,	84,	primary,	4700,	yes

	8,	female,	neet,	A,	189,	82,	university,	610,	yes

	95,	female,	programmer,	B,	160,	74,	master,	80,	yes

	29,	third,	salesman,	A,	192,	82,	primary,	8700,	yes

	9,	third,	scientest,	B,	146,	39,	junior high,	530,	no

	11,	third,	student,	AB,	151,	98,	primary,	1600,	no

	71,	female,	engineer,	AB,	156,	93,	master,	320,	no

	44,	female,	chef,	B,	199,	92,	primary,	540,	yes

	23,	female,	salesman,	B,	159,	55,	senior high,	1800,	yes

	89,	female,	programmer,	O,	178,	65,	university,	8400,	no

	49,	male,	programmer,	B,	141,	43,	junior high,	520,	no

	43,	male,	programmer,	B,	192,	89,	senior high,	260,	yes

	86,	third,	chef,	B,	154,	91,	master,	400,	no

	14,	third,	programmer,	A,	161,	69,	university,	180,	yes

	57,	male,	salesman,	AB,	140,	72,	doctor,	3000,	no

	25,	third,	singer,	A,	178,	64,	master,	34,	no

	14,	male,	salesman,	AB,	164,	71,	junior high,	5100,	yes

	13,	third,	teacher,	A,	149,	93,	junior high,	6800,	yes

	34,	female,	neet,	A,	161,	39,	university,	85,	yes

	37,	female,	neet,	AB,	151,	64,	university,	79,	no

	93,	third,	salesman,	AB,	180,	90,	junior high,	710,	no

	59,	male,	student,	O,	186,	47,	university,	760,	yes

	69,	male,	chef,	B,	165,	75,	junior high,	32,	yes

	2,	male,	student,	O,	157,	94,	primary,	810,	yes

	61,	male,	neet,	O,	160,	61,	university,	85,	no

	57,	male,	student,	B,	178,	55,	senior high,	33,	no

	27,	third,	scientest,	A,	187,	64,	doctor,	44,	yes

	64,	male,	student,	O,	198,	53,	junior high,	800,	yes

	83,	female,	scientest,	A,	180,	60,	primary,	4200,	yes

	57,	female,	engineer,	AB,	154,	95,	senior high,	17,	yes

	13,	third,	programmer,	AB,	159,	87,	doctor,	4,	no

	80,	female,	neet,	O,	175,	83,	primary,	71,	no

	64,	female,	singer,	O,	162,	99,	master,	74,	no

	31,	female,	scientest,	O,	167,	93,	university,	6800,	no

	78,	male,	engineer,	A,	199,	93,	senior high,	420,	no

	94,	male,	teacher,	O,	199,	99,	primary,	30,	no

	79,	female,	programmer,	O,	149,	82,	junior high,	9,	yes

	55,	third,	salesman,	O,	188,	37,	senior high,	710,	no

	45,	third,	singer,	A,	181,	59,	master,	370,	yes

	53,	female,	salesman,	O,	183,	44,	senior high,	78,	no

	39,	male,	programmer,	O,	180,	69,	primary,	680,	no

	12,	third,	engineer,	A,	197,	80,	senior high,	610,	no

	9,	male,	student,	AB,	159,	46,	junior high,	420,	yes

	8,	female,	neet,	AB,	158,	81,	university,	640,	no

	67,	female,	scientest,	AB,	193,	49,	master,	200,	no

	15,	female,	salesman,	AB,	148,	78,	master,	65,	no

	68,	female,	programmer,	O,	168,	71,	senior high,	350,	yes

	32,	female,	neet,	A,	181,	50,	master,	14,	yes

	12,	female,	salesman,	B,	142,	42,	junior high,	5400,	yes

	86,	third,	teacher,	O,	150,	39,	university,	4700,	no

	56,	male,	neet,	B,	177,	49,	university,	300,	yes

	39,	male,	student,	A,	158,	57,	university,	8600,	no

	99,	third,	singer,	AB,	188,	44,	senior high,	250,	yes

	60,	female,	salesman,	AB,	165,	47,	university,	6300,	no

	7,	male,	teacher,	A,	157,	84,	doctor,	740,	yes

	64,	third,	programmer,	O,	141,	75,	doctor,	490,	no

	35,	male,	scientest,	A,	188,	51,	junior high,	7900,	no

	71,	third,	scientest,	A,	171,	97,	university,	660,	no

	60,	male,	programmer,	O,	156,	76,	master,	320,	no

	1,	third,	student,	B,	152,	53,	senior high,	4100,	no

	49,	female,	engineer,	B,	179,	75,	primary,	3800,	yes

	44,	third,	chef,	B,	186,	40,	primary,	250,	yes

	8,	female,	singer,	B,	163,	46,	master,	66,	yes

	77,	third,	student,	O,	193,	53,	university,	83,	no

	76,	male,	salesman,	O,	197,	98,	master,	60,	yes

	12,	male,	neet,	A,	145,	94,	master,	440,	yes

	52,	male,	engineer,	A,	184,	85,	master,	880,	no

	30,	female,	salesman,	AB,	157,	83,	master,	14,	yes

	68,	third,	programmer,	A,	186,	89,	primary,	9300,	yes

	21,	male,	student,	O,	147,	47,	university,	34,	no

	10,	female,	teacher,	A,	173,	49,	master,	9800,	no

	8,	female,	teacher,	B,	142,	44,	primary,	2200,	yes

	25,	male,	student,	AB,	182,	44,	master,	4400,	no

	15,	third,	engineer,	B,	170,	62,	doctor,	5900,	yes

	86,	female,	singer,	A,	183,	70,	master,	60,	yes

	11,	female,	salesman,	A,	171,	80,	senior high,	9600,	yes

	47,	male,	singer,	B,	155,	78,	junior high,	8600,	yes
