Age,Gender,Occupations,Blood group,Weight,Education,Choosed
7,female,singer,O,75,junior high,no
44,third,scientest,AB,96,doctor,yes
58,female,singer,O,40,senior high,no
34,third,singer,A,51,junior high,no
36,female,engineer,B,71,doctor,yes
16,female,student,A,67,senior high,no
78,female,chef,B,60,master,no
77,male,teacher,O,72,master,no
76,third,scientest,B,59,primary,no
79,third,chef,O,67,junior high,no
6,female,neet,B,64,senior high,no
80,female,salesman,A,61,junior high,no
19,male,student,A,51,university,no
82,female,engineer,A,99,primary,no
7,female,programmer,B,60,junior high,no
5,third,salesman,B,42,doctor,no
62,third,teacher,B,54,master,no
79,female,salesman,O,85,junior high,no
45,third,singer,A,90,university,no
23,male,teacher,B,38,junior high,no
20,female,teacher,O,79,doctor,yes
95,male,student,B,44,master,no
78,female,scientest,AB,36,master,no
72,third,teacher,O,50,master,no
57,male,salesman,O,60,senior high,no
49,female,salesman,B,97,doctor,no
21,male,chef,O,55,primary,yes
49,female,student,A,73,senior high,no
24,male,salesman,AB,37,doctor,no
32,female,student,B,81,senior high,no
1,male,singer,A,45,senior high,no
26,male,scientest,AB,49,master,yes
10,third,teacher,AB,36,primary,no
13,third,scientest,O,39,primary,no
85,third,singer,AB,90,junior high,no
50,third,programmer,O,52,master,yes
5,third,neet,A,76,junior high,no
81,male,neet,AB,55,university,no
32,female,salesman,A,72,junior high,no
29,third,programmer,O,67,primary,yes
7,female,programmer,A,60,primary,no
79,male,singer,AB,45,primary,no
81,third,scientest,A,45,doctor,no
1,female,teacher,B,51,university,no
39,third,engineer,AB,56,senior high,no
28,female,salesman,B,66,master,no
82,third,programmer,B,63,doctor,no
51,third,singer,A,64,doctor,no
64,female,singer,O,93,doctor,no
2,third,singer,A,47,primary,no
7,male,programmer,AB,64,university,no
38,third,engineer,A,37,university,no
62,female,scientest,A,61,doctor,no
2,female,scientest,B,67,university,no
71,male,student,O,90,university,no
48,female,singer,B,90,senior high,no
81,third,teacher,A,37,junior high,no
13,female,teacher,AB,51,master,no
52,male,teacher,A,49,doctor,no
24,female,singer,O,91,doctor,yes
79,male,student,B,77,doctor,no
13,third,salesman,B,65,senior high,no
52,third,salesman,O,92,doctor,no
80,male,salesman,AB,93,primary,no
28,male,singer,A,41,senior high,no
89,third,singer,AB,53,junior high,no
88,female,teacher,A,86,senior high,no
20,third,chef,A,53,master,yes
35,female,teacher,B,93,doctor,no
92,female,student,B,51,primary,no
39,male,engineer,O,49,master,yes
1,female,teacher,O,35,university,no
11,female,engineer,O,97,senior high,no
63,female,scientest,O,55,doctor,no
26,third,singer,O,35,senior high,yes
87,third,programmer,B,36,doctor,no
86,male,student,A,83,junior high,no
67,male,engineer,A,50,doctor,no
93,female,neet,B,55,university,no
44,third,neet,O,75,junior high,no
51,male,scientest,AB,52,primary,no
68,female,teacher,B,35,university,no
79,female,singer,AB,90,master,no
73,female,neet,A,70,senior high,no
72,third,teacher,AB,70,university,no
64,male,teacher,B,97,university,no
90,third,scientest,A,48,primary,no
48,male,engineer,B,58,doctor,yes
6,female,chef,O,55,junior high,no
21,female,scientest,A,35,primary,no
15,male,engineer,A,39,master,no
17,female,neet,AB,53,university,no
89,male,salesman,AB,43,senior high,no
33,third,scientest,A,89,university,no
46,male,salesman,B,71,senior high,no
33,third,engineer,B,63,junior high,no
93,third,teacher,B,47,doctor,no
8,female,programmer,O,69,junior high,no
17,female,student,B,73,junior high,no
95,female,salesman,AB,89,university,no
92,male,student,A,63,senior high,no
75,third,scientest,B,35,senior high,no
65,male,singer,A,77,primary,no
42,male,neet,A,78,junior high,no
85,female,student,A,49,senior high,no
37,male,student,A,68,primary,no
71,female,singer,B,97,primary,no
87,male,singer,O,69,primary,no
80,male,chef,AB,91,university,no
19,male,teacher,O,46,doctor,yes
11,male,engineer,A,39,primary,yes
14,female,student,AB,39,primary,yes
77,female,programmer,A,98,master,no
44,third,neet,B,80,senior high,no
11,male,student,O,94,primary,no
60,third,chef,A,70,university,no
8,third,chef,A,75,junior high,no
94,female,singer,AB,49,university,no
39,female,salesman,AB,98,junior high,no
52,third,scientest,B,71,doctor,no
65,male,neet,O,65,university,no
6,male,programmer,AB,60,doctor,no
77,female,teacher,B,63,primary,no
22,third,engineer,B,51,primary,no
1,female,engineer,O,66,master,no
5,third,student,B,48,master,no
18,female,programmer,O,58,university,yes
98,male,programmer,A,37,university,no
86,female,singer,O,76,doctor,no
54,female,chef,AB,59,university,no
80,third,neet,AB,65,doctor,no
97,male,neet,O,35,senior high,no
13,male,scientest,A,63,university,no
51,third,singer,A,38,junior high,no
38,third,engineer,AB,78,senior high,no
46,male,scientest,O,40,junior high,no
43,female,salesman,AB,87,master,no
17,female,singer,AB,46,university,no
3,female,singer,B,64,university,no
83,male,salesman,O,37,primary,no
36,female,singer,B,91,senior high,no
51,female,scientest,A,90,junior high,no
10,third,programmer,AB,67,master,no
6,male,chef,O,45,master,no
37,female,salesman,B,45,master,no
58,male,teacher,O,67,master,no
41,male,salesman,A,81,junior high,no
90,male,engineer,O,72,primary,no
90,third,singer,B,74,master,no
0,third,neet,AB,68,master,no
9,female,student,AB,55,master,no
28,third,singer,B,52,doctor,no
8,third,singer,A,78,university,no
86,male,scientest,O,58,senior high,no
7,female,neet,A,88,junior high,no
20,female,chef,B,52,doctor,yes
72,third,singer,A,82,university,no
41,male,engineer,A,37,university,no
77,male,teacher,B,45,senior high,no
65,third,student,O,79,primary,no
45,male,chef,B,75,senior high,yes
83,third,neet,AB,89,primary,no
23,male,salesman,B,63,primary,no
10,female,neet,A,57,junior high,no
69,male,chef,B,63,university,no
53,male,teacher,A,90,senior high,no
74,male,neet,A,45,master,no
53,male,neet,A,50,master,no
87,third,singer,A,52,primary,no
18,female,salesman,O,50,doctor,yes
86,male,singer,O,55,junior high,no
63,third,chef,A,63,primary,no
15,female,singer,B,90,doctor,no
64,male,teacher,A,38,master,no
20,third,neet,AB,92,university,no
43,third,programmer,O,54,master,yes
24,male,chef,O,62,master,yes
85,third,scientest,O,38,senior high,no
37,male,salesman,O,67,university,yes
98,male,chef,B,46,junior high,no
56,male,salesman,B,72,junior high,no
11,male,student,B,40,university,yes
90,third,neet,O,46,primary,no
61,female,salesman,B,92,primary,no
50,third,programmer,O,63,senior high,no
4,female,neet,A,42,junior high,no
79,male,teacher,O,74,junior high,no
40,female,singer,AB,93,junior high,no
90,third,singer,B,43,senior high,no
5,male,singer,A,52,doctor,no
54,male,engineer,A,90,primary,no
95,male,salesman,A,95,senior high,no
7,female,student,A,67,senior high,no
71,third,programmer,O,56,junior high,no
24,female,singer,AB,54,junior high,no
47,female,singer,B,37,doctor,no
59,male,singer,O,57,junior high,no
16,third,student,B,69,junior high,no
26,female,chef,A,83,senior high,yes
47,female,singer,A,80,primary,no
57,female,neet,A,48,master,no
83,male,engineer,AB,89,junior high,no
82,female,engineer,B,92,senior high,no
53,male,singer,B,45,master,no
39,male,scientest,B,46,master,yes
45,female,singer,O,91,master,no
52,male,chef,B,95,junior high,no
67,female,scientest,B,55,master,no
14,female,neet,AB,54,senior high,no
2,male,student,A,36,master,no
85,male,scientest,B,84,university,no
53,third,salesman,A,52,primary,no
55,female,teacher,AB,69,doctor,no
13,female,neet,AB,50,university,no
48,male,engineer,A,48,university,no
36,third,teacher,O,89,doctor,yes
63,male,student,AB,44,doctor,no
69,male,teacher,AB,97,junior high,no
74,female,student,O,99,master,no
16,female,scientest,B,51,master,no
45,third,neet,O,63,doctor,no
38,third,salesman,A,57,doctor,no
93,third,salesman,A,38,senior high,no
60,third,salesman,O,63,primary,no
17,third,teacher,AB,99,primary,no
80,female,teacher,AB,99,primary,no
21,third,teacher,O,79,senior high,yes
98,third,scientest,B,83,master,no
51,male,scientest,O,64,university,no
62,female,neet,AB,48,university,no
13,female,teacher,O,92,senior high,no
10,third,teacher,O,78,university,no
80,female,chef,B,96,senior high,no
68,third,singer,O,84,doctor,no
22,male,engineer,O,81,doctor,yes
27,female,neet,A,53,primary,no
15,third,salesman,AB,39,senior high,no
72,female,singer,AB,83,primary,no
15,female,neet,A,73,senior high,no
83,male,teacher,B,85,doctor,no
93,female,chef,AB,59,senior high,no
74,male,scientest,B,36,master,no
78,third,neet,B,38,doctor,no
99,third,programmer,O,46,master,no
85,female,salesman,A,69,university,no
41,third,chef,O,72,senior high,yes
67,third,chef,O,90,junior high,no
8,male,chef,A,63,master,no
74,female,engineer,A,74,junior high,no
93,male,teacher,O,98,master,no
42,female,singer,B,36,senior high,no
69,third,chef,AB,77,doctor,no
42,third,neet,B,57,master,no
27,male,singer,O,75,junior high,yes
66,male,salesman,A,74,junior high,no
51,third,salesman,B,92,doctor,no
88,male,engineer,O,53,senior high,no
78,third,chef,B,88,doctor,no
94,third,chef,A,96,doctor,no
65,female,teacher,AB,92,junior high,no
38,third,teacher,A,59,primary,no
13,third,salesman,B,75,junior high,no
66,male,neet,A,42,university,no
56,male,engineer,A,80,primary,no
48,male,salesman,B,68,university,no
36,female,chef,A,78,primary,yes
27,third,scientest,A,79,doctor,yes
32,female,engineer,O,45,senior high,yes
27,third,scientest,O,52,master,yes
78,male,chef,O,44,master,no
91,male,neet,B,81,senior high,no
18,female,programmer,B,88,master,no
82,male,singer,AB,41,senior high,no
44,male,singer,B,69,university,no
4,male,chef,AB,47,master,no
22,third,neet,AB,35,doctor,no
41,male,neet,A,45,master,no
15,third,neet,A,44,university,no
72,third,salesman,O,52,primary,no
60,female,engineer,AB,71,university,no
8,male,engineer,B,53,university,no
37,third,scientest,B,72,junior high,no
53,third,programmer,O,95,university,no
93,third,programmer,O,50,primary,no
36,male,salesman,O,91,primary,yes
11,male,singer,AB,82,primary,no
56,female,neet,O,86,primary,no
84,male,scientest,AB,92,junior high,no
84,male,neet,O,89,senior high,no
4,female,engineer,B,58,primary,no
47,female,teacher,A,95,doctor,no
47,third,scientest,A,49,master,yes
98,third,teacher,B,48,doctor,no
15,female,salesman,A,96,senior high,no
36,female,student,A,84,senior high,no
65,male,student,AB,81,doctor,no
11,third,chef,AB,44,junior high,no
85,third,teacher,AB,77,senior high,no
44,third,student,AB,63,senior high,no
40,female,scientest,B,63,junior high,no
31,male,salesman,A,95,primary,no
25,female,teacher,B,51,university,no
80,male,teacher,B,75,primary,no
83,male,teacher,A,84,master,no
36,third,engineer,O,83,senior high,yes
1,male,student,AB,98,doctor,no
86,male,chef,B,36,master,no
40,female,neet,AB,93,university,no
1,third,student,AB,67,senior high,no
51,female,singer,A,55,master,no
20,female,programmer,A,48,primary,no
26,third,neet,AB,78,university,no
14,male,student,B,64,master,no
65,third,scientest,AB,68,master,no
87,third,chef,O,46,doctor,no
43,female,chef,A,60,primary,yes
8,male,salesman,B,63,junior high,no
54,female,programmer,AB,96,master,no
89,third,teacher,B,70,university,no
60,female,student,O,91,primary,no
48,female,programmer,AB,56,doctor,yes
94,third,chef,O,74,primary,no
15,third,engineer,B,77,primary,no
37,female,teacher,B,41,junior high,no
27,male,student,A,75,master,no
36,male,chef,AB,92,university,yes
97,male,scientest,A,42,master,no
87,female,engineer,B,71,doctor,no
39,female,chef,A,96,university,yes
97,third,programmer,AB,91,doctor,no
13,male,salesman,AB,87,senior high,no
50,male,teacher,A,56,master,no
90,male,scientest,AB,51,university,no
79,third,student,O,51,senior high,no
60,female,programmer,AB,60,primary,no
42,male,salesman,O,37,university,no
77,male,scientest,AB,41,senior high,no
31,male,teacher,AB,96,junior high,no
4,female,neet,B,57,primary,no
55,third,singer,O,39,master,no
81,third,salesman,O,72,university,no
47,male,engineer,AB,43,doctor,yes
11,male,programmer,AB,43,primary,yes
99,female,neet,AB,47,junior high,no
76,male,singer,A,75,master,no
22,third,programmer,AB,85,university,no
82,third,programmer,AB,38,senior high,no
77,female,student,A,48,junior high,no
92,third,neet,O,53,doctor,no
51,male,salesman,A,40,master,no
59,male,engineer,O,61,senior high,no
82,male,teacher,A,47,university,no
56,male,chef,B,99,primary,no
92,male,neet,AB,86,junior high,no
36,male,teacher,AB,48,junior high,no
39,male,salesman,A,42,junior high,no
91,female,engineer,O,79,senior high,no
56,male,singer,AB,50,junior high,no
81,female,chef,A,54,primary,no
32,male,engineer,AB,66,master,yes
88,female,programmer,O,62,junior high,no
52,male,teacher,A,36,primary,no
45,male,engineer,A,89,primary,no
95,third,singer,A,98,university,no
40,female,programmer,O,75,master,yes
25,female,chef,AB,75,doctor,yes
38,third,programmer,O,83,doctor,yes
15,female,singer,B,38,master,yes
55,male,singer,B,93,master,no
87,male,salesman,AB,74,junior high,no
55,male,chef,B,35,doctor,no
2,third,neet,AB,64,primary,no
62,female,scientest,A,85,junior high,no
13,male,student,O,41,doctor,no
51,male,singer,B,38,university,no
53,female,student,A,75,doctor,no
80,female,singer,AB,98,senior high,no
15,third,neet,B,62,university,no
93,third,engineer,B,47,master,no
58,third,engineer,A,64,junior high,no
64,female,singer,O,99,senior high,no
65,female,student,O,67,university,no
85,third,student,O,36,university,no
15,female,singer,A,52,doctor,no
65,third,singer,A,62,primary,no
61,male,neet,A,44,senior high,no
34,female,engineer,B,57,primary,no
66,female,scientest,AB,43,senior high,no
30,male,student,AB,43,primary,no
11,male,neet,O,37,master,yes
51,female,programmer,AB,75,doctor,no
96,female,singer,AB,37,university,no
41,female,scientest,A,51,primary,no
35,third,singer,B,35,senior high,no
82,female,teacher,O,36,primary,no
91,female,chef,AB,97,university,no
33,male,salesman,O,57,master,yes
94,male,student,A,64,senior high,no
1,third,student,B,76,junior high,no
74,male,engineer,B,62,senior high,no
25,third,engineer,AB,57,master,yes
29,male,scientest,B,94,senior high,no
65,female,programmer,A,54,university,no
56,third,programmer,O,64,primary,no
99,female,chef,A,56,doctor,no
94,female,engineer,A,73,primary,no
80,third,scientest,AB,61,junior high,no
81,male,engineer,B,80,junior high,no
27,third,programmer,B,86,university,no
90,male,chef,A,47,university,no
56,male,programmer,AB,47,junior high,no
33,female,chef,AB,60,master,yes
95,third,student,AB,53,university,no
5,male,salesman,A,58,junior high,no
13,female,scientest,A,97,master,no
51,male,salesman,B,98,master,no
42,male,engineer,B,94,junior high,no
72,female,programmer,O,39,senior high,no
1,female,scientest,B,87,senior high,no
93,male,student,A,80,doctor,no
41,third,neet,A,86,master,no
79,female,neet,B,38,university,no
5,male,teacher,AB,91,junior high,no
8,male,programmer,O,91,doctor,no
6,female,teacher,B,44,senior high,no
59,third,singer,B,56,primary,no
19,female,singer,B,60,university,no
6,male,singer,B,86,junior high,no
32,male,student,O,88,junior high,yes
48,third,neet,A,68,university,no
17,third,scientest,A,41,doctor,no
82,third,scientest,AB,82,university,no
25,third,chef,O,73,doctor,yes
81,male,neet,B,83,senior high,no
3,male,chef,O,90,primary,no
51,third,neet,AB,35,university,no
38,third,engineer,O,78,junior high,yes
44,male,chef,O,69,university,yes
4,third,singer,B,75,junior high,no
56,third,programmer,O,38,primary,no
33,third,programmer,A,60,primary,no
44,third,chef,O,44,university,yes
18,third,chef,O,39,junior high,yes
50,third,scientest,AB,80,junior high,no
63,third,salesman,O,92,master,no
74,female,engineer,A,83,primary,no
79,third,scientest,A,74,master,no
64,male,neet,B,61,junior high,no
36,male,teacher,B,85,senior high,no
48,female,scientest,AB,88,primary,no
49,female,singer,O,52,junior high,no
16,female,neet,AB,88,university,no
18,male,singer,AB,63,senior high,no
16,female,singer,AB,38,senior high,yes
66,female,teacher,AB,53,senior high,no
20,female,scientest,B,92,senior high,no
87,female,chef,AB,41,master,no
40,third,engineer,A,47,master,yes
46,third,singer,O,58,junior high,no
4,third,teacher,B,87,senior high,no
15,third,chef,AB,78,university,no
88,female,teacher,O,37,junior high,no
97,female,student,O,55,primary,no
47,male,engineer,A,70,senior high,no
13,male,chef,A,43,doctor,no
73,third,salesman,AB,46,master,no
51,female,teacher,B,54,junior high,no
80,male,teacher,AB,76,university,no
80,female,singer,A,63,primary,no
47,male,chef,A,80,doctor,yes
74,male,scientest,B,45,master,no
55,female,singer,O,99,primary,no
90,male,scientest,AB,95,university,no
64,third,programmer,AB,80,primary,no
11,third,chef,AB,83,senior high,no
63,male,singer,A,40,master,no
13,third,chef,AB,35,master,no
73,male,scientest,B,88,master,no
68,third,neet,B,78,university,no
12,third,engineer,A,51,junior high,no
92,female,chef,A,63,doctor,no
18,third,singer,B,58,master,no
7,male,student,AB,38,junior high,no
51,female,scientest,AB,56,junior high,no
85,female,scientest,AB,87,primary,no
56,male,chef,AB,97,junior high,no
50,male,engineer,A,74,master,yes
95,male,engineer,A,46,senior high,no
77,female,salesman,A,35,university,no
87,third,chef,AB,52,senior high,no
55,male,teacher,AB,65,senior high,no
83,female,neet,A,35,junior high,no
8,female,scientest,A,42,junior high,no
59,female,neet,A,85,primary,no
84,third,student,B,74,senior high,no
17,female,programmer,AB,79,master,no
50,third,salesman,AB,43,junior high,no
14,third,scientest,AB,91,primary,no
98,female,singer,O,58,master,no
24,male,neet,B,73,university,no
61,female,student,A,68,doctor,no
2,male,student,B,71,university,no
36,male,teacher,AB,62,doctor,no
18,female,engineer,AB,51,junior high,no
44,third,neet,O,52,junior high,no
21,female,singer,A,38,senior high,no
13,male,salesman,O,42,junior high,no
42,female,neet,A,50,primary,no
28,male,scientest,A,62,master,yes
55,female,teacher,O,88,doctor,no
77,third,singer,A,72,university,no
16,female,teacher,AB,93,primary,no
1,third,student,A,53,master,no
68,female,salesman,O,73,junior high,no
4,male,scientest,B,68,master,no
40,male,chef,B,68,university,yes
24,male,teacher,AB,82,senior high,no
86,third,teacher,A,66,master,no
29,third,salesman,AB,41,master,no
45,third,singer,AB,71,university,no
91,male,salesman,AB,41,senior high,no
71,third,teacher,A,71,senior high,no
84,male,salesman,AB,89,junior high,no
23,male,neet,B,64,master,no
0,male,programmer,O,92,junior high,no
28,third,programmer,AB,94,primary,no
49,male,student,A,53,junior high,no
83,third,singer,AB,51,primary,no
34,female,programmer,AB,85,primary,no
85,male,programmer,A,95,senior high,no
48,male,salesman,AB,67,primary,no
55,male,engineer,O,79,master,no
19,male,engineer,B,84,master,no
63,third,neet,AB,88,primary,no
43,male,chef,AB,39,senior high,yes
43,third,student,AB,54,primary,no
4,female,programmer,B,43,junior high,no
56,male,scientest,O,51,primary,no
11,male,student,A,80,university,no
78,female,engineer,A,40,senior high,no
16,male,neet,AB,63,senior high,no
3,male,salesman,B,59,senior high,no
42,female,engineer,B,77,university,no
72,female,teacher,A,61,university,no
88,male,salesman,O,65,primary,no
68,third,programmer,O,68,junior high,no
91,third,teacher,O,59,junior high,no
7,male,programmer,O,55,junior high,no
29,third,scientest,AB,55,junior high,no
95,third,singer,AB,73,master,no
53,male,scientest,O,47,junior high,no
25,third,programmer,AB,94,primary,no
80,female,singer,AB,85,primary,no
41,female,singer,A,81,junior high,no
99,third,singer,A,37,junior high,no
25,male,student,AB,88,senior high,no
31,female,scientest,O,38,junior high,yes
33,third,programmer,B,51,primary,no
50,female,chef,AB,60,doctor,yes
3,third,engineer,B,57,junior high,no
53,female,student,AB,35,junior high,no
91,male,singer,O,91,university,no
71,female,scientest,A,94,university,no
82,third,engineer,O,83,master,no
37,female,singer,O,60,senior high,yes
2,male,singer,O,35,doctor,no
35,female,teacher,AB,92,master,no
71,third,engineer,B,91,senior high,no
96,male,engineer,A,63,master,no
53,male,student,A,53,senior high,no
43,third,student,O,70,primary,no
51,female,engineer,O,85,university,no
47,third,chef,O,40,junior high,yes
91,female,student,A,84,junior high,no
86,male,singer,A,97,primary,no
15,female,engineer,A,98,senior high,no
68,third,student,O,50,primary,no
70,third,programmer,A,51,university,no
76,third,chef,B,42,senior high,no
36,female,programmer,B,77,university,no
39,third,salesman,AB,59,primary,no
47,male,student,O,65,junior high,no
89,third,singer,A,98,master,no
66,third,engineer,A,86,doctor,no
7,third,singer,B,38,university,no
0,third,neet,B,40,university,no
81,male,scientest,A,54,primary,no
47,female,salesman,O,75,primary,no
94,male,programmer,O,48,doctor,no
71,female,student,A,97,university,no
65,female,student,B,41,master,no
26,third,teacher,B,38,doctor,no
68,male,engineer,A,78,senior high,no
85,female,chef,AB,36,university,no
56,third,neet,A,73,senior high,no
33,male,scientest,A,91,university,no
53,male,scientest,AB,77,university,no
31,third,programmer,O,74,senior high,yes
30,male,engineer,AB,40,primary,no
58,female,student,AB,76,junior high,no
64,third,student,A,38,junior high,no
17,third,scientest,A,95,primary,no
87,third,scientest,O,95,university,no
60,female,salesman,AB,99,senior high,no
54,male,scientest,A,77,senior high,no
95,third,teacher,A,54,senior high,no
96,male,chef,A,52,senior high,no
56,male,singer,B,63,primary,no
71,third,engineer,AB,76,master,no
41,female,scientest,O,72,junior high,no
14,female,programmer,AB,98,doctor,no
14,female,neet,B,56,master,no
46,male,neet,O,44,primary,no
5,male,neet,AB,50,master,no
85,third,scientest,B,70,primary,no
46,male,teacher,A,70,master,no
82,third,singer,AB,74,university,no
17,third,salesman,B,92,university,no
9,female,teacher,AB,81,primary,no
35,third,scientest,A,92,junior high,no
68,female,neet,O,99,junior high,no
44,third,student,AB,74,master,no
88,male,programmer,A,52,university,no
10,female,scientest,AB,43,doctor,yes
44,male,singer,O,65,primary,no
59,third,student,O,78,primary,no
95,third,teacher,B,96,doctor,no
72,male,scientest,B,72,master,no
24,third,neet,A,67,university,no
50,third,engineer,O,95,senior high,no
10,third,engineer,A,62,senior high,no
32,female,programmer,A,35,senior high,no
22,female,programmer,A,64,master,yes
58,male,chef,O,35,primary,no
70,male,salesman,AB,39,university,no
27,female,chef,AB,67,junior high,yes
52,third,student,A,86,junior high,no
13,female,neet,AB,83,junior high,no
55,male,neet,A,47,master,no
70,third,singer,AB,41,junior high,no
55,third,programmer,AB,98,junior high,no
83,third,neet,O,55,primary,no
65,male,neet,B,54,master,no
56,third,salesman,AB,77,senior high,no
28,third,neet,A,37,university,no
78,female,scientest,A,98,primary,no
10,male,engineer,AB,57,junior high,no
88,female,teacher,AB,85,master,no
15,third,scientest,B,84,senior high,no
97,male,student,AB,50,junior high,no
69,male,scientest,O,40,university,no
49,male,chef,AB,51,senior high,yes
63,male,scientest,O,49,senior high,no
42,male,chef,A,88,doctor,yes
78,male,singer,A,75,doctor,no
8,female,singer,O,55,doctor,no
22,third,student,B,69,master,no
48,male,salesman,O,51,university,no
43,third,programmer,A,49,master,yes
25,third,student,O,52,senior high,yes
39,male,neet,B,42,doctor,no
61,female,singer,O,46,junior high,no
30,third,chef,B,59,doctor,yes
33,female,teacher,O,97,master,yes
76,third,programmer,AB,77,master,no
9,third,engineer,B,94,university,no
64,female,neet,O,66,doctor,no
52,female,singer,O,95,primary,no
76,third,salesman,O,63,senior high,no
27,male,singer,O,97,primary,yes
80,female,teacher,A,59,doctor,no
54,male,chef,A,35,junior high,no
99,third,scientest,A,81,junior high,no
12,male,scientest,A,37,junior high,yes
70,male,programmer,A,90,doctor,no
26,third,chef,AB,72,junior high,yes
70,male,salesman,AB,44,junior high,no
79,third,student,B,40,senior high,no
66,female,salesman,AB,94,doctor,no
78,male,scientest,A,71,senior high,no
18,male,singer,O,87,primary,yes
98,third,programmer,B,90,primary,no
16,third,engineer,O,48,doctor,yes
48,male,student,B,81,doctor,no
28,female,scientest,O,35,master,yes
86,female,chef,A,74,primary,no
8,male,neet,AB,84,university,no
9,female,chef,AB,66,junior high,no
11,female,salesman,A,86,master,no
25,female,neet,B,80,senior high,no
53,third,student,B,38,master,no
18,female,chef,O,53,doctor,yes
3,third,teacher,B,83,primary,no
75,third,programmer,O,68,senior high,no
21,female,singer,O,99,master,yes
51,female,singer,A,58,primary,no
33,female,chef,AB,52,master,yes
11,female,scientest,O,69,master,no
29,third,engineer,O,96,university,yes
83,third,salesman,B,89,primary,no
81,female,student,A,51,junior high,no
25,female,engineer,AB,99,primary,no
75,female,chef,A,76,primary,no
82,female,engineer,A,68,senior high,no
75,third,programmer,AB,51,senior high,no
80,male,programmer,B,79,senior high,no
98,female,teacher,B,38,senior high,no
54,female,chef,AB,52,master,no
63,male,neet,O,41,university,no
69,third,student,AB,55,senior high,no
19,male,scientest,A,82,master,no
68,female,teacher,A,72,university,no
25,female,chef,A,41,university,yes
82,female,student,O,85,primary,no
62,third,chef,O,49,doctor,no
89,male,salesman,A,45,university,no
71,male,singer,A,59,senior high,no
36,female,teacher,AB,76,junior high,no
59,third,salesman,AB,36,junior high,no
31,third,salesman,B,36,senior high,no
91,third,scientest,AB,38,doctor,no
0,male,neet,O,44,senior high,no
15,female,engineer,A,79,university,no
96,female,scientest,AB,48,university,no
81,female,engineer,B,41,university,no
13,third,salesman,O,49,junior high,no
42,male,singer,O,45,university,no
51,male,singer,A,68,junior high,no
65,male,chef,A,57,primary,no
76,third,engineer,O,96,master,no
90,male,singer,B,76,junior high,no
61,male,programmer,AB,73,junior high,no
66,male,salesman,A,62,primary,no
49,female,engineer,B,91,doctor,yes
18,male,scientest,O,87,university,yes
43,third,singer,B,87,doctor,no
32,male,singer,AB,61,university,no
54,female,singer,O,60,university,no
38,third,programmer,A,42,junior high,no
3,male,engineer,O,44,primary,no
73,female,neet,O,90,primary,no
75,male,singer,O,93,university,no
86,third,singer,A,45,primary,no
15,male,teacher,AB,69,junior high,no
15,third,programmer,O,69,doctor,no
73,third,salesman,O,76,doctor,no
35,third,programmer,AB,44,primary,no
35,female,engineer,B,43,master,yes
50,third,teacher,B,85,junior high,no
53,male,singer,B,78,senior high,no
67,female,singer,A,39,junior high,no
10,third,scientest,A,40,primary,no
98,female,engineer,B,37,master,no
99,female,chef,A,85,doctor,no
87,female,programmer,A,98,junior high,no
86,male,engineer,A,35,primary,no
10,male,student,A,73,primary,no
27,male,chef,AB,96,junior high,yes
21,third,engineer,O,78,master,yes
48,third,scientest,A,40,senior high,no
47,female,teacher,B,80,primary,no
74,female,salesman,B,43,doctor,no
76,male,chef,A,93,primary,no
92,male,neet,O,44,primary,no
54,female,scientest,A,56,junior high,no
83,male,singer,A,80,master,no
45,male,teacher,O,50,primary,no
12,third,teacher,B,64,primary,no
43,female,scientest,AB,62,master,yes
5,male,chef,AB,94,senior high,no
63,female,neet,AB,58,junior high,no
27,female,salesman,AB,98,doctor,no
41,third,chef,B,42,primary,yes
33,third,student,AB,85,senior high,no
47,third,programmer,O,84,university,no
70,male,teacher,A,46,primary,no
5,male,programmer,AB,88,primary,no
74,female,neet,AB,65,university,no
53,third,engineer,B,93,primary,no
70,third,chef,A,47,senior high,no
95,male,student,AB,64,junior high,no
36,male,teacher,B,67,primary,no
72,third,singer,A,46,university,no
34,male,salesman,AB,77,master,no
30,third,salesman,O,76,junior high,yes
56,third,chef,A,67,university,no
83,female,salesman,A,60,senior high,no
87,female,chef,B,97,university,no
47,female,singer,AB,57,doctor,no
75,third,engineer,A,55,primary,no
87,third,chef,A,95,master,no
13,male,programmer,AB,90,senior high,no
6,female,singer,B,66,senior high,no
5,third,teacher,AB,62,university,no
7,third,programmer,O,44,junior high,no
50,female,chef,AB,47,university,yes
39,female,neet,O,42,senior high,yes
99,male,neet,AB,46,master,no
88,third,salesman,O,90,primary,no
41,female,student,B,89,senior high,no
79,third,teacher,A,92,doctor,no
12,third,scientest,B,95,doctor,no
71,male,neet,AB,84,master,no
12,female,salesman,B,94,senior high,no
64,third,programmer,AB,53,master,no
60,female,singer,A,92,university,no
27,female,salesman,O,46,senior high,yes
57,female,singer,A,45,primary,no
25,female,engineer,AB,42,master,yes
54,male,neet,A,80,senior high,no
39,third,chef,O,81,master,yes
99,male,teacher,AB,93,senior high,no
0,female,chef,A,52,master,no
83,third,salesman,A,80,senior high,no
54,third,engineer,O,53,junior high,no
32,female,chef,A,90,junior high,yes
2,male,scientest,AB,79,university,no
50,third,teacher,O,51,junior high,no
47,third,scientest,A,88,junior high,no
78,third,scientest,B,73,junior high,no
14,third,engineer,A,81,university,no
47,female,chef,B,92,primary,yes
