Age,Gender,Occupations,Blood group,Height,Weight,Education,Choosed
97,third,student,A,199,95,university,no
82,male,neet,O,188,77,doctor,no
60,male,engineer,O,196,79,junior high,no
31,male,salesman,A,141,87,primary,no
89,third,teacher,O,198,54,doctor,no
50,third,chef,A,194,56,junior high,yes
88,male,engineer,O,186,79,primary,no
97,third,engineer,B,199,41,university,no
54,female,scientest,O,160,56,university,no
68,male,programmer,B,196,58,senior high,no
35,third,salesman,A,184,92,master,no
62,third,salesman,AB,156,39,primary,no
30,third,engineer,B,150,68,junior high,no
93,female,student,B,180,64,master,no
1,female,student,B,143,43,junior high,no
55,female,singer,B,159,42,university,no
79,male,scientest,O,191,60,master,no
93,female,singer,A,165,84,master,no
59,third,chef,A,166,43,university,no
64,male,teacher,O,188,68,university,no
39,male,singer,O,180,91,doctor,yes
96,female,neet,A,147,80,university,no
18,third,scientest,B,197,87,university,no
74,male,scientest,AB,172,52,master,no
87,third,salesman,AB,182,43,primary,no
23,male,engineer,A,145,74,senior high,no
57,female,neet,O,192,60,junior high,no
37,third,student,O,165,76,senior high,yes
93,third,singer,AB,158,54,university,no
64,third,neet,AB,177,54,university,no
17,third,neet,AB,191,77,master,no
25,male,singer,A,171,74,primary,no
74,third,chef,B,152,57,senior high,no
19,male,singer,B,175,51,doctor,no
59,female,teacher,O,180,80,university,no
70,female,singer,B,180,88,master,no
27,female,chef,B,171,39,university,yes
72,female,scientest,A,182,52,university,no
72,male,singer,A,143,99,primary,no
51,male,engineer,O,174,52,university,no
46,female,student,B,164,97,junior high,no
12,male,salesman,B,179,99,senior high,no
45,female,engineer,O,187,94,senior high,no
74,female,salesman,O,140,52,master,no
46,male,neet,B,194,64,junior high,no
85,male,scientest,O,175,75,doctor,no
38,male,teacher,AB,182,88,junior high,no
9,male,engineer,B,198,72,doctor,no
47,male,teacher,A,176,75,junior high,no
11,third,student,AB,168,51,doctor,no
71,female,chef,AB,162,94,university,no
68,male,chef,A,188,42,university,no
30,male,salesman,AB,160,72,doctor,no
37,third,salesman,AB,199,38,doctor,no
39,female,neet,AB,160,47,doctor,no
61,male,engineer,O,153,86,master,no
50,female,singer,A,164,63,junior high,no
4,female,teacher,O,183,54,university,no
74,third,chef,B,192,88,senior high,no
60,third,neet,AB,161,78,university,no
24,female,salesman,O,181,94,university,yes
54,third,scientest,B,192,55,primary,no
58,male,salesman,AB,182,66,university,no
59,male,singer,O,142,42,doctor,no
82,male,scientest,O,192,98,primary,no
48,male,chef,O,150,56,primary,yes
57,third,chef,B,199,71,junior high,no
59,male,teacher,AB,173,97,primary,no
32,third,scientest,O,185,45,senior high,yes
5,female,scientest,O,179,76,senior high,no
4,male,singer,O,146,64,junior high,no
84,female,teacher,A,146,66,university,no
51,third,singer,AB,144,56,university,no
47,third,scientest,O,194,41,university,no
57,female,student,AB,198,62,doctor,no
74,female,programmer,B,151,66,primary,no
9,male,teacher,A,165,46,doctor,yes
46,female,programmer,AB,176,42,master,yes
32,male,singer,B,164,76,doctor,no
77,third,scientest,O,185,45,doctor,no
82,female,programmer,A,198,63,junior high,no
64,female,programmer,B,147,46,doctor,no
5,female,scientest,O,195,98,master,no
36,female,salesman,AB,194,57,junior high,no
85,third,programmer,O,193,80,master,no
59,male,singer,A,164,39,master,no
29,third,student,B,148,66,junior high,no
85,female,scientest,A,164,56,master,no
98,female,teacher,A,181,40,senior high,no
75,male,chef,B,160,81,primary,no
45,female,teacher,B,152,71,senior high,no
56,female,student,A,147,61,master,no
94,male,singer,A,158,56,university,no
80,male,engineer,B,153,72,doctor,no
23,female,chef,A,193,95,doctor,yes
74,male,programmer,A,164,39,primary,no
59,male,teacher,A,183,59,junior high,no
98,female,chef,A,144,52,university,no
62,female,engineer,A,167,76,primary,no
0,female,scientest,AB,175,74,junior high,no
68,female,salesman,O,184,79,junior high,no
29,male,engineer,A,157,53,master,yes
28,third,scientest,A,153,42,doctor,yes
57,female,programmer,A,145,69,junior high,no
89,male,chef,A,193,37,junior high,no
55,male,scientest,B,147,76,senior high,no
47,male,scientest,O,182,77,master,yes
17,male,programmer,B,150,69,university,no
61,male,student,O,188,99,junior high,no
80,male,scientest,A,178,51,senior high,no
61,female,student,AB,195,57,primary,no
28,male,teacher,O,172,56,senior high,yes
1,male,singer,O,171,80,master,no
45,female,engineer,B,176,94,primary,no
33,female,chef,B,166,47,master,yes
33,male,scientest,O,158,93,junior high,yes
68,female,engineer,AB,140,88,master,no
39,third,student,AB,190,54,junior high,no
45,female,singer,AB,147,73,master,no
4,female,singer,O,181,66,doctor,no
98,female,engineer,AB,153,92,senior high,no
42,third,neet,B,177,79,university,no
21,third,engineer,B,142,82,master,no
77,female,engineer,AB,148,87,junior high,no
60,third,salesman,AB,148,92,junior high,no
97,male,programmer,O,176,35,senior high,no
14,male,scientest,A,180,43,doctor,no
2,male,student,O,140,96,junior high,no
89,male,salesman,B,183,40,doctor,no
19,male,chef,A,191,98,university,yes
87,female,programmer,AB,153,70,university,no
28,male,singer,AB,195,89,junior high,no
5,third,singer,B,173,69,doctor,no
48,third,singer,B,183,51,junior high,no
63,third,student,AB,179,93,primary,no
55,female,chef,A,163,72,university,no
21,third,programmer,B,163,81,master,no
11,female,teacher,B,185,49,junior high,no
5,male,salesman,A,168,94,master,no
63,male,chef,O,147,63,senior high,no
41,female,student,O,181,65,university,no
58,female,salesman,AB,150,53,university,no
67,female,singer,O,148,82,doctor,no
70,female,engineer,O,166,38,doctor,no
78,female,student,AB,166,89,university,no
18,third,neet,B,199,42,senior high,no
70,third,scientest,A,189,76,university,no
18,third,neet,A,195,92,doctor,no
75,third,programmer,B,176,83,senior high,no
47,female,student,O,188,64,primary,no
45,third,singer,B,162,46,doctor,no
8,third,chef,B,144,38,university,no
65,male,engineer,B,140,79,junior high,no
56,female,teacher,B,180,42,master,no
36,male,teacher,O,148,38,junior high,yes
12,female,student,AB,168,71,doctor,no
42,female,neet,A,181,95,master,no
44,male,singer,B,167,36,doctor,no
48,female,salesman,B,156,47,junior high,no
73,third,teacher,O,182,95,senior high,no
13,male,engineer,AB,174,37,doctor,no
24,male,teacher,B,169,41,master,no
50,female,engineer,A,140,73,university,no
68,male,student,O,143,55,primary,no
25,male,neet,O,177,67,junior high,yes
80,male,student,B,186,39,primary,no
96,female,student,A,147,88,university,no
37,third,chef,AB,141,89,university,yes
63,third,teacher,O,171,39,doctor,no
49,third,engineer,AB,161,90,junior high,no
99,female,programmer,O,144,99,university,no
93,third,programmer,O,142,79,master,no
89,third,teacher,O,146,96,junior high,no
74,male,teacher,O,182,85,doctor,no
20,female,engineer,B,184,35,junior high,no
83,female,teacher,AB,163,45,master,no
71,female,neet,AB,171,61,doctor,no
79,male,teacher,O,182,80,senior high,no
19,male,singer,B,160,44,primary,no
5,third,programmer,O,170,96,doctor,no
5,third,neet,AB,199,40,university,no
78,female,engineer,O,173,45,master,no
56,female,salesman,A,196,95,primary,no
26,male,salesman,AB,188,86,junior high,no
89,third,scientest,AB,150,99,junior high,no
89,female,chef,A,176,90,master,no
29,female,salesman,B,162,71,university,no
90,female,chef,AB,178,38,master,no
48,male,teacher,B,187,68,master,no
90,male,teacher,AB,151,96,junior high,no
48,male,programmer,A,143,53,doctor,yes
86,male,student,O,180,49,primary,no
13,male,teacher,B,188,57,doctor,no
72,female,singer,A,145,67,senior high,no
3,male,engineer,B,155,36,primary,no
91,third,student,B,180,45,doctor,no
51,female,singer,A,192,99,university,no
42,third,chef,B,176,67,doctor,yes
66,male,programmer,AB,142,60,primary,no
32,male,teacher,B,150,81,primary,no
94,male,chef,AB,186,70,doctor,no
67,third,scientest,O,149,89,university,no
60,male,engineer,AB,160,93,doctor,no
88,female,engineer,A,141,66,master,no
29,female,chef,O,158,38,senior high,yes
87,third,scientest,B,191,47,doctor,no
22,third,teacher,AB,175,84,primary,no
13,female,teacher,A,173,75,university,no
45,female,student,B,144,40,junior high,no
96,third,student,AB,149,55,university,no
80,female,chef,B,156,46,primary,no
40,third,student,O,199,61,primary,yes
94,female,singer,AB,169,36,senior high,no
91,third,singer,A,170,77,university,no
39,female,teacher,B,143,61,primary,no
95,male,salesman,AB,191,96,primary,no
57,female,singer,B,186,41,junior high,no
3,female,salesman,AB,167,37,senior high,no
54,male,neet,AB,191,82,doctor,no
25,male,programmer,O,141,59,doctor,yes
47,male,singer,A,189,54,doctor,no
22,third,scientest,B,186,35,senior high,no
85,third,neet,AB,146,41,university,no
87,male,programmer,O,184,69,doctor,no
1,third,teacher,A,198,35,university,no
59,male,teacher,B,163,98,university,no
69,female,singer,B,161,97,primary,no
22,third,singer,A,151,64,junior high,no
71,third,scientest,B,160,53,primary,no
46,third,engineer,O,188,62,senior high,no
35,male,salesman,B,191,84,primary,no
20,female,singer,B,150,45,junior high,no
78,third,teacher,A,170,50,master,no
80,female,engineer,AB,142,73,junior high,no
18,third,salesman,AB,180,76,junior high,no
59,third,scientest,B,150,63,primary,no
8,third,scientest,B,153,93,university,no
88,male,neet,O,178,72,university,no
3,male,engineer,B,194,96,primary,no
2,female,teacher,A,165,70,primary,no
11,male,student,B,148,65,university,no
1,female,singer,A,159,74,senior high,no
49,male,chef,B,171,73,senior high,yes
86,male,teacher,O,165,60,doctor,no
93,male,neet,O,142,82,junior high,no
3,male,singer,A,164,40,junior high,no
22,third,engineer,AB,180,60,doctor,yes
13,female,singer,A,189,52,junior high,no
16,male,salesman,AB,156,58,doctor,no
29,female,teacher,AB,186,93,doctor,no
44,third,teacher,B,161,57,junior high,no
19,third,student,B,145,96,senior high,no
59,female,chef,AB,179,44,master,no
49,male,chef,A,141,44,university,yes
91,female,chef,A,169,59,master,no
8,third,engineer,A,141,39,university,no
71,female,engineer,O,181,66,junior high,no
90,female,neet,A,145,58,master,no
8,male,neet,AB,151,84,doctor,no
62,male,teacher,O,191,60,master,no
72,third,scientest,AB,158,73,primary,no
53,female,singer,O,143,95,senior high,no
13,third,programmer,AB,152,79,university,no
27,male,neet,A,185,76,junior high,no
11,third,student,B,181,79,master,no
23,third,salesman,O,179,41,doctor,yes
5,third,teacher,B,186,66,master,no
24,third,programmer,O,177,65,master,yes
14,male,neet,B,197,46,senior high,no
42,male,scientest,A,150,57,university,no
85,male,salesman,A,175,46,senior high,no
37,female,neet,O,155,48,master,yes
32,male,scientest,A,148,52,doctor,yes
74,third,scientest,B,140,87,primary,no
36,female,scientest,A,170,86,primary,no
97,male,student,O,180,96,university,no
1,male,singer,A,143,62,junior high,no
86,third,salesman,O,181,59,senior high,no
37,female,programmer,O,161,79,university,yes
67,male,engineer,B,180,92,junior high,no
39,female,chef,O,169,56,doctor,yes
31,female,student,O,197,98,master,yes
73,female,scientest,O,192,54,senior high,no
55,male,neet,O,159,94,master,no
68,third,scientest,B,185,46,doctor,no
26,male,neet,AB,158,57,senior high,no
49,female,singer,B,175,75,university,no
31,male,salesman,A,186,45,university,no
97,third,teacher,A,197,40,master,no
48,male,singer,A,184,65,master,no
94,third,neet,O,149,38,junior high,no
54,male,scientest,O,183,57,university,no
3,third,teacher,AB,187,89,primary,no
48,female,engineer,O,179,57,junior high,no
7,female,teacher,O,173,68,university,no
41,third,student,A,197,91,doctor,no
29,third,salesman,O,198,97,university,yes
31,female,student,B,182,56,primary,no
87,male,scientest,O,170,97,junior high,no
77,male,student,AB,151,36,master,no
42,female,salesman,B,195,41,doctor,no
39,male,scientest,O,173,83,senior high,yes
38,third,programmer,O,147,46,master,yes
36,female,engineer,B,197,58,university,no
31,female,engineer,O,190,77,doctor,yes
9,female,neet,B,160,78,senior high,no
64,female,salesman,O,193,41,primary,no
4,third,programmer,O,170,62,primary,no
90,female,scientest,A,157,79,doctor,no
62,female,programmer,A,148,37,junior high,no
67,third,neet,AB,177,37,primary,no
16,female,teacher,B,149,68,university,no
32,male,neet,O,150,91,university,yes
63,third,teacher,A,146,38,master,no
35,female,engineer,AB,158,94,master,yes
1,male,neet,A,177,60,primary,no
5,female,salesman,B,146,88,primary,no
3,male,teacher,O,197,42,doctor,no
1,male,teacher,A,184,44,primary,no
73,third,teacher,B,179,90,doctor,no
61,third,engineer,B,160,67,university,no
88,male,singer,A,196,71,senior high,no
36,male,student,A,165,41,primary,no
36,female,singer,A,175,74,primary,no
37,female,chef,AB,155,78,junior high,yes
69,female,teacher,B,141,84,university,no
95,male,engineer,O,192,93,primary,no
46,third,programmer,O,186,95,primary,no
63,third,teacher,O,161,76,primary,no
23,female,chef,B,157,59,junior high,yes
46,male,neet,AB,153,51,university,no
68,third,student,B,151,62,master,no
64,third,neet,O,172,39,senior high,no
84,male,engineer,AB,140,50,doctor,no
67,male,programmer,B,198,40,junior high,no
27,female,teacher,AB,144,79,university,no
87,male,programmer,A,193,90,master,no
71,third,singer,O,156,36,university,no
3,male,scientest,A,183,75,university,no
70,female,singer,B,158,43,junior high,no
45,male,singer,A,174,89,junior high,no
73,female,chef,B,188,80,doctor,no
4,male,scientest,B,170,88,university,no
35,male,neet,AB,163,77,master,no
5,female,neet,A,185,56,primary,no
80,female,neet,AB,176,84,primary,no
34,female,chef,AB,194,76,master,yes
24,male,teacher,A,147,97,university,no
49,female,salesman,B,145,56,primary,no
53,third,programmer,A,140,75,junior high,no
65,third,teacher,A,178,95,junior high,no
56,male,neet,B,179,68,senior high,no
23,third,neet,B,187,85,university,no
94,male,engineer,O,171,94,primary,no
52,female,student,A,152,45,primary,no
32,third,teacher,A,199,89,university,no
37,male,chef,B,197,51,primary,yes
58,female,neet,O,197,55,primary,no
5,third,chef,A,160,85,senior high,no
93,third,student,A,168,67,senior high,no
7,female,programmer,A,157,35,doctor,no
23,female,neet,AB,151,85,university,no
85,male,student,B,152,65,junior high,no
50,male,singer,A,185,82,master,no
56,third,neet,A,162,54,doctor,no
60,female,salesman,O,194,73,junior high,no
83,female,neet,A,163,57,master,no
72,female,neet,O,159,47,senior high,no
78,third,scientest,A,188,66,doctor,no
37,male,singer,O,155,89,university,yes
8,male,salesman,B,196,78,master,no
45,third,programmer,AB,180,35,university,no
22,female,engineer,A,195,79,junior high,no
95,female,neet,O,189,37,primary,no
8,female,singer,AB,157,86,senior high,no
50,female,chef,AB,163,70,master,yes
55,female,programmer,AB,191,98,doctor,no
15,female,programmer,B,157,54,senior high,no
71,female,salesman,A,143,64,primary,no
47,female,scientest,AB,161,63,doctor,yes
21,third,student,O,152,86,junior high,yes
87,female,salesman,O,177,84,master,no
94,third,salesman,AB,171,75,master,no
51,female,teacher,A,196,55,university,no
73,third,engineer,AB,161,39,doctor,no
22,third,scientest,AB,165,87,primary,no
84,male,scientest,O,185,49,master,no
56,female,engineer,AB,197,82,master,no
0,female,neet,B,193,96,university,no
64,third,salesman,B,173,42,primary,no
46,female,neet,A,187,43,junior high,no
78,female,salesman,B,195,72,university,no
62,third,singer,O,164,73,senior high,no
57,third,scientest,A,164,35,university,no
43,female,chef,O,171,79,junior high,yes
86,female,chef,B,153,96,university,no
7,male,chef,O,162,72,master,no
87,male,teacher,A,164,88,primary,no
67,female,programmer,A,174,63,junior high,no
43,third,student,O,149,85,doctor,no
31,female,singer,O,155,93,university,yes
7,female,programmer,O,142,63,master,no
49,male,student,A,167,81,master,no
90,male,scientest,A,158,43,junior high,no
41,female,engineer,AB,199,92,senior high,no
32,third,salesman,O,199,73,university,yes
35,male,neet,O,172,65,doctor,yes
27,female,programmer,B,166,78,university,no
65,third,chef,O,192,44,junior high,no
21,male,neet,AB,156,37,primary,no
40,female,singer,O,185,78,university,yes
33,third,student,AB,145,49,junior high,no
0,female,scientest,O,142,95,senior high,no
68,male,engineer,AB,166,86,master,no
54,third,chef,O,168,78,doctor,no
80,third,engineer,B,140,55,master,no
40,third,singer,AB,182,82,junior high,no
4,third,neet,O,150,37,primary,no
7,female,teacher,O,159,61,master,no
33,female,salesman,AB,150,59,junior high,no
47,female,chef,AB,166,94,senior high,yes
61,third,student,B,167,57,senior high,no
46,third,singer,O,163,50,senior high,no
63,third,programmer,AB,197,46,master,no
96,female,singer,B,178,35,junior high,no
45,third,scientest,A,151,45,university,no
65,female,singer,A,196,97,master,no
91,female,chef,B,166,65,senior high,no
1,third,neet,A,177,68,junior high,no
32,third,teacher,AB,168,98,senior high,no
69,third,salesman,AB,150,91,senior high,no
13,female,scientest,O,196,69,primary,no
94,third,neet,O,174,82,university,no
44,male,engineer,B,153,43,junior high,no
67,male,teacher,B,197,56,senior high,no
23,male,chef,O,192,69,doctor,yes
12,third,student,B,177,37,doctor,no
94,female,teacher,O,194,98,junior high,no
24,third,neet,O,178,72,junior high,yes
57,female,student,AB,177,78,university,no
78,female,scientest,B,170,49,junior high,no
27,third,engineer,B,188,91,doctor,yes
27,third,engineer,O,183,79,senior high,yes
50,third,programmer,AB,178,57,master,yes
72,female,teacher,AB,171,82,senior high,no
76,female,programmer,A,144,91,primary,no
5,third,chef,A,145,40,junior high,no
74,third,teacher,O,166,93,primary,no
85,third,teacher,A,196,57,master,no
88,male,neet,O,167,62,master,no
41,male,teacher,A,175,60,primary,no
1,third,salesman,O,184,54,master,no
52,female,chef,O,171,57,senior high,no
47,male,neet,B,144,67,university,no
15,third,engineer,B,182,38,senior high,no
37,female,salesman,AB,170,61,junior high,no
16,third,scientest,A,142,82,senior high,no
24,female,student,A,171,40,senior high,no
29,female,student,A,153,85,junior high,no
18,third,neet,AB,158,66,doctor,no
96,male,singer,AB,156,99,master,no
50,female,student,A,150,83,junior high,no
60,male,singer,A,141,56,master,no
33,male,teacher,AB,187,44,primary,no
88,third,singer,AB,152,38,doctor,no
33,female,singer,O,146,96,primary,yes
7,female,engineer,AB,172,59,doctor,no
11,male,student,B,170,85,university,no
70,female,scientest,O,182,39,primary,no
60,third,student,B,172,66,master,no
16,male,teacher,B,176,89,doctor,no
95,female,student,A,179,82,university,no
35,female,chef,B,195,41,master,yes
60,third,chef,O,154,65,senior high,no
28,male,scientest,B,155,82,master,yes
90,male,neet,AB,193,39,senior high,no
34,third,programmer,B,191,77,master,yes
37,male,programmer,AB,178,70,doctor,yes
95,male,neet,O,182,91,doctor,no
3,third,neet,B,145,65,junior high,no
78,female,singer,AB,177,46,university,no
20,male,chef,O,185,51,senior high,yes
19,female,student,AB,146,53,doctor,no
1,male,scientest,O,184,59,doctor,no
41,male,teacher,A,169,99,junior high,no
22,third,scientest,B,192,84,university,no
9,third,singer,AB,193,45,university,no
31,male,neet,B,173,43,senior high,no
72,third,student,O,177,55,university,no
5,female,scientest,O,141,72,junior high,no
93,female,engineer,AB,174,55,university,no
30,female,teacher,O,178,81,primary,yes
14,third,scientest,AB,157,60,senior high,no
53,third,chef,O,174,96,doctor,no
73,male,student,A,196,39,doctor,no
75,male,neet,A,146,80,junior high,no
97,male,salesman,B,161,80,doctor,no
24,female,neet,AB,154,40,master,no
50,female,engineer,B,155,44,senior high,no
56,third,chef,A,147,75,university,no
52,male,neet,A,185,75,junior high,no
93,female,chef,AB,181,60,university,no
89,third,neet,O,167,98,senior high,no
70,male,engineer,B,154,78,senior high,no
14,female,engineer,B,184,78,junior high,no
30,third,teacher,O,149,97,primary,yes
65,male,neet,A,195,63,doctor,no
79,female,chef,O,147,51,doctor,no
29,third,programmer,A,184,80,university,no
67,third,singer,B,149,45,primary,no
48,male,chef,B,150,92,doctor,yes
50,third,student,B,150,72,senior high,no
58,male,neet,O,161,49,junior high,no
64,third,singer,AB,167,87,primary,no
10,female,teacher,A,199,93,master,no
98,third,student,AB,190,82,university,no
85,third,teacher,B,160,51,master,no
82,male,chef,A,193,95,junior high,no
46,male,neet,O,164,47,senior high,no
78,male,salesman,O,168,66,university,no
72,male,engineer,O,150,50,junior high,no
61,third,student,O,143,61,junior high,no
8,female,engineer,O,152,43,master,no
21,third,student,AB,185,40,university,no
84,third,engineer,A,189,96,master,no
82,male,neet,A,190,36,university,no
95,male,salesman,AB,178,53,master,no
92,third,teacher,A,197,73,university,no
18,female,student,AB,147,91,primary,no
26,female,scientest,O,167,95,primary,yes
0,third,neet,B,169,85,primary,no
32,third,scientest,A,190,72,doctor,yes
48,male,neet,B,153,95,master,no
84,female,singer,B,164,58,junior high,no
46,female,teacher,B,175,50,master,no
21,male,student,B,150,77,primary,no
93,male,chef,O,156,62,doctor,no
98,third,salesman,O,171,40,senior high,no
20,third,programmer,AB,168,46,master,no
76,female,scientest,A,170,82,junior high,no
11,male,teacher,B,197,80,primary,no
17,male,student,A,171,79,primary,no
78,female,teacher,B,198,79,junior high,no
36,female,scientest,B,143,51,primary,no
15,third,student,O,142,62,junior high,no
34,female,teacher,A,170,77,senior high,no
76,female,neet,A,152,50,university,no
32,male,chef,O,154,37,junior high,yes
36,female,neet,O,152,78,doctor,yes
0,third,engineer,O,164,65,primary,no
20,male,singer,O,170,62,junior high,yes
62,third,neet,A,162,43,university,no
25,female,engineer,A,176,70,junior high,no
15,male,student,O,187,47,doctor,no
52,third,teacher,B,182,77,master,no
96,female,programmer,B,183,65,senior high,no
84,male,scientest,O,194,70,master,no
34,male,neet,O,199,85,primary,yes
97,third,engineer,AB,181,79,primary,no
91,male,neet,O,187,92,university,no
45,male,student,B,143,85,senior high,no
82,male,neet,A,195,54,primary,no
13,female,programmer,AB,197,68,university,no
16,male,programmer,A,157,98,primary,no
51,male,teacher,O,164,76,doctor,no
59,third,singer,B,174,75,junior high,no
1,male,teacher,AB,170,55,senior high,no
50,third,scientest,A,177,81,doctor,yes
28,male,salesman,AB,158,46,senior high,no
63,female,singer,AB,189,40,primary,no
6,third,chef,A,189,68,primary,no
15,male,scientest,O,190,88,junior high,no
20,female,salesman,A,180,99,university,no
16,third,programmer,A,155,89,senior high,no
33,male,engineer,A,153,48,junior high,no
37,third,engineer,AB,165,60,doctor,yes
73,female,programmer,AB,163,80,junior high,no
96,third,singer,B,153,43,primary,no
65,third,student,O,166,72,university,no
21,male,neet,A,174,89,doctor,no
74,female,teacher,A,173,93,master,no
78,third,scientest,B,184,78,university,no
29,third,engineer,AB,158,65,primary,no
82,male,teacher,B,186,95,master,no
60,female,student,AB,143,39,primary,no
13,third,chef,O,184,42,junior high,no
93,third,engineer,AB,172,82,university,no
88,third,teacher,O,183,54,senior high,no
78,male,salesman,AB,167,69,junior high,no
17,third,student,AB,176,51,doctor,no
82,female,chef,B,163,37,junior high,no
99,third,teacher,O,181,36,junior high,no
48,male,chef,O,166,70,primary,yes
98,male,scientest,A,164,85,junior high,no
67,third,neet,O,153,90,senior high,no
12,male,engineer,B,160,80,junior high,no
23,female,singer,O,166,67,master,yes
58,male,singer,O,147,85,university,no
60,female,student,A,194,83,doctor,no
24,female,engineer,O,194,94,junior high,yes
93,female,singer,B,185,79,primary,no
11,female,scientest,B,156,49,junior high,no
34,male,engineer,A,198,58,university,no
6,female,student,O,171,62,junior high,no
58,female,salesman,B,197,63,junior high,no
24,female,neet,O,142,41,senior high,yes
94,female,programmer,AB,172,44,doctor,no
19,third,singer,A,153,51,doctor,no
48,male,programmer,A,147,92,master,yes
84,third,teacher,AB,197,67,senior high,no
67,third,engineer,A,190,49,junior high,no
1,third,engineer,AB,172,91,doctor,no
65,male,salesman,O,191,48,primary,no
76,female,singer,AB,188,43,doctor,no
40,female,singer,B,148,74,doctor,no
51,male,salesman,B,169,73,junior high,no
2,female,neet,AB,192,69,primary,no
45,third,programmer,B,195,65,senior high,no
10,male,chef,O,156,49,master,yes
3,third,singer,B,150,96,primary,no
87,third,scientest,A,176,37,junior high,no
32,male,teacher,O,192,45,senior high,yes
97,third,neet,A,164,99,primary,no
22,third,programmer,O,149,99,senior high,yes
40,female,salesman,AB,195,44,junior high,no
16,female,teacher,AB,173,89,primary,no
11,male,scientest,AB,194,65,doctor,no
65,third,student,O,192,81,primary,no
12,female,salesman,O,182,41,master,yes
64,third,programmer,B,164,93,primary,no
28,male,student,B,188,95,university,no
34,female,chef,B,144,63,junior high,yes
30,male,chef,O,154,85,junior high,yes
74,male,neet,A,190,95,university,no
96,male,salesman,A,145,64,senior high,no
31,female,programmer,B,169,68,university,no
30,third,engineer,A,193,38,university,no
70,female,chef,O,160,69,primary,no
69,third,neet,AB,140,41,senior high,no
5,male,programmer,O,153,81,doctor,no
11,female,engineer,A,193,73,junior high,no
80,male,chef,O,146,90,junior high,no
31,female,teacher,A,143,66,primary,no
4,male,engineer,O,164,35,primary,no
64,female,programmer,A,142,82,junior high,no
3,female,chef,O,190,51,master,no
97,female,chef,A,143,70,primary,no
92,female,student,O,173,74,doctor,no
72,female,engineer,B,152,92,senior high,no
59,male,chef,A,173,81,junior high,no
81,third,teacher,AB,147,93,university,no
60,third,chef,B,198,95,primary,no
43,female,chef,AB,171,76,doctor,yes
46,female,chef,B,188,96,junior high,yes
31,third,scientest,O,178,93,primary,yes
25,female,salesman,B,184,68,primary,no
40,male,salesman,O,151,63,junior high,yes
18,third,singer,A,194,67,university,no
93,male,salesman,A,170,94,master,no
87,third,programmer,O,166,70,master,no
12,third,scientest,B,183,60,junior high,no
36,female,chef,A,149,66,doctor,yes
87,male,programmer,AB,156,61,university,no
64,third,engineer,B,140,36,university,no
40,female,programmer,AB,164,72,master,yes
53,male,chef,B,174,87,university,no
8,male,student,A,158,57,master,no
71,male,singer,O,185,70,master,no
51,male,chef,O,155,72,primary,no
73,third,teacher,AB,190,84,master,no
33,female,chef,O,163,38,master,yes
4,female,singer,B,186,75,doctor,no
60,female,chef,O,194,87,university,no
27,female,salesman,O,189,82,primary,yes
53,third,scientest,A,181,75,master,no
74,female,engineer,AB,168,45,senior high,no
61,third,salesman,AB,158,98,university,no
20,female,scientest,O,176,84,university,yes
22,female,salesman,AB,143,92,master,no
52,female,scientest,A,193,90,senior high,no
20,third,teacher,B,171,35,university,no
22,third,salesman,B,169,46,doctor,no
77,male,programmer,A,159,66,doctor,no
28,male,student,O,168,45,master,yes
74,male,engineer,AB,162,68,doctor,no
6,male,student,A,184,95,university,no
14,male,chef,B,189,76,doctor,no
99,female,student,A,156,59,primary,no
4,third,programmer,B,140,44,senior high,no
3,third,singer,AB,170,93,senior high,no
31,female,programmer,O,179,97,doctor,yes
79,female,engineer,A,178,35,primary,no
41,female,scientest,O,192,83,senior high,no
35,third,scientest,O,144,73,master,yes
49,male,neet,AB,179,83,university,no
39,third,salesman,A,190,92,senior high,no
36,third,student,AB,155,95,senior high,no
56,third,salesman,A,140,56,doctor,no
12,male,engineer,O,141,53,doctor,no
46,third,engineer,O,151,92,senior high,no
41,female,neet,A,147,90,primary,no
85,third,chef,A,181,94,doctor,no
99,male,salesman,O,191,68,doctor,no
62,third,chef,O,195,52,university,no
84,third,chef,AB,168,88,junior high,no
88,male,singer,O,144,94,doctor,no
33,male,student,AB,142,74,junior high,no
8,third,scientest,B,185,99,primary,no
88,third,student,O,167,43,junior high,no
16,female,student,B,195,71,senior high,no
17,third,salesman,AB,185,62,junior high,no
82,male,student,A,170,77,junior high,no
64,female,neet,B,179,67,junior high,no
15,female,salesman,B,154,43,junior high,yes
86,third,student,AB,182,98,junior high,no
13,male,teacher,B,196,66,senior high,no
82,third,programmer,AB,150,35,master,no
75,male,singer,AB,177,84,university,no
94,male,chef,A,168,88,doctor,no
79,female,scientest,AB,165,65,master,no
5,third,programmer,B,142,99,university,no
5,male,engineer,AB,150,84,junior high,no
93,male,singer,AB,152,62,university,no
85,male,scientest,A,145,71,university,no
59,third,engineer,B,195,84,primary,no
52,male,programmer,AB,187,52,junior high,no
16,third,engineer,A,199,87,university,no
15,third,chef,AB,188,69,university,no
83,female,chef,A,153,80,university,no
5,female,teacher,B,198,90,university,no
56,male,engineer,B,147,89,master,no
88,third,neet,O,181,58,university,no
44,male,singer,O,191,71,primary,no
63,third,salesman,A,165,94,doctor,no
59,female,teacher,AB,142,48,primary,no
26,third,scientest,B,174,72,primary,no
36,female,singer,O,193,80,doctor,yes
