Age,Gender,Occupations,Blood group,Education,Choosed
90,male,scientest,AB,university,no
79,third,student,O,senior high,no
60,female,programmer,AB,primary,no
42,male,salesman,O,university,no
77,male,scientest,AB,senior high,no
31,male,teacher,AB,junior high,no
4,female,neet,B,primary,no
55,third,singer,O,master,no
81,third,salesman,O,university,no
47,male,engineer,AB,doctor,yes
11,male,programmer,AB,primary,yes
99,female,neet,AB,junior high,no
76,male,singer,A,master,no
22,third,programmer,AB,university,no
82,third,programmer,AB,senior high,no
77,female,student,A,junior high,no
92,third,neet,O,doctor,no
51,male,salesman,A,master,no
59,male,engineer,O,senior high,no
82,male,teacher,A,university,no
56,male,chef,B,primary,no
92,male,neet,AB,junior high,no
36,male,teacher,AB,junior high,no
39,male,salesman,A,junior high,no
91,female,engineer,O,senior high,no
56,male,singer,AB,junior high,no
81,female,chef,A,primary,no
32,male,engineer,AB,master,yes
88,female,programmer,O,junior high,no
52,male,teacher,A,primary,no
45,male,engineer,A,primary,no
95,third,singer,A,university,no
40,female,programmer,O,master,yes
25,female,chef,AB,doctor,yes
38,third,programmer,O,doctor,yes
15,female,singer,B,master,yes
55,male,singer,B,master,no
87,male,salesman,AB,junior high,no
55,male,chef,B,doctor,no
2,third,neet,AB,primary,no
62,female,scientest,A,junior high,no
13,male,student,O,doctor,no
51,male,singer,B,university,no
53,female,student,A,doctor,no
80,female,singer,AB,senior high,no
15,third,neet,B,university,no
93,third,engineer,B,master,no
58,third,engineer,A,junior high,no
64,female,singer,O,senior high,no
65,female,student,O,university,no
85,third,student,O,university,no
15,female,singer,A,doctor,no
65,third,singer,A,primary,no
61,male,neet,A,senior high,no
34,female,engineer,B,primary,no
66,female,scientest,AB,senior high,no
30,male,student,AB,primary,no
11,male,neet,O,master,yes
51,female,programmer,AB,doctor,no
96,female,singer,AB,university,no
41,female,scientest,A,primary,no
35,third,singer,B,senior high,no
82,female,teacher,O,primary,no
91,female,chef,AB,university,no
33,male,salesman,O,master,yes
94,male,student,A,senior high,no
1,third,student,B,junior high,no
74,male,engineer,B,senior high,no
25,third,engineer,AB,master,yes
29,male,scientest,B,senior high,no
65,female,programmer,A,university,no
56,third,programmer,O,primary,no
99,female,chef,A,doctor,no
94,female,engineer,A,primary,no
80,third,scientest,AB,junior high,no
81,male,engineer,B,junior high,no
27,third,programmer,B,university,no
90,male,chef,A,university,no
56,male,programmer,AB,junior high,no
33,female,chef,AB,master,yes
95,third,student,AB,university,no
5,male,salesman,A,junior high,no
13,female,scientest,A,master,no
51,male,salesman,B,master,no
42,male,engineer,B,junior high,no
72,female,programmer,O,senior high,no
1,female,scientest,B,senior high,no
93,male,student,A,doctor,no
41,third,neet,A,master,no
79,female,neet,B,university,no
5,male,teacher,AB,junior high,no
8,male,programmer,O,doctor,no
6,female,teacher,B,senior high,no
59,third,singer,B,primary,no
19,female,singer,B,university,no
6,male,singer,B,junior high,no
32,male,student,O,junior high,yes
48,third,neet,A,university,no
17,third,scientest,A,doctor,no
82,third,scientest,AB,university,no
25,third,chef,O,doctor,yes
81,male,neet,B,senior high,no
3,male,chef,O,primary,no
51,third,neet,AB,university,no
38,third,engineer,O,junior high,yes
44,male,chef,O,university,yes
4,third,singer,B,junior high,no
56,third,programmer,O,primary,no
33,third,programmer,A,primary,no
44,third,chef,O,university,yes
18,third,chef,O,junior high,yes
50,third,scientest,AB,junior high,no
63,third,salesman,O,master,no
74,female,engineer,A,primary,no
79,third,scientest,A,master,no
64,male,neet,B,junior high,no
36,male,teacher,B,senior high,no
48,female,scientest,AB,primary,no
49,female,singer,O,junior high,no
16,female,neet,AB,university,no
18,male,singer,AB,senior high,no
16,female,singer,AB,senior high,yes
66,female,teacher,AB,senior high,no
20,female,scientest,B,senior high,no
87,female,chef,AB,master,no
40,third,engineer,A,master,yes
46,third,singer,O,junior high,no
4,third,teacher,B,senior high,no
15,third,chef,AB,university,no
88,female,teacher,O,junior high,no
97,female,student,O,primary,no
47,male,engineer,A,senior high,no
13,male,chef,A,doctor,no
73,third,salesman,AB,master,no
51,female,teacher,B,junior high,no
80,male,teacher,AB,university,no
80,female,singer,A,primary,no
47,male,chef,A,doctor,yes
74,male,scientest,B,master,no
55,female,singer,O,primary,no
90,male,scientest,AB,university,no
64,third,programmer,AB,primary,no
11,third,chef,AB,senior high,no
63,male,singer,A,master,no
13,third,chef,AB,master,no
73,male,scientest,B,master,no
68,third,neet,B,university,no
12,third,engineer,A,junior high,no
92,female,chef,A,doctor,no
18,third,singer,B,master,no
7,male,student,AB,junior high,no
51,female,scientest,AB,junior high,no
85,female,scientest,AB,primary,no
56,male,chef,AB,junior high,no
50,male,engineer,A,master,yes
95,male,engineer,A,senior high,no
77,female,salesman,A,university,no
87,third,chef,AB,senior high,no
55,male,teacher,AB,senior high,no
83,female,neet,A,junior high,no
8,female,scientest,A,junior high,no
59,female,neet,A,primary,no
84,third,student,B,senior high,no
17,female,programmer,AB,master,no
50,third,salesman,AB,junior high,no
14,third,scientest,AB,primary,no
98,female,singer,O,master,no
24,male,neet,B,university,no
61,female,student,A,doctor,no
2,male,student,B,university,no
36,male,teacher,AB,doctor,no
18,female,engineer,AB,junior high,no
44,third,neet,O,junior high,no
21,female,singer,A,senior high,no
13,male,salesman,O,junior high,no
42,female,neet,A,primary,no
28,male,scientest,A,master,yes
55,female,teacher,O,doctor,no
77,third,singer,A,university,no
16,female,teacher,AB,primary,no
1,third,student,A,master,no
68,female,salesman,O,junior high,no
4,male,scientest,B,master,no
40,male,chef,B,university,yes
24,male,teacher,AB,senior high,no
86,third,teacher,A,master,no
29,third,salesman,AB,master,no
45,third,singer,AB,university,no
91,male,salesman,AB,senior high,no
71,third,teacher,A,senior high,no
84,male,salesman,AB,junior high,no
23,male,neet,B,master,no
0,male,programmer,O,junior high,no
28,third,programmer,AB,primary,no
49,male,student,A,junior high,no
83,third,singer,AB,primary,no
34,female,programmer,AB,primary,no
85,male,programmer,A,senior high,no
48,male,salesman,AB,primary,no
55,male,engineer,O,master,no
19,male,engineer,B,master,no
63,third,neet,AB,primary,no
43,male,chef,AB,senior high,yes
43,third,student,AB,primary,no
4,female,programmer,B,junior high,no
56,male,scientest,O,primary,no
11,male,student,A,university,no
78,female,engineer,A,senior high,no
16,male,neet,AB,senior high,no
3,male,salesman,B,senior high,no
42,female,engineer,B,university,no
72,female,teacher,A,university,no
88,male,salesman,O,primary,no
68,third,programmer,O,junior high,no
91,third,teacher,O,junior high,no
7,male,programmer,O,junior high,no
29,third,scientest,AB,junior high,no
95,third,singer,AB,master,no
53,male,scientest,O,junior high,no
25,third,programmer,AB,primary,no
80,female,singer,AB,primary,no
41,female,singer,A,junior high,no
99,third,singer,A,junior high,no
25,male,student,AB,senior high,no
31,female,scientest,O,junior high,yes
33,third,programmer,B,primary,no
50,female,chef,AB,doctor,yes
3,third,engineer,B,junior high,no
53,female,student,AB,junior high,no
91,male,singer,O,university,no
71,female,scientest,A,university,no
82,third,engineer,O,master,no
37,female,singer,O,senior high,yes
2,male,singer,O,doctor,no
35,female,teacher,AB,master,no
71,third,engineer,B,senior high,no
96,male,engineer,A,master,no
53,male,student,A,senior high,no
43,third,student,O,primary,no
51,female,engineer,O,university,no
47,third,chef,O,junior high,yes
91,female,student,A,junior high,no
86,male,singer,A,primary,no
15,female,engineer,A,senior high,no
68,third,student,O,primary,no
70,third,programmer,A,university,no
76,third,chef,B,senior high,no
36,female,programmer,B,university,no
39,third,salesman,AB,primary,no
47,male,student,O,junior high,no
89,third,singer,A,master,no
66,third,engineer,A,doctor,no
7,third,singer,B,university,no
0,third,neet,B,university,no
81,male,scientest,A,primary,no
47,female,salesman,O,primary,no
94,male,programmer,O,doctor,no
71,female,student,A,university,no
65,female,student,B,master,no
26,third,teacher,B,doctor,no
68,male,engineer,A,senior high,no
85,female,chef,AB,university,no
56,third,neet,A,senior high,no
33,male,scientest,A,university,no
53,male,scientest,AB,university,no
31,third,programmer,O,senior high,yes
30,male,engineer,AB,primary,no
58,female,student,AB,junior high,no
64,third,student,A,junior high,no
17,third,scientest,A,primary,no
87,third,scientest,O,university,no
60,female,salesman,AB,senior high,no
54,male,scientest,A,senior high,no
95,third,teacher,A,senior high,no
96,male,chef,A,senior high,no
56,male,singer,B,primary,no
71,third,engineer,AB,master,no
41,female,scientest,O,junior high,no
14,female,programmer,AB,doctor,no
14,female,neet,B,master,no
46,male,neet,O,primary,no
5,male,neet,AB,master,no
85,third,scientest,B,primary,no
46,male,teacher,A,master,no
82,third,singer,AB,university,no
17,third,salesman,B,university,no
9,female,teacher,AB,primary,no
35,third,scientest,A,junior high,no
68,female,neet,O,junior high,no
44,third,student,AB,master,no
88,male,programmer,A,university,no
10,female,scientest,AB,doctor,yes
44,male,singer,O,primary,no
59,third,student,O,primary,no
95,third,teacher,B,doctor,no
72,male,scientest,B,master,no
24,third,neet,A,university,no
50,third,engineer,O,senior high,no
10,third,engineer,A,senior high,no
32,female,programmer,A,senior high,no
22,female,programmer,A,master,yes
58,male,chef,O,primary,no
70,male,salesman,AB,university,no
27,female,chef,AB,junior high,yes
52,third,student,A,junior high,no
13,female,neet,AB,junior high,no
55,male,neet,A,master,no
70,third,singer,AB,junior high,no
55,third,programmer,AB,junior high,no
83,third,neet,O,primary,no
65,male,neet,B,master,no
56,third,salesman,AB,senior high,no
28,third,neet,A,university,no
78,female,scientest,A,primary,no
10,male,engineer,AB,junior high,no
88,female,teacher,AB,master,no
15,third,scientest,B,senior high,no
97,male,student,AB,junior high,no
69,male,scientest,O,university,no
49,male,chef,AB,senior high,yes
63,male,scientest,O,senior high,no
42,male,chef,A,doctor,yes
78,male,singer,A,doctor,no
8,female,singer,O,doctor,no
22,third,student,B,master,no
48,male,salesman,O,university,no
43,third,programmer,A,master,yes
25,third,student,O,senior high,yes
39,male,neet,B,doctor,no
61,female,singer,O,junior high,no
30,third,chef,B,doctor,yes
33,female,teacher,O,master,yes
76,third,programmer,AB,master,no
9,third,engineer,B,university,no
64,female,neet,O,doctor,no
52,female,singer,O,primary,no
76,third,salesman,O,senior high,no
27,male,singer,O,primary,yes
80,female,teacher,A,doctor,no
54,male,chef,A,junior high,no
99,third,scientest,A,junior high,no
12,male,scientest,A,junior high,yes
70,male,programmer,A,doctor,no
26,third,chef,AB,junior high,yes
70,male,salesman,AB,junior high,no
79,third,student,B,senior high,no
66,female,salesman,AB,doctor,no
78,male,scientest,A,senior high,no
18,male,singer,O,primary,yes
98,third,programmer,B,primary,no
16,third,engineer,O,doctor,yes
48,male,student,B,doctor,no
28,female,scientest,O,master,yes
86,female,chef,A,primary,no
8,male,neet,AB,university,no
9,female,chef,AB,junior high,no
11,female,salesman,A,master,no
25,female,neet,B,senior high,no
53,third,student,B,master,no
18,female,chef,O,doctor,yes
3,third,teacher,B,primary,no
75,third,programmer,O,senior high,no
21,female,singer,O,master,yes
51,female,singer,A,primary,no
33,female,chef,AB,master,yes
11,female,scientest,O,master,no
29,third,engineer,O,university,yes
83,third,salesman,B,primary,no
81,female,student,A,junior high,no
25,female,engineer,AB,primary,no
75,female,chef,A,primary,no
82,female,engineer,A,senior high,no
75,third,programmer,AB,senior high,no
80,male,programmer,B,senior high,no
98,female,teacher,B,senior high,no
54,female,chef,AB,master,no
63,male,neet,O,university,no
69,third,student,AB,senior high,no
19,male,scientest,A,master,no
68,female,teacher,A,university,no
25,female,chef,A,university,yes
82,female,student,O,primary,no
62,third,chef,O,doctor,no
89,male,salesman,A,university,no
71,male,singer,A,senior high,no
36,female,teacher,AB,junior high,no
59,third,salesman,AB,junior high,no
31,third,salesman,B,senior high,no
91,third,scientest,AB,doctor,no
0,male,neet,O,senior high,no
15,female,engineer,A,university,no
96,female,scientest,AB,university,no
81,female,engineer,B,university,no
13,third,salesman,O,junior high,no
42,male,singer,O,university,no
51,male,singer,A,junior high,no
65,male,chef,A,primary,no
76,third,engineer,O,master,no
90,male,singer,B,junior high,no
61,male,programmer,AB,junior high,no
66,male,salesman,A,primary,no
49,female,engineer,B,doctor,yes
18,male,scientest,O,university,yes
43,third,singer,B,doctor,no
32,male,singer,AB,university,no
54,female,singer,O,university,no
38,third,programmer,A,junior high,no
3,male,engineer,O,primary,no
73,female,neet,O,primary,no
75,male,singer,O,university,no
86,third,singer,A,primary,no
15,male,teacher,AB,junior high,no
15,third,programmer,O,doctor,no
73,third,salesman,O,doctor,no
35,third,programmer,AB,primary,no
35,female,engineer,B,master,yes
50,third,teacher,B,junior high,no
53,male,singer,B,senior high,no
67,female,singer,A,junior high,no
10,third,scientest,A,primary,no
98,female,engineer,B,master,no
99,female,chef,A,doctor,no
87,female,programmer,A,junior high,no
86,male,engineer,A,primary,no
10,male,student,A,primary,no
27,male,chef,AB,junior high,yes
21,third,engineer,O,master,yes
48,third,scientest,A,senior high,no
47,female,teacher,B,primary,no
74,female,salesman,B,doctor,no
76,male,chef,A,primary,no
92,male,neet,O,primary,no
54,female,scientest,A,junior high,no
83,male,singer,A,master,no
45,male,teacher,O,primary,no
12,third,teacher,B,primary,no
43,female,scientest,AB,master,yes
5,male,chef,AB,senior high,no
63,female,neet,AB,junior high,no
27,female,salesman,AB,doctor,no
41,third,chef,B,primary,yes
33,third,student,AB,senior high,no
47,third,programmer,O,university,no
70,male,teacher,A,primary,no
5,male,programmer,AB,primary,no
74,female,neet,AB,university,no
53,third,engineer,B,primary,no
70,third,chef,A,senior high,no
95,male,student,AB,junior high,no
36,male,teacher,B,primary,no
72,third,singer,A,university,no
34,male,salesman,AB,master,no
30,third,salesman,O,junior high,yes
56,third,chef,A,university,no
83,female,salesman,A,senior high,no
87,female,chef,B,university,no
47,female,singer,AB,doctor,no
75,third,engineer,A,primary,no
87,third,chef,A,master,no
13,male,programmer,AB,senior high,no
6,female,singer,B,senior high,no
5,third,teacher,AB,university,no
7,third,programmer,O,junior high,no
50,female,chef,AB,university,yes
39,female,neet,O,senior high,yes
99,male,neet,AB,master,no
88,third,salesman,O,primary,no
41,female,student,B,senior high,no
79,third,teacher,A,doctor,no
12,third,scientest,B,doctor,no
71,male,neet,AB,master,no
12,female,salesman,B,senior high,no
64,third,programmer,AB,master,no
60,female,singer,A,university,no
27,female,salesman,O,senior high,yes
57,female,singer,A,primary,no
25,female,engineer,AB,master,yes
54,male,neet,A,senior high,no
39,third,chef,O,master,yes
99,male,teacher,AB,senior high,no
0,female,chef,A,master,no
83,third,salesman,A,senior high,no
54,third,engineer,O,junior high,no
32,female,chef,A,junior high,yes
2,male,scientest,AB,university,no
50,third,teacher,O,junior high,no
47,third,scientest,A,junior high,no
78,third,scientest,B,junior high,no
14,third,engineer,A,university,no
47,female,chef,B,primary,yes
77,female,scientest,A,primary,no
52,male,scientest,A,doctor,no
14,female,student,A,senior high,no
81,female,salesman,AB,senior high,no
50,female,teacher,B,primary,no
51,third,singer,O,university,no
75,female,engineer,O,university,no
84,male,teacher,AB,master,no
50,female,programmer,AB,doctor,yes
91,female,student,B,master,no
77,male,engineer,B,senior high,no
79,third,engineer,AB,primary,no
31,third,singer,O,primary,yes
71,female,singer,AB,senior high,no
5,third,salesman,O,doctor,no
62,male,engineer,O,junior high,no
20,female,singer,AB,senior high,no
19,female,chef,O,university,yes
7,female,singer,AB,university,no
3,third,singer,B,doctor,no
95,male,teacher,O,master,no
72,female,chef,A,doctor,no
74,third,chef,A,junior high,no
52,third,scientest,AB,junior high,no
66,third,scientest,O,master,no
89,third,singer,AB,senior high,no
93,female,salesman,A,master,no
40,third,programmer,B,master,yes
64,male,salesman,A,university,no
46,female,singer,AB,master,no
22,male,salesman,B,junior high,no
99,male,teacher,A,university,no
87,male,singer,A,primary,no
69,third,salesman,A,junior high,no
47,male,scientest,B,university,no
47,female,teacher,AB,primary,no
95,third,engineer,AB,master,no
5,female,student,A,university,no
68,female,chef,A,primary,no
52,female,scientest,AB,senior high,no
48,female,engineer,A,junior high,no
16,female,teacher,B,primary,no
58,female,scientest,O,senior high,no
19,third,programmer,A,primary,no
14,male,student,O,senior high,no
83,female,salesman,A,doctor,no
46,male,salesman,A,senior high,no
19,male,neet,O,doctor,yes
80,third,engineer,B,senior high,no
79,male,singer,A,master,no
27,male,neet,O,senior high,yes
61,male,student,O,master,no
82,third,neet,B,university,no
40,female,chef,B,senior high,yes
29,third,salesman,A,university,no
40,female,salesman,B,primary,no
20,third,programmer,B,primary,no
97,male,teacher,AB,university,no
5,third,chef,O,senior high,no
28,third,programmer,A,master,yes
22,third,programmer,B,master,yes
35,male,salesman,AB,doctor,no
10,third,programmer,AB,primary,no
95,third,singer,B,senior high,no
52,third,singer,AB,university,no
64,female,programmer,O,master,no
68,male,programmer,AB,primary,no
4,third,neet,O,junior high,no
83,female,student,AB,senior high,no
56,female,engineer,AB,junior high,no
1,male,chef,B,primary,no
82,female,engineer,AB,university,no
97,third,singer,O,master,no
74,third,scientest,B,university,no
34,third,teacher,A,doctor,no
16,third,chef,O,doctor,yes
86,male,student,AB,university,no
76,female,salesman,O,doctor,no
28,third,salesman,B,senior high,no
72,female,singer,O,senior high,no
33,third,programmer,O,master,yes
33,third,engineer,O,junior high,yes
65,third,student,O,primary,no
34,third,programmer,A,primary,no
54,female,salesman,B,master,no
85,male,salesman,AB,university,no
96,third,scientest,O,junior high,no
1,female,neet,B,senior high,no
9,third,chef,A,junior high,no
30,third,teacher,O,senior high,yes
86,third,neet,AB,senior high,no
97,female,teacher,A,university,no
16,male,chef,AB,senior high,no
30,male,teacher,B,junior high,no
85,third,chef,A,primary,no
57,female,scientest,O,senior high,no
1,third,student,AB,senior high,no
46,third,salesman,O,master,no
27,female,teacher,A,primary,no
98,male,chef,A,primary,no
5,male,scientest,O,primary,no
23,female,engineer,B,master,yes
18,female,singer,O,master,yes
93,female,engineer,A,master,no
10,third,singer,A,university,no
5,male,salesman,O,doctor,no
39,third,neet,A,university,no
39,male,singer,B,junior high,no
48,female,engineer,A,university,no
50,male,singer,O,master,no
55,third,programmer,B,university,no
86,third,singer,B,primary,no
65,male,singer,O,doctor,no
81,third,neet,O,junior high,no
6,male,scientest,A,senior high,no
59,female,engineer,AB,primary,no
50,male,engineer,AB,master,yes
90,male,singer,A,university,no
57,female,scientest,B,doctor,no
53,female,teacher,AB,university,no
46,male,teacher,B,senior high,no
65,female,teacher,O,doctor,no
73,third,chef,A,junior high,no
67,male,neet,B,primary,no
91,female,neet,O,university,no
56,third,student,A,master,no
50,third,student,O,junior high,no
36,female,teacher,O,master,yes
34,third,teacher,O,master,yes
92,third,singer,O,master,no
37,female,student,O,master,yes
95,third,programmer,AB,primary,no
67,male,chef,O,doctor,no
20,third,scientest,AB,senior high,no
2,male,chef,AB,senior high,no
97,third,scientest,O,senior high,no
55,female,teacher,AB,university,no
77,male,chef,O,junior high,no
63,male,programmer,B,university,no
11,male,salesman,A,master,no
63,female,singer,O,junior high,no
79,third,teacher,B,senior high,no
56,female,programmer,O,primary,no
25,third,neet,O,primary,yes
30,female,teacher,AB,senior high,no
54,female,salesman,B,university,no
87,male,student,B,senior high,no
44,male,student,O,doctor,no
11,female,programmer,O,doctor,no
78,male,chef,O,university,no
84,male,chef,O,university,no
19,male,singer,B,primary,no
48,male,chef,A,university,yes
74,female,salesman,AB,senior high,no
93,third,scientest,AB,primary,no
27,third,singer,B,primary,no
54,female,programmer,B,senior high,no
44,female,student,AB,primary,no
76,female,chef,B,university,no
58,third,scientest,O,senior high,no
75,third,salesman,O,doctor,no
40,third,programmer,O,junior high,yes
33,male,teacher,B,junior high,no
90,male,neet,AB,master,no
85,third,student,O,primary,no
52,male,neet,AB,university,no
73,third,chef,B,senior high,no
78,third,chef,A,junior high,no
78,third,programmer,AB,junior high,no
56,male,programmer,B,university,no
69,male,scientest,A,university,no
91,female,student,A,university,no
65,male,student,B,doctor,no
94,male,programmer,B,master,no
64,female,student,B,university,no
73,male,chef,B,master,no
90,male,engineer,AB,master,no
21,female,salesman,A,junior high,no
73,third,chef,AB,junior high,no
64,female,engineer,A,primary,no
45,female,salesman,AB,doctor,no
37,third,programmer,B,master,yes
35,female,engineer,O,primary,yes
19,third,scientest,AB,doctor,no
7,female,student,B,doctor,no
66,female,teacher,AB,primary,no
77,male,engineer,AB,university,no
55,male,engineer,O,doctor,no
91,third,student,AB,senior high,no
66,male,engineer,AB,senior high,no
1,female,salesman,O,senior high,no
22,male,scientest,AB,senior high,no
57,male,singer,O,senior high,no
97,third,singer,AB,master,no
8,female,chef,B,senior high,no
44,female,chef,AB,primary,yes
67,female,neet,B,senior high,no
16,female,student,A,master,no
73,female,engineer,O,master,no
42,female,neet,A,master,no
42,female,engineer,B,doctor,yes
45,third,chef,AB,university,yes
22,male,programmer,B,junior high,no
92,male,singer,A,university,no
91,male,student,AB,junior high,no
7,male,scientest,AB,university,no
31,female,neet,AB,junior high,no
76,male,chef,B,master,no
83,third,neet,B,master,no
78,female,singer,O,primary,no
66,third,student,B,university,no
39,male,student,O,doctor,yes
71,third,teacher,A,primary,no
75,third,salesman,B,senior high,no
3,female,chef,AB,doctor,no
36,third,student,AB,junior high,no
70,third,teacher,A,doctor,no
28,male,singer,A,senior high,no
44,male,scientest,B,primary,no
22,male,scientest,AB,university,no
8,third,engineer,AB,primary,no
91,third,teacher,O,university,no
13,male,teacher,A,master,no
0,male,programmer,A,senior high,no
85,male,engineer,AB,doctor,no
50,male,salesman,AB,junior high,no
42,female,teacher,AB,master,no
51,male,neet,O,university,no
98,female,neet,A,senior high,no
84,female,teacher,AB,master,no
97,male,student,A,junior high,no
82,third,student,B,doctor,no
95,female,chef,O,primary,no
32,third,scientest,B,primary,no
92,female,neet,B,university,no
5,third,student,B,doctor,no
36,third,chef,B,primary,yes
90,female,scientest,AB,doctor,no
69,third,engineer,B,senior high,no
53,male,programmer,A,primary,no
62,male,salesman,AB,doctor,no
24,female,teacher,O,senior high,yes
25,third,student,O,master,yes
57,male,neet,AB,university,no
67,female,neet,AB,master,no
3,female,singer,A,senior high,no
67,third,programmer,O,university,no
76,female,student,O,doctor,no
12,female,teacher,AB,primary,yes
93,third,salesman,B,primary,no
59,male,teacher,A,university,no
46,third,teacher,A,primary,no
48,male,chef,B,senior high,yes
37,third,teacher,A,junior high,no
5,third,teacher,AB,senior high,no
41,female,teacher,A,primary,no
26,third,scientest,O,junior high,yes
55,male,chef,O,junior high,no
91,male,chef,A,master,no
39,third,scientest,O,doctor,yes
9,male,teacher,B,master,no
96,female,student,B,university,no
37,male,programmer,A,junior high,no
92,female,singer,O,junior high,no
89,third,chef,O,senior high,no
52,third,teacher,A,junior high,no
85,female,teacher,O,primary,no
8,female,chef,B,junior high,no
45,male,neet,A,university,no
75,female,chef,A,university,no
97,male,scientest,O,university,no
27,third,salesman,AB,doctor,no
54,female,neet,O,master,no
53,male,scientest,B,doctor,no
32,male,student,AB,primary,no
50,male,neet,O,primary,no
10,female,salesman,O,primary,no
71,male,teacher,A,doctor,no
60,male,scientest,B,master,no
22,male,student,O,university,yes
83,third,scientest,O,junior high,no
82,third,student,B,university,no
82,third,salesman,A,master,no
94,male,neet,A,senior high,no
2,male,neet,O,master,no
20,third,scientest,AB,university,no
94,male,engineer,A,junior high,no
13,third,neet,B,university,no
94,third,scientest,A,university,no
32,male,engineer,A,primary,no
92,female,scientest,O,university,no
57,male,neet,B,senior high,no
97,male,student,O,university,no
20,male,engineer,O,primary,yes
32,female,neet,AB,university,no
16,male,student,B,master,no
77,male,singer,O,doctor,no
65,female,programmer,A,master,no
99,female,chef,O,doctor,no
60,female,salesman,A,junior high,no
73,male,engineer,A,senior high,no
2,female,salesman,A,senior high,no
8,male,engineer,B,master,no
40,third,teacher,O,senior high,yes
9,third,chef,O,master,no
38,male,programmer,A,master,yes
48,male,neet,B,master,no
93,third,salesman,AB,doctor,no
70,female,teacher,A,primary,no
93,female,scientest,AB,doctor,no
90,male,singer,B,university,no
12,female,scientest,O,senior high,no
21,male,programmer,O,junior high,yes
22,male,salesman,O,master,yes
31,third,engineer,A,senior high,no
34,male,salesman,B,university,no
14,male,student,B,senior high,no
92,third,teacher,O,senior high,no
30,third,programmer,AB,master,yes
0,male,student,A,master,no
49,male,salesman,A,primary,no
96,third,chef,AB,university,no
0,male,programmer,AB,junior high,no
62,male,teacher,O,primary,no
22,third,salesman,O,senior high,yes
19,female,neet,O,master,yes
12,female,singer,O,master,no
12,third,chef,A,junior high,no
24,female,teacher,O,doctor,yes
66,female,programmer,B,junior high,no
30,male,engineer,B,university,no
70,female,engineer,AB,university,no
36,third,scientest,A,master,yes
30,third,salesman,AB,junior high,no
91,male,student,A,doctor,no
72,third,chef,B,master,no
0,third,programmer,B,doctor,no
74,third,chef,AB,primary,no
92,male,engineer,B,primary,no
41,third,chef,O,university,yes
65,female,programmer,B,university,no
58,female,scientest,AB,doctor,no
67,female,student,O,master,no
4,male,teacher,B,doctor,no
72,female,neet,O,university,no
48,third,programmer,O,senior high,no
71,female,teacher,O,master,no
38,male,salesman,B,junior high,no
2,female,engineer,AB,senior high,no
2,male,neet,AB,junior high,no
13,female,teacher,A,primary,no
96,third,chef,A,senior high,no
52,third,student,AB,primary,no
47,third,scientest,B,junior high,no
74,third,chef,AB,junior high,no
34,female,programmer,AB,university,no
81,third,engineer,AB,university,no
94,male,chef,O,university,no
56,third,neet,A,primary,no
6,female,chef,O,primary,no
36,female,singer,O,primary,yes
46,third,programmer,B,university,no
80,third,programmer,AB,junior high,no
33,female,scientest,B,senior high,no
20,male,student,AB,primary,no
30,third,salesman,AB,master,no
39,male,student,AB,senior high,no
90,third,singer,AB,master,no
96,male,salesman,A,doctor,no
20,male,scientest,A,university,no
35,male,neet,A,senior high,no
97,third,teacher,B,junior high,no
29,third,salesman,B,master,no
59,third,programmer,A,junior high,no
9,male,chef,AB,master,no
99,male,programmer,AB,doctor,no
18,female,teacher,O,doctor,yes
50,female,chef,B,junior high,yes
4,male,chef,A,junior high,no
69,third,singer,AB,junior high,no
98,third,student,AB,primary,no
45,female,scientest,O,senior high,no
95,third,engineer,B,primary,no
93,third,scientest,O,junior high,no
87,male,student,A,junior high,no
7,third,neet,B,master,no
59,female,chef,A,doctor,no
2,female,chef,O,junior high,no
40,female,scientest,O,senior high,yes
79,male,salesman,A,junior high,no
34,third,programmer,O,master,yes
6,female,programmer,O,master,no
94,male,neet,B,doctor,no
49,female,chef,AB,master,yes
54,female,singer,A,senior high,no
97,female,student,O,doctor,no
38,male,singer,AB,doctor,no
27,female,programmer,O,junior high,yes
93,male,singer,O,primary,no
48,male,engineer,A,master,yes
4,female,salesman,AB,senior high,no
6,female,student,O,primary,no
92,third,teacher,AB,primary,no
21,male,scientest,A,primary,no
61,male,engineer,AB,doctor,no
32,male,student,AB,master,no
81,third,student,A,junior high,no
22,female,student,A,senior high,no
83,male,teacher,A,junior high,no
65,male,student,A,doctor,no
32,female,neet,AB,doctor,no
74,third,chef,B,doctor,no
3,female,programmer,O,university,no
45,female,singer,O,primary,no
46,male,chef,A,doctor,yes
36,third,chef,B,doctor,yes
31,female,teacher,AB,doctor,no
11,third,chef,O,master,no
54,female,teacher,B,master,no
41,male,salesman,AB,junior high,no
50,third,neet,B,primary,no
78,third,chef,A,primary,no
78,female,teacher,A,junior high,no
27,female,engineer,O,doctor,yes
86,female,teacher,AB,junior high,no
30,female,programmer,A,master,yes
29,third,student,B,primary,no
3,third,salesman,AB,master,no
91,female,programmer,O,doctor,no
44,female,engineer,B,doctor,yes
59,male,neet,O,university,no
32,female,neet,B,junior high,no
44,third,student,A,master,no
53,female,engineer,B,master,no
58,male,singer,B,doctor,no
82,male,student,O,doctor,no
33,third,scientest,B,university,no
67,third,teacher,B,university,no
60,male,chef,A,primary,no
74,male,teacher,B,university,no
61,female,singer,B,primary,no
12,third,salesman,O,primary,no
76,male,scientest,B,junior high,no
