Age,Gender,Occupations,Blood group,Weight,Choosed
96,male,engineer,A,63,no
53,male,student,A,53,no
43,third,student,O,70,no
51,female,engineer,O,85,no
47,third,chef,O,40,yes
91,female,student,A,84,no
86,male,singer,A,97,no
15,female,engineer,A,98,no
68,third,student,O,50,no
70,third,programmer,A,51,no
76,third,chef,B,42,no
36,female,programmer,B,77,no
39,third,salesman,AB,59,no
47,male,student,O,65,no
89,third,singer,A,98,no
66,third,engineer,A,86,no
7,third,singer,B,38,no
0,third,neet,B,40,no
81,male,scientest,A,54,no
47,female,salesman,O,75,no
94,male,programmer,O,48,no
71,female,student,A,97,no
65,female,student,B,41,no
26,third,teacher,B,38,no
68,male,engineer,A,78,no
85,female,chef,AB,36,no
56,third,neet,A,73,no
33,male,scientest,A,91,no
53,male,scientest,AB,77,no
31,third,programmer,O,74,yes
30,male,engineer,AB,40,no
58,female,student,AB,76,no
64,third,student,A,38,no
17,third,scientest,A,95,no
87,third,scientest,O,95,no
60,female,salesman,AB,99,no
54,male,scientest,A,77,no
95,third,teacher,A,54,no
96,male,chef,A,52,no
56,male,singer,B,63,no
71,third,engineer,AB,76,no
41,female,scientest,O,72,no
14,female,programmer,AB,98,no
14,female,neet,B,56,no
46,male,neet,O,44,no
5,male,neet,AB,50,no
85,third,scientest,B,70,no
46,male,teacher,A,70,no
82,third,singer,AB,74,no
17,third,salesman,B,92,no
9,female,teacher,AB,81,no
35,third,scientest,A,92,no
68,female,neet,O,99,no
44,third,student,AB,74,no
88,male,programmer,A,52,no
10,female,scientest,AB,43,yes
44,male,singer,O,65,no
59,third,student,O,78,no
95,third,teacher,B,96,no
72,male,scientest,B,72,no
24,third,neet,A,67,no
50,third,engineer,O,95,no
10,third,engineer,A,62,no
32,female,programmer,A,35,no
22,female,programmer,A,64,yes
58,male,chef,O,35,no
70,male,salesman,AB,39,no
27,female,chef,AB,67,yes
52,third,student,A,86,no
13,female,neet,AB,83,no
55,male,neet,A,47,no
70,third,singer,AB,41,no
55,third,programmer,AB,98,no
83,third,neet,O,55,no
65,male,neet,B,54,no
56,third,salesman,AB,77,no
28,third,neet,A,37,no
78,female,scientest,A,98,no
10,male,engineer,AB,57,no
88,female,teacher,AB,85,no
15,third,scientest,B,84,no
97,male,student,AB,50,no
69,male,scientest,O,40,no
49,male,chef,AB,51,yes
63,male,scientest,O,49,no
42,male,chef,A,88,yes
78,male,singer,A,75,no
8,female,singer,O,55,no
22,third,student,B,69,no
48,male,salesman,O,51,no
43,third,programmer,A,49,yes
25,third,student,O,52,yes
39,male,neet,B,42,no
61,female,singer,O,46,no
30,third,chef,B,59,yes
33,female,teacher,O,97,yes
76,third,programmer,AB,77,no
9,third,engineer,B,94,no
64,female,neet,O,66,no
52,female,singer,O,95,no
76,third,salesman,O,63,no
27,male,singer,O,97,yes
80,female,teacher,A,59,no
54,male,chef,A,35,no
99,third,scientest,A,81,no
12,male,scientest,A,37,yes
70,male,programmer,A,90,no
26,third,chef,AB,72,yes
70,male,salesman,AB,44,no
79,third,student,B,40,no
66,female,salesman,AB,94,no
78,male,scientest,A,71,no
18,male,singer,O,87,yes
98,third,programmer,B,90,no
16,third,engineer,O,48,yes
48,male,student,B,81,no
28,female,scientest,O,35,yes
86,female,chef,A,74,no
8,male,neet,AB,84,no
9,female,chef,AB,66,no
11,female,salesman,A,86,no
25,female,neet,B,80,no
53,third,student,B,38,no
18,female,chef,O,53,yes
3,third,teacher,B,83,no
75,third,programmer,O,68,no
21,female,singer,O,99,yes
51,female,singer,A,58,no
33,female,chef,AB,52,yes
11,female,scientest,O,69,no
29,third,engineer,O,96,yes
83,third,salesman,B,89,no
81,female,student,A,51,no
25,female,engineer,AB,99,no
75,female,chef,A,76,no
82,female,engineer,A,68,no
75,third,programmer,AB,51,no
80,male,programmer,B,79,no
98,female,teacher,B,38,no
54,female,chef,AB,52,no
63,male,neet,O,41,no
69,third,student,AB,55,no
19,male,scientest,A,82,no
68,female,teacher,A,72,no
25,female,chef,A,41,yes
82,female,student,O,85,no
62,third,chef,O,49,no
89,male,salesman,A,45,no
71,male,singer,A,59,no
36,female,teacher,AB,76,no
59,third,salesman,AB,36,no
31,third,salesman,B,36,no
91,third,scientest,AB,38,no
0,male,neet,O,44,no
15,female,engineer,A,79,no
96,female,scientest,AB,48,no
81,female,engineer,B,41,no
13,third,salesman,O,49,no
42,male,singer,O,45,no
51,male,singer,A,68,no
65,male,chef,A,57,no
76,third,engineer,O,96,no
90,male,singer,B,76,no
61,male,programmer,AB,73,no
66,male,salesman,A,62,no
49,female,engineer,B,91,yes
18,male,scientest,O,87,yes
43,third,singer,B,87,no
32,male,singer,AB,61,no
54,female,singer,O,60,no
38,third,programmer,A,42,no
3,male,engineer,O,44,no
73,female,neet,O,90,no
75,male,singer,O,93,no
86,third,singer,A,45,no
15,male,teacher,AB,69,no
15,third,programmer,O,69,no
73,third,salesman,O,76,no
35,third,programmer,AB,44,no
35,female,engineer,B,43,yes
50,third,teacher,B,85,no
53,male,singer,B,78,no
67,female,singer,A,39,no
10,third,scientest,A,40,no
98,female,engineer,B,37,no
99,female,chef,A,85,no
87,female,programmer,A,98,no
86,male,engineer,A,35,no
10,male,student,A,73,no
27,male,chef,AB,96,yes
21,third,engineer,O,78,yes
48,third,scientest,A,40,no
47,female,teacher,B,80,no
74,female,salesman,B,43,no
76,male,chef,A,93,no
92,male,neet,O,44,no
54,female,scientest,A,56,no
83,male,singer,A,80,no
45,male,teacher,O,50,no
12,third,teacher,B,64,no
43,female,scientest,AB,62,yes
5,male,chef,AB,94,no
63,female,neet,AB,58,no
27,female,salesman,AB,98,no
41,third,chef,B,42,yes
33,third,student,AB,85,no
47,third,programmer,O,84,no
70,male,teacher,A,46,no
5,male,programmer,AB,88,no
74,female,neet,AB,65,no
53,third,engineer,B,93,no
70,third,chef,A,47,no
95,male,student,AB,64,no
36,male,teacher,B,67,no
72,third,singer,A,46,no
34,male,salesman,AB,77,no
30,third,salesman,O,76,yes
56,third,chef,A,67,no
83,female,salesman,A,60,no
87,female,chef,B,97,no
47,female,singer,AB,57,no
75,third,engineer,A,55,no
87,third,chef,A,95,no
13,male,programmer,AB,90,no
6,female,singer,B,66,no
5,third,teacher,AB,62,no
7,third,programmer,O,44,no
50,female,chef,AB,47,yes
39,female,neet,O,42,yes
99,male,neet,AB,46,no
88,third,salesman,O,90,no
41,female,student,B,89,no
79,third,teacher,A,92,no
12,third,scientest,B,95,no
71,male,neet,AB,84,no
12,female,salesman,B,94,no
64,third,programmer,AB,53,no
60,female,singer,A,92,no
27,female,salesman,O,46,yes
57,female,singer,A,45,no
25,female,engineer,AB,42,yes
54,male,neet,A,80,no
39,third,chef,O,81,yes
99,male,teacher,AB,93,no
0,female,chef,A,52,no
83,third,salesman,A,80,no
54,third,engineer,O,53,no
32,female,chef,A,90,yes
2,male,scientest,AB,79,no
50,third,teacher,O,51,no
47,third,scientest,A,88,no
78,third,scientest,B,73,no
14,third,engineer,A,81,no
47,female,chef,B,92,yes
77,female,scientest,A,46,no
52,male,scientest,A,49,no
14,female,student,A,99,no
81,female,salesman,AB,88,no
50,female,teacher,B,52,no
51,third,singer,O,43,no
75,female,engineer,O,74,no
84,male,teacher,AB,87,no
50,female,programmer,AB,53,yes
91,female,student,B,71,no
77,male,engineer,B,59,no
79,third,engineer,AB,85,no
31,third,singer,O,72,yes
71,female,singer,AB,96,no
5,third,salesman,O,91,no
62,male,engineer,O,59,no
20,female,singer,AB,86,no
19,female,chef,O,78,yes
7,female,singer,AB,77,no
3,third,singer,B,69,no
95,male,teacher,O,59,no
72,female,chef,A,75,no
74,third,chef,A,88,no
52,third,scientest,AB,71,no
66,third,scientest,O,84,no
89,third,singer,AB,97,no
93,female,salesman,A,37,no
40,third,programmer,B,43,yes
64,male,salesman,A,38,no
46,female,singer,AB,90,no
22,male,salesman,B,48,no
99,male,teacher,A,95,no
87,male,singer,A,53,no
69,third,salesman,A,68,no
47,male,scientest,B,52,no
47,female,teacher,AB,95,no
95,third,engineer,AB,53,no
5,female,student,A,95,no
68,female,chef,A,77,no
52,female,scientest,AB,43,no
48,female,engineer,A,95,no
16,female,teacher,B,82,no
58,female,scientest,O,75,no
19,third,programmer,A,80,no
14,male,student,O,95,no
83,female,salesman,A,87,no
46,male,salesman,A,86,no
19,male,neet,O,45,yes
80,third,engineer,B,62,no
79,male,singer,A,51,no
27,male,neet,O,42,yes
61,male,student,O,93,no
82,third,neet,B,49,no
40,female,chef,B,40,yes
29,third,salesman,A,85,no
40,female,salesman,B,61,no
20,third,programmer,B,51,no
97,male,teacher,AB,87,no
5,third,chef,O,55,no
28,third,programmer,A,90,yes
22,third,programmer,B,92,yes
35,male,salesman,AB,85,no
10,third,programmer,AB,49,no
95,third,singer,B,81,no
52,third,singer,AB,38,no
64,female,programmer,O,72,no
68,male,programmer,AB,95,no
4,third,neet,O,52,no
83,female,student,AB,54,no
56,female,engineer,AB,73,no
1,male,chef,B,78,no
82,female,engineer,AB,61,no
97,third,singer,O,98,no
74,third,scientest,B,40,no
34,third,teacher,A,79,no
16,third,chef,O,75,yes
86,male,student,AB,54,no
76,female,salesman,O,41,no
28,third,salesman,B,99,no
72,female,singer,O,75,no
33,third,programmer,O,57,yes
33,third,engineer,O,99,yes
65,third,student,O,75,no
34,third,programmer,A,62,no
54,female,salesman,B,56,no
85,male,salesman,AB,94,no
96,third,scientest,O,67,no
1,female,neet,B,64,no
9,third,chef,A,35,no
30,third,teacher,O,96,yes
86,third,neet,AB,55,no
97,female,teacher,A,55,no
16,male,chef,AB,45,no
30,male,teacher,B,59,no
85,third,chef,A,98,no
57,female,scientest,O,78,no
1,third,student,AB,36,no
46,third,salesman,O,41,no
27,female,teacher,A,98,no
98,male,chef,A,96,no
5,male,scientest,O,75,no
23,female,engineer,B,50,yes
18,female,singer,O,70,yes
93,female,engineer,A,70,no
10,third,singer,A,48,no
5,male,salesman,O,82,no
39,third,neet,A,89,no
39,male,singer,B,43,no
48,female,engineer,A,75,no
50,male,singer,O,92,no
55,third,programmer,B,66,no
86,third,singer,B,83,no
65,male,singer,O,70,no
81,third,neet,O,87,no
6,male,scientest,A,57,no
59,female,engineer,AB,91,no
50,male,engineer,AB,62,yes
90,male,singer,A,46,no
57,female,scientest,B,65,no
53,female,teacher,AB,87,no
46,male,teacher,B,82,no
65,female,teacher,O,68,no
73,third,chef,A,84,no
67,male,neet,B,48,no
91,female,neet,O,64,no
56,third,student,A,68,no
50,third,student,O,76,no
36,female,teacher,O,63,yes
34,third,teacher,O,76,yes
92,third,singer,O,42,no
37,female,student,O,73,yes
95,third,programmer,AB,41,no
67,male,chef,O,73,no
20,third,scientest,AB,58,no
2,male,chef,AB,46,no
97,third,scientest,O,59,no
55,female,teacher,AB,72,no
77,male,chef,O,52,no
63,male,programmer,B,59,no
11,male,salesman,A,85,no
63,female,singer,O,45,no
79,third,teacher,B,96,no
56,female,programmer,O,56,no
25,third,neet,O,56,yes
30,female,teacher,AB,88,no
54,female,salesman,B,35,no
87,male,student,B,99,no
44,male,student,O,68,no
11,female,programmer,O,79,no
78,male,chef,O,60,no
84,male,chef,O,82,no
19,male,singer,B,67,no
48,male,chef,A,57,yes
74,female,salesman,AB,46,no
93,third,scientest,AB,70,no
27,third,singer,B,50,no
54,female,programmer,B,39,no
44,female,student,AB,49,no
76,female,chef,B,57,no
58,third,scientest,O,97,no
75,third,salesman,O,94,no
40,third,programmer,O,66,yes
33,male,teacher,B,73,no
90,male,neet,AB,52,no
85,third,student,O,96,no
52,male,neet,AB,43,no
73,third,chef,B,66,no
78,third,chef,A,66,no
78,third,programmer,AB,82,no
56,male,programmer,B,98,no
69,male,scientest,A,47,no
91,female,student,A,50,no
65,male,student,B,41,no
94,male,programmer,B,61,no
64,female,student,B,59,no
73,male,chef,B,58,no
90,male,engineer,AB,49,no
21,female,salesman,A,80,no
73,third,chef,AB,63,no
64,female,engineer,A,78,no
45,female,salesman,AB,84,no
37,third,programmer,B,91,yes
35,female,engineer,O,90,yes
19,third,scientest,AB,76,no
7,female,student,B,90,no
66,female,teacher,AB,45,no
77,male,engineer,AB,49,no
55,male,engineer,O,56,no
91,third,student,AB,53,no
66,male,engineer,AB,73,no
1,female,salesman,O,36,no
22,male,scientest,AB,59,no
57,male,singer,O,94,no
97,third,singer,AB,84,no
8,female,chef,B,71,no
44,female,chef,AB,39,yes
67,female,neet,B,79,no
16,female,student,A,77,no
73,female,engineer,O,76,no
42,female,neet,A,64,no
42,female,engineer,B,51,yes
45,third,chef,AB,67,yes
22,male,programmer,B,35,no
92,male,singer,A,70,no
91,male,student,AB,54,no
7,male,scientest,AB,52,no
31,female,neet,AB,80,no
76,male,chef,B,39,no
83,third,neet,B,78,no
78,female,singer,O,36,no
66,third,student,B,89,no
39,male,student,O,42,yes
71,third,teacher,A,93,no
75,third,salesman,B,72,no
3,female,chef,AB,92,no
36,third,student,AB,81,no
70,third,teacher,A,73,no
28,male,singer,A,58,no
44,male,scientest,B,97,no
22,male,scientest,AB,68,no
8,third,engineer,AB,48,no
91,third,teacher,O,38,no
13,male,teacher,A,53,no
0,male,programmer,A,82,no
85,male,engineer,AB,85,no
50,male,salesman,AB,63,no
42,female,teacher,AB,37,no
51,male,neet,O,37,no
98,female,neet,A,71,no
84,female,teacher,AB,38,no
97,male,student,A,76,no
82,third,student,B,96,no
95,female,chef,O,51,no
32,third,scientest,B,92,no
92,female,neet,B,37,no
5,third,student,B,59,no
36,third,chef,B,84,yes
90,female,scientest,AB,81,no
69,third,engineer,B,65,no
53,male,programmer,A,97,no
62,male,salesman,AB,40,no
24,female,teacher,O,42,yes
25,third,student,O,62,yes
57,male,neet,AB,72,no
67,female,neet,AB,62,no
3,female,singer,A,73,no
67,third,programmer,O,54,no
76,female,student,O,97,no
12,female,teacher,AB,45,yes
93,third,salesman,B,69,no
59,male,teacher,A,92,no
46,third,teacher,A,52,no
48,male,chef,B,80,yes
37,third,teacher,A,85,no
5,third,teacher,AB,47,no
41,female,teacher,A,70,no
26,third,scientest,O,74,yes
55,male,chef,O,47,no
91,male,chef,A,96,no
39,third,scientest,O,57,yes
9,male,teacher,B,84,no
96,female,student,B,96,no
37,male,programmer,A,77,no
92,female,singer,O,91,no
89,third,chef,O,50,no
52,third,teacher,A,44,no
85,female,teacher,O,76,no
8,female,chef,B,68,no
45,male,neet,A,98,no
75,female,chef,A,99,no
97,male,scientest,O,81,no
27,third,salesman,AB,79,no
54,female,neet,O,77,no
53,male,scientest,B,93,no
32,male,student,AB,86,no
50,male,neet,O,91,no
10,female,salesman,O,90,no
71,male,teacher,A,63,no
60,male,scientest,B,89,no
22,male,student,O,68,yes
83,third,scientest,O,79,no
82,third,student,B,44,no
82,third,salesman,A,76,no
94,male,neet,A,87,no
2,male,neet,O,61,no
20,third,scientest,AB,98,no
94,male,engineer,A,99,no
13,third,neet,B,99,no
94,third,scientest,A,55,no
32,male,engineer,A,67,no
92,female,scientest,O,94,no
57,male,neet,B,98,no
97,male,student,O,87,no
20,male,engineer,O,56,yes
32,female,neet,AB,71,no
16,male,student,B,79,no
77,male,singer,O,78,no
65,female,programmer,A,92,no
99,female,chef,O,60,no
60,female,salesman,A,90,no
73,male,engineer,A,46,no
2,female,salesman,A,49,no
8,male,engineer,B,67,no
40,third,teacher,O,62,yes
9,third,chef,O,47,no
38,male,programmer,A,42,yes
48,male,neet,B,89,no
93,third,salesman,AB,36,no
70,female,teacher,A,36,no
93,female,scientest,AB,45,no
90,male,singer,B,60,no
12,female,scientest,O,85,no
21,male,programmer,O,72,yes
22,male,salesman,O,78,yes
31,third,engineer,A,55,no
34,male,salesman,B,63,no
14,male,student,B,39,no
92,third,teacher,O,98,no
30,third,programmer,AB,70,yes
0,male,student,A,41,no
49,male,salesman,A,51,no
96,third,chef,AB,43,no
0,male,programmer,AB,83,no
62,male,teacher,O,91,no
22,third,salesman,O,80,yes
19,female,neet,O,61,yes
12,female,singer,O,79,no
12,third,chef,A,44,no
24,female,teacher,O,35,yes
66,female,programmer,B,88,no
30,male,engineer,B,43,no
70,female,engineer,AB,63,no
36,third,scientest,A,60,yes
30,third,salesman,AB,89,no
91,male,student,A,69,no
72,third,chef,B,59,no
0,third,programmer,B,52,no
74,third,chef,AB,91,no
92,male,engineer,B,94,no
41,third,chef,O,82,yes
65,female,programmer,B,93,no
58,female,scientest,AB,56,no
67,female,student,O,48,no
4,male,teacher,B,99,no
72,female,neet,O,41,no
48,third,programmer,O,82,no
71,female,teacher,O,89,no
38,male,salesman,B,61,no
2,female,engineer,AB,92,no
2,male,neet,AB,55,no
13,female,teacher,A,80,no
96,third,chef,A,51,no
52,third,student,AB,62,no
47,third,scientest,B,38,no
74,third,chef,AB,65,no
34,female,programmer,AB,39,no
81,third,engineer,AB,51,no
94,male,chef,O,53,no
56,third,neet,A,38,no
6,female,chef,O,55,no
36,female,singer,O,53,yes
46,third,programmer,B,54,no
80,third,programmer,AB,57,no
33,female,scientest,B,88,no
20,male,student,AB,67,no
30,third,salesman,AB,91,no
39,male,student,AB,97,no
90,third,singer,AB,80,no
96,male,salesman,A,67,no
20,male,scientest,A,87,no
35,male,neet,A,81,no
97,third,teacher,B,47,no
29,third,salesman,B,68,no
59,third,programmer,A,38,no
9,male,chef,AB,84,no
99,male,programmer,AB,90,no
18,female,teacher,O,74,yes
50,female,chef,B,78,yes
4,male,chef,A,44,no
69,third,singer,AB,42,no
98,third,student,AB,52,no
45,female,scientest,O,62,no
95,third,engineer,B,51,no
93,third,scientest,O,64,no
87,male,student,A,85,no
7,third,neet,B,44,no
59,female,chef,A,59,no
2,female,chef,O,87,no
40,female,scientest,O,99,yes
79,male,salesman,A,69,no
34,third,programmer,O,85,yes
6,female,programmer,O,55,no
94,male,neet,B,43,no
49,female,chef,AB,43,yes
54,female,singer,A,48,no
97,female,student,O,95,no
38,male,singer,AB,68,no
27,female,programmer,O,90,yes
93,male,singer,O,61,no
48,male,engineer,A,88,yes
4,female,salesman,AB,59,no
6,female,student,O,85,no
92,third,teacher,AB,70,no
21,male,scientest,A,80,no
61,male,engineer,AB,95,no
32,male,student,AB,94,no
81,third,student,A,91,no
22,female,student,A,98,no
83,male,teacher,A,40,no
65,male,student,A,49,no
32,female,neet,AB,41,no
74,third,chef,B,86,no
3,female,programmer,O,38,no
45,female,singer,O,35,no
46,male,chef,A,91,yes
36,third,chef,B,82,yes
31,female,teacher,AB,99,no
11,third,chef,O,92,no
54,female,teacher,B,99,no
41,male,salesman,AB,65,no
50,third,neet,B,71,no
78,third,chef,A,95,no
78,female,teacher,A,51,no
27,female,engineer,O,44,yes
86,female,teacher,AB,65,no
30,female,programmer,A,87,yes
29,third,student,B,59,no
3,third,salesman,AB,88,no
91,female,programmer,O,77,no
44,female,engineer,B,44,yes
59,male,neet,O,70,no
32,female,neet,B,48,no
44,third,student,A,98,no
53,female,engineer,B,37,no
58,male,singer,B,69,no
82,male,student,O,97,no
33,third,scientest,B,51,no
67,third,teacher,B,55,no
60,male,chef,A,44,no
74,male,teacher,B,61,no
61,female,singer,B,49,no
12,third,salesman,O,44,no
76,male,scientest,B,90,no
44,male,scientest,AB,70,no
70,male,student,B,36,no
87,male,salesman,AB,79,no
1,third,neet,B,57,no
6,male,chef,B,43,no
1,third,engineer,B,79,no
73,third,chef,O,49,no
55,male,scientest,O,71,no
31,female,neet,A,85,no
2,third,singer,A,87,no
47,female,scientest,O,88,yes
72,third,programmer,O,43,no
65,third,scientest,B,48,no
58,female,engineer,AB,56,no
3,male,engineer,AB,94,no
95,female,chef,B,91,no
65,female,engineer,A,68,no
39,third,scientest,A,55,no
45,third,teacher,B,47,no
28,female,chef,B,70,yes
30,male,programmer,A,47,no
16,third,programmer,A,38,no
65,third,teacher,O,57,no
20,male,engineer,AB,63,no
90,male,salesman,AB,93,no
83,third,chef,AB,73,no
98,third,scientest,AB,75,no
44,female,teacher,AB,69,no
0,third,neet,A,61,no
44,female,engineer,O,40,no
54,male,salesman,B,78,no
12,female,chef,A,94,no
9,male,neet,AB,84,no
97,third,student,A,95,no
82,male,neet,O,77,no
60,male,engineer,O,79,no
31,male,salesman,A,87,no
89,third,teacher,O,54,no
50,third,chef,A,56,yes
88,male,engineer,O,79,no
97,third,engineer,B,41,no
54,female,scientest,O,56,no
68,male,programmer,B,58,no
35,third,salesman,A,92,no
62,third,salesman,AB,39,no
30,third,engineer,B,68,no
93,female,student,B,64,no
1,female,student,B,43,no
55,female,singer,B,42,no
79,male,scientest,O,60,no
93,female,singer,A,84,no
59,third,chef,A,43,no
64,male,teacher,O,68,no
39,male,singer,O,91,yes
96,female,neet,A,80,no
18,third,scientest,B,87,no
74,male,scientest,AB,52,no
87,third,salesman,AB,43,no
23,male,engineer,A,74,no
57,female,neet,O,60,no
37,third,student,O,76,yes
93,third,singer,AB,54,no
64,third,neet,AB,54,no
17,third,neet,AB,77,no
25,male,singer,A,74,no
74,third,chef,B,57,no
19,male,singer,B,51,no
59,female,teacher,O,80,no
70,female,singer,B,88,no
27,female,chef,B,39,yes
72,female,scientest,A,52,no
72,male,singer,A,99,no
51,male,engineer,O,52,no
46,female,student,B,97,no
12,male,salesman,B,99,no
45,female,engineer,O,94,no
74,female,salesman,O,52,no
46,male,neet,B,64,no
85,male,scientest,O,75,no
38,male,teacher,AB,88,no
9,male,engineer,B,72,no
47,male,teacher,A,75,no
11,third,student,AB,51,no
71,female,chef,AB,94,no
68,male,chef,A,42,no
30,male,salesman,AB,72,no
37,third,salesman,AB,38,no
39,female,neet,AB,47,no
61,male,engineer,O,86,no
50,female,singer,A,63,no
4,female,teacher,O,54,no
74,third,chef,B,88,no
60,third,neet,AB,78,no
24,female,salesman,O,94,yes
54,third,scientest,B,55,no
58,male,salesman,AB,66,no
59,male,singer,O,42,no
82,male,scientest,O,98,no
48,male,chef,O,56,yes
57,third,chef,B,71,no
59,male,teacher,AB,97,no
32,third,scientest,O,45,yes
5,female,scientest,O,76,no
4,male,singer,O,64,no
84,female,teacher,A,66,no
51,third,singer,AB,56,no
47,third,scientest,O,41,no
57,female,student,AB,62,no
74,female,programmer,B,66,no
9,male,teacher,A,46,yes
46,female,programmer,AB,42,yes
32,male,singer,B,76,no
77,third,scientest,O,45,no
82,female,programmer,A,63,no
64,female,programmer,B,46,no
5,female,scientest,O,98,no
36,female,salesman,AB,57,no
85,third,programmer,O,80,no
59,male,singer,A,39,no
29,third,student,B,66,no
85,female,scientest,A,56,no
98,female,teacher,A,40,no
75,male,chef,B,81,no
45,female,teacher,B,71,no
56,female,student,A,61,no
94,male,singer,A,56,no
80,male,engineer,B,72,no
23,female,chef,A,95,yes
74,male,programmer,A,39,no
59,male,teacher,A,59,no
98,female,chef,A,52,no
62,female,engineer,A,76,no
0,female,scientest,AB,74,no
68,female,salesman,O,79,no
29,male,engineer,A,53,yes
28,third,scientest,A,42,yes
57,female,programmer,A,69,no
89,male,chef,A,37,no
55,male,scientest,B,76,no
47,male,scientest,O,77,yes
17,male,programmer,B,69,no
61,male,student,O,99,no
80,male,scientest,A,51,no
61,female,student,AB,57,no
28,male,teacher,O,56,yes
1,male,singer,O,80,no
45,female,engineer,B,94,no
33,female,chef,B,47,yes
33,male,scientest,O,93,yes
68,female,engineer,AB,88,no
39,third,student,AB,54,no
45,female,singer,AB,73,no
4,female,singer,O,66,no
98,female,engineer,AB,92,no
42,third,neet,B,79,no
21,third,engineer,B,82,no
77,female,engineer,AB,87,no
60,third,salesman,AB,92,no
97,male,programmer,O,35,no
14,male,scientest,A,43,no
2,male,student,O,96,no
89,male,salesman,B,40,no
19,male,chef,A,98,yes
87,female,programmer,AB,70,no
28,male,singer,AB,89,no
5,third,singer,B,69,no
48,third,singer,B,51,no
63,third,student,AB,93,no
55,female,chef,A,72,no
21,third,programmer,B,81,no
11,female,teacher,B,49,no
5,male,salesman,A,94,no
63,male,chef,O,63,no
41,female,student,O,65,no
58,female,salesman,AB,53,no
67,female,singer,O,82,no
70,female,engineer,O,38,no
78,female,student,AB,89,no
18,third,neet,B,42,no
70,third,scientest,A,76,no
18,third,neet,A,92,no
75,third,programmer,B,83,no
47,female,student,O,64,no
45,third,singer,B,46,no
8,third,chef,B,38,no
65,male,engineer,B,79,no
56,female,teacher,B,42,no
36,male,teacher,O,38,yes
12,female,student,AB,71,no
42,female,neet,A,95,no
44,male,singer,B,36,no
48,female,salesman,B,47,no
73,third,teacher,O,95,no
13,male,engineer,AB,37,no
24,male,teacher,B,41,no
50,female,engineer,A,73,no
68,male,student,O,55,no
25,male,neet,O,67,yes
80,male,student,B,39,no
96,female,student,A,88,no
37,third,chef,AB,89,yes
63,third,teacher,O,39,no
49,third,engineer,AB,90,no
99,female,programmer,O,99,no
93,third,programmer,O,79,no
89,third,teacher,O,96,no
74,male,teacher,O,85,no
20,female,engineer,B,35,no
83,female,teacher,AB,45,no
71,female,neet,AB,61,no
79,male,teacher,O,80,no
19,male,singer,B,44,no
5,third,programmer,O,96,no
5,third,neet,AB,40,no
78,female,engineer,O,45,no
56,female,salesman,A,95,no
26,male,salesman,AB,86,no
89,third,scientest,AB,99,no
89,female,chef,A,90,no
29,female,salesman,B,71,no
90,female,chef,AB,38,no
48,male,teacher,B,68,no
90,male,teacher,AB,96,no
48,male,programmer,A,53,yes
86,male,student,O,49,no
13,male,teacher,B,57,no
72,female,singer,A,67,no
3,male,engineer,B,36,no
91,third,student,B,45,no
51,female,singer,A,99,no
42,third,chef,B,67,yes
66,male,programmer,AB,60,no
32,male,teacher,B,81,no
94,male,chef,AB,70,no
67,third,scientest,O,89,no
60,male,engineer,AB,93,no
88,female,engineer,A,66,no
29,female,chef,O,38,yes
87,third,scientest,B,47,no
22,third,teacher,AB,84,no
13,female,teacher,A,75,no
45,female,student,B,40,no
96,third,student,AB,55,no
80,female,chef,B,46,no
40,third,student,O,61,yes
94,female,singer,AB,36,no
91,third,singer,A,77,no
39,female,teacher,B,61,no
95,male,salesman,AB,96,no
57,female,singer,B,41,no
3,female,salesman,AB,37,no
54,male,neet,AB,82,no
25,male,programmer,O,59,yes
47,male,singer,A,54,no
22,third,scientest,B,35,no
85,third,neet,AB,41,no
87,male,programmer,O,69,no
1,third,teacher,A,35,no
59,male,teacher,B,98,no
69,female,singer,B,97,no
22,third,singer,A,64,no
71,third,scientest,B,53,no
46,third,engineer,O,62,no
35,male,salesman,B,84,no
20,female,singer,B,45,no
78,third,teacher,A,50,no
80,female,engineer,AB,73,no
18,third,salesman,AB,76,no
59,third,scientest,B,63,no
8,third,scientest,B,93,no
88,male,neet,O,72,no
3,male,engineer,B,96,no
2,female,teacher,A,70,no
11,male,student,B,65,no
1,female,singer,A,74,no
49,male,chef,B,73,yes
86,male,teacher,O,60,no
93,male,neet,O,82,no
3,male,singer,A,40,no
22,third,engineer,AB,60,yes
13,female,singer,A,52,no
16,male,salesman,AB,58,no
29,female,teacher,AB,93,no
44,third,teacher,B,57,no
19,third,student,B,96,no
59,female,chef,AB,44,no
49,male,chef,A,44,yes
91,female,chef,A,59,no
8,third,engineer,A,39,no
71,female,engineer,O,66,no
90,female,neet,A,58,no
8,male,neet,AB,84,no
62,male,teacher,O,60,no
72,third,scientest,AB,73,no
53,female,singer,O,95,no
13,third,programmer,AB,79,no
27,male,neet,A,76,no
11,third,student,B,79,no
23,third,salesman,O,41,yes
5,third,teacher,B,66,no
24,third,programmer,O,65,yes
14,male,neet,B,46,no
42,male,scientest,A,57,no
85,male,salesman,A,46,no
37,female,neet,O,48,yes
32,male,scientest,A,52,yes
74,third,scientest,B,87,no
36,female,scientest,A,86,no
97,male,student,O,96,no
1,male,singer,A,62,no
86,third,salesman,O,59,no
37,female,programmer,O,79,yes
67,male,engineer,B,92,no
39,female,chef,O,56,yes
