Age,Occupations,Blood group,Weight,Education,Choosed
90,scientest,AB,51,university,no
79,student,O,51,senior high,no
60,programmer,AB,60,primary,no
42,salesman,O,37,university,no
77,scientest,AB,41,senior high,no
31,teacher,AB,96,junior high,no
4,neet,B,57,primary,no
55,singer,O,39,master,no
81,salesman,O,72,university,no
47,engineer,AB,43,doctor,yes
11,programmer,AB,43,primary,yes
99,neet,AB,47,junior high,no
76,singer,A,75,master,no
22,programmer,AB,85,university,no
82,programmer,AB,38,senior high,no
77,student,A,48,junior high,no
92,neet,O,53,doctor,no
51,salesman,A,40,master,no
59,engineer,O,61,senior high,no
82,teacher,A,47,university,no
56,chef,B,99,primary,no
92,neet,AB,86,junior high,no
36,teacher,AB,48,junior high,no
39,salesman,A,42,junior high,no
91,engineer,O,79,senior high,no
56,singer,AB,50,junior high,no
81,chef,A,54,primary,no
32,engineer,AB,66,master,yes
88,programmer,O,62,junior high,no
52,teacher,A,36,primary,no
45,engineer,A,89,primary,no
95,singer,A,98,university,no
40,programmer,O,75,master,yes
25,chef,AB,75,doctor,yes
38,programmer,O,83,doctor,yes
15,singer,B,38,master,yes
55,singer,B,93,master,no
87,salesman,AB,74,junior high,no
55,chef,B,35,doctor,no
2,neet,AB,64,primary,no
62,scientest,A,85,junior high,no
13,student,O,41,doctor,no
51,singer,B,38,university,no
53,student,A,75,doctor,no
80,singer,AB,98,senior high,no
15,neet,B,62,university,no
93,engineer,B,47,master,no
58,engineer,A,64,junior high,no
64,singer,O,99,senior high,no
65,student,O,67,university,no
85,student,O,36,university,no
15,singer,A,52,doctor,no
65,singer,A,62,primary,no
61,neet,A,44,senior high,no
34,engineer,B,57,primary,no
66,scientest,AB,43,senior high,no
30,student,AB,43,primary,no
11,neet,O,37,master,yes
51,programmer,AB,75,doctor,no
96,singer,AB,37,university,no
41,scientest,A,51,primary,no
35,singer,B,35,senior high,no
82,teacher,O,36,primary,no
91,chef,AB,97,university,no
33,salesman,O,57,master,yes
94,student,A,64,senior high,no
1,student,B,76,junior high,no
74,engineer,B,62,senior high,no
25,engineer,AB,57,master,yes
29,scientest,B,94,senior high,no
65,programmer,A,54,university,no
56,programmer,O,64,primary,no
99,chef,A,56,doctor,no
94,engineer,A,73,primary,no
80,scientest,AB,61,junior high,no
81,engineer,B,80,junior high,no
27,programmer,B,86,university,no
90,chef,A,47,university,no
56,programmer,AB,47,junior high,no
33,chef,AB,60,master,yes
95,student,AB,53,university,no
5,salesman,A,58,junior high,no
13,scientest,A,97,master,no
51,salesman,B,98,master,no
42,engineer,B,94,junior high,no
72,programmer,O,39,senior high,no
1,scientest,B,87,senior high,no
93,student,A,80,doctor,no
41,neet,A,86,master,no
79,neet,B,38,university,no
5,teacher,AB,91,junior high,no
8,programmer,O,91,doctor,no
6,teacher,B,44,senior high,no
59,singer,B,56,primary,no
19,singer,B,60,university,no
6,singer,B,86,junior high,no
32,student,O,88,junior high,yes
48,neet,A,68,university,no
17,scientest,A,41,doctor,no
82,scientest,AB,82,university,no
25,chef,O,73,doctor,yes
81,neet,B,83,senior high,no
3,chef,O,90,primary,no
51,neet,AB,35,university,no
38,engineer,O,78,junior high,yes
44,chef,O,69,university,yes
4,singer,B,75,junior high,no
56,programmer,O,38,primary,no
33,programmer,A,60,primary,no
44,chef,O,44,university,yes
18,chef,O,39,junior high,yes
50,scientest,AB,80,junior high,no
63,salesman,O,92,master,no
74,engineer,A,83,primary,no
79,scientest,A,74,master,no
64,neet,B,61,junior high,no
36,teacher,B,85,senior high,no
48,scientest,AB,88,primary,no
49,singer,O,52,junior high,no
16,neet,AB,88,university,no
18,singer,AB,63,senior high,no
16,singer,AB,38,senior high,yes
66,teacher,AB,53,senior high,no
20,scientest,B,92,senior high,no
87,chef,AB,41,master,no
40,engineer,A,47,master,yes
46,singer,O,58,junior high,no
4,teacher,B,87,senior high,no
15,chef,AB,78,university,no
88,teacher,O,37,junior high,no
97,student,O,55,primary,no
47,engineer,A,70,senior high,no
13,chef,A,43,doctor,no
73,salesman,AB,46,master,no
51,teacher,B,54,junior high,no
80,teacher,AB,76,university,no
80,singer,A,63,primary,no
47,chef,A,80,doctor,yes
74,scientest,B,45,master,no
55,singer,O,99,primary,no
90,scientest,AB,95,university,no
64,programmer,AB,80,primary,no
11,chef,AB,83,senior high,no
63,singer,A,40,master,no
13,chef,AB,35,master,no
73,scientest,B,88,master,no
68,neet,B,78,university,no
12,engineer,A,51,junior high,no
92,chef,A,63,doctor,no
18,singer,B,58,master,no
7,student,AB,38,junior high,no
51,scientest,AB,56,junior high,no
85,scientest,AB,87,primary,no
56,chef,AB,97,junior high,no
50,engineer,A,74,master,yes
95,engineer,A,46,senior high,no
77,salesman,A,35,university,no
87,chef,AB,52,senior high,no
55,teacher,AB,65,senior high,no
83,neet,A,35,junior high,no
8,scientest,A,42,junior high,no
59,neet,A,85,primary,no
84,student,B,74,senior high,no
17,programmer,AB,79,master,no
50,salesman,AB,43,junior high,no
14,scientest,AB,91,primary,no
98,singer,O,58,master,no
24,neet,B,73,university,no
61,student,A,68,doctor,no
2,student,B,71,university,no
36,teacher,AB,62,doctor,no
18,engineer,AB,51,junior high,no
44,neet,O,52,junior high,no
21,singer,A,38,senior high,no
13,salesman,O,42,junior high,no
42,neet,A,50,primary,no
28,scientest,A,62,master,yes
55,teacher,O,88,doctor,no
77,singer,A,72,university,no
16,teacher,AB,93,primary,no
1,student,A,53,master,no
68,salesman,O,73,junior high,no
4,scientest,B,68,master,no
40,chef,B,68,university,yes
24,teacher,AB,82,senior high,no
86,teacher,A,66,master,no
29,salesman,AB,41,master,no
45,singer,AB,71,university,no
91,salesman,AB,41,senior high,no
71,teacher,A,71,senior high,no
84,salesman,AB,89,junior high,no
23,neet,B,64,master,no
0,programmer,O,92,junior high,no
28,programmer,AB,94,primary,no
49,student,A,53,junior high,no
83,singer,AB,51,primary,no
34,programmer,AB,85,primary,no
85,programmer,A,95,senior high,no
48,salesman,AB,67,primary,no
55,engineer,O,79,master,no
19,engineer,B,84,master,no
63,neet,AB,88,primary,no
43,chef,AB,39,senior high,yes
43,student,AB,54,primary,no
4,programmer,B,43,junior high,no
56,scientest,O,51,primary,no
11,student,A,80,university,no
78,engineer,A,40,senior high,no
16,neet,AB,63,senior high,no
3,salesman,B,59,senior high,no
42,engineer,B,77,university,no
72,teacher,A,61,university,no
88,salesman,O,65,primary,no
68,programmer,O,68,junior high,no
91,teacher,O,59,junior high,no
7,programmer,O,55,junior high,no
29,scientest,AB,55,junior high,no
95,singer,AB,73,master,no
53,scientest,O,47,junior high,no
25,programmer,AB,94,primary,no
80,singer,AB,85,primary,no
41,singer,A,81,junior high,no
99,singer,A,37,junior high,no
25,student,AB,88,senior high,no
31,scientest,O,38,junior high,yes
33,programmer,B,51,primary,no
50,chef,AB,60,doctor,yes
3,engineer,B,57,junior high,no
53,student,AB,35,junior high,no
91,singer,O,91,university,no
71,scientest,A,94,university,no
82,engineer,O,83,master,no
37,singer,O,60,senior high,yes
2,singer,O,35,doctor,no
35,teacher,AB,92,master,no
71,engineer,B,91,senior high,no
96,engineer,A,63,master,no
53,student,A,53,senior high,no
43,student,O,70,primary,no
51,engineer,O,85,university,no
47,chef,O,40,junior high,yes
91,student,A,84,junior high,no
86,singer,A,97,primary,no
15,engineer,A,98,senior high,no
68,student,O,50,primary,no
70,programmer,A,51,university,no
76,chef,B,42,senior high,no
36,programmer,B,77,university,no
39,salesman,AB,59,primary,no
47,student,O,65,junior high,no
89,singer,A,98,master,no
66,engineer,A,86,doctor,no
7,singer,B,38,university,no
0,neet,B,40,university,no
81,scientest,A,54,primary,no
47,salesman,O,75,primary,no
94,programmer,O,48,doctor,no
71,student,A,97,university,no
65,student,B,41,master,no
26,teacher,B,38,doctor,no
68,engineer,A,78,senior high,no
85,chef,AB,36,university,no
56,neet,A,73,senior high,no
33,scientest,A,91,university,no
53,scientest,AB,77,university,no
31,programmer,O,74,senior high,yes
30,engineer,AB,40,primary,no
58,student,AB,76,junior high,no
64,student,A,38,junior high,no
17,scientest,A,95,primary,no
87,scientest,O,95,university,no
60,salesman,AB,99,senior high,no
54,scientest,A,77,senior high,no
95,teacher,A,54,senior high,no
96,chef,A,52,senior high,no
56,singer,B,63,primary,no
71,engineer,AB,76,master,no
41,scientest,O,72,junior high,no
14,programmer,AB,98,doctor,no
14,neet,B,56,master,no
46,neet,O,44,primary,no
5,neet,AB,50,master,no
85,scientest,B,70,primary,no
46,teacher,A,70,master,no
82,singer,AB,74,university,no
17,salesman,B,92,university,no
9,teacher,AB,81,primary,no
35,scientest,A,92,junior high,no
68,neet,O,99,junior high,no
44,student,AB,74,master,no
88,programmer,A,52,university,no
10,scientest,AB,43,doctor,yes
44,singer,O,65,primary,no
59,student,O,78,primary,no
95,teacher,B,96,doctor,no
72,scientest,B,72,master,no
24,neet,A,67,university,no
50,engineer,O,95,senior high,no
10,engineer,A,62,senior high,no
32,programmer,A,35,senior high,no
22,programmer,A,64,master,yes
58,chef,O,35,primary,no
70,salesman,AB,39,university,no
27,chef,AB,67,junior high,yes
52,student,A,86,junior high,no
13,neet,AB,83,junior high,no
55,neet,A,47,master,no
70,singer,AB,41,junior high,no
55,programmer,AB,98,junior high,no
83,neet,O,55,primary,no
65,neet,B,54,master,no
56,salesman,AB,77,senior high,no
28,neet,A,37,university,no
78,scientest,A,98,primary,no
10,engineer,AB,57,junior high,no
88,teacher,AB,85,master,no
15,scientest,B,84,senior high,no
97,student,AB,50,junior high,no
69,scientest,O,40,university,no
49,chef,AB,51,senior high,yes
63,scientest,O,49,senior high,no
42,chef,A,88,doctor,yes
78,singer,A,75,doctor,no
8,singer,O,55,doctor,no
22,student,B,69,master,no
48,salesman,O,51,university,no
43,programmer,A,49,master,yes
25,student,O,52,senior high,yes
39,neet,B,42,doctor,no
61,singer,O,46,junior high,no
30,chef,B,59,doctor,yes
33,teacher,O,97,master,yes
76,programmer,AB,77,master,no
9,engineer,B,94,university,no
64,neet,O,66,doctor,no
52,singer,O,95,primary,no
76,salesman,O,63,senior high,no
27,singer,O,97,primary,yes
80,teacher,A,59,doctor,no
54,chef,A,35,junior high,no
99,scientest,A,81,junior high,no
12,scientest,A,37,junior high,yes
70,programmer,A,90,doctor,no
26,chef,AB,72,junior high,yes
70,salesman,AB,44,junior high,no
79,student,B,40,senior high,no
66,salesman,AB,94,doctor,no
78,scientest,A,71,senior high,no
18,singer,O,87,primary,yes
98,programmer,B,90,primary,no
16,engineer,O,48,doctor,yes
48,student,B,81,doctor,no
28,scientest,O,35,master,yes
86,chef,A,74,primary,no
8,neet,AB,84,university,no
9,chef,AB,66,junior high,no
11,salesman,A,86,master,no
25,neet,B,80,senior high,no
53,student,B,38,master,no
18,chef,O,53,doctor,yes
3,teacher,B,83,primary,no
75,programmer,O,68,senior high,no
21,singer,O,99,master,yes
51,singer,A,58,primary,no
33,chef,AB,52,master,yes
11,scientest,O,69,master,no
29,engineer,O,96,university,yes
83,salesman,B,89,primary,no
81,student,A,51,junior high,no
25,engineer,AB,99,primary,no
75,chef,A,76,primary,no
82,engineer,A,68,senior high,no
75,programmer,AB,51,senior high,no
80,programmer,B,79,senior high,no
98,teacher,B,38,senior high,no
54,chef,AB,52,master,no
63,neet,O,41,university,no
69,student,AB,55,senior high,no
19,scientest,A,82,master,no
68,teacher,A,72,university,no
25,chef,A,41,university,yes
82,student,O,85,primary,no
62,chef,O,49,doctor,no
89,salesman,A,45,university,no
71,singer,A,59,senior high,no
36,teacher,AB,76,junior high,no
59,salesman,AB,36,junior high,no
31,salesman,B,36,senior high,no
91,scientest,AB,38,doctor,no
0,neet,O,44,senior high,no
15,engineer,A,79,university,no
96,scientest,AB,48,university,no
81,engineer,B,41,university,no
13,salesman,O,49,junior high,no
42,singer,O,45,university,no
51,singer,A,68,junior high,no
65,chef,A,57,primary,no
76,engineer,O,96,master,no
90,singer,B,76,junior high,no
61,programmer,AB,73,junior high,no
66,salesman,A,62,primary,no
49,engineer,B,91,doctor,yes
18,scientest,O,87,university,yes
43,singer,B,87,doctor,no
32,singer,AB,61,university,no
54,singer,O,60,university,no
38,programmer,A,42,junior high,no
3,engineer,O,44,primary,no
73,neet,O,90,primary,no
75,singer,O,93,university,no
86,singer,A,45,primary,no
15,teacher,AB,69,junior high,no
15,programmer,O,69,doctor,no
73,salesman,O,76,doctor,no
35,programmer,AB,44,primary,no
35,engineer,B,43,master,yes
50,teacher,B,85,junior high,no
53,singer,B,78,senior high,no
67,singer,A,39,junior high,no
10,scientest,A,40,primary,no
98,engineer,B,37,master,no
99,chef,A,85,doctor,no
87,programmer,A,98,junior high,no
86,engineer,A,35,primary,no
10,student,A,73,primary,no
27,chef,AB,96,junior high,yes
21,engineer,O,78,master,yes
48,scientest,A,40,senior high,no
47,teacher,B,80,primary,no
74,salesman,B,43,doctor,no
76,chef,A,93,primary,no
92,neet,O,44,primary,no
54,scientest,A,56,junior high,no
83,singer,A,80,master,no
45,teacher,O,50,primary,no
12,teacher,B,64,primary,no
43,scientest,AB,62,master,yes
5,chef,AB,94,senior high,no
63,neet,AB,58,junior high,no
27,salesman,AB,98,doctor,no
41,chef,B,42,primary,yes
33,student,AB,85,senior high,no
47,programmer,O,84,university,no
70,teacher,A,46,primary,no
5,programmer,AB,88,primary,no
74,neet,AB,65,university,no
53,engineer,B,93,primary,no
70,chef,A,47,senior high,no
95,student,AB,64,junior high,no
36,teacher,B,67,primary,no
72,singer,A,46,university,no
34,salesman,AB,77,master,no
30,salesman,O,76,junior high,yes
56,chef,A,67,university,no
83,salesman,A,60,senior high,no
87,chef,B,97,university,no
47,singer,AB,57,doctor,no
75,engineer,A,55,primary,no
87,chef,A,95,master,no
13,programmer,AB,90,senior high,no
6,singer,B,66,senior high,no
5,teacher,AB,62,university,no
7,programmer,O,44,junior high,no
50,chef,AB,47,university,yes
39,neet,O,42,senior high,yes
99,neet,AB,46,master,no
88,salesman,O,90,primary,no
41,student,B,89,senior high,no
79,teacher,A,92,doctor,no
12,scientest,B,95,doctor,no
71,neet,AB,84,master,no
12,salesman,B,94,senior high,no
64,programmer,AB,53,master,no
60,singer,A,92,university,no
27,salesman,O,46,senior high,yes
57,singer,A,45,primary,no
25,engineer,AB,42,master,yes
54,neet,A,80,senior high,no
39,chef,O,81,master,yes
99,teacher,AB,93,senior high,no
0,chef,A,52,master,no
83,salesman,A,80,senior high,no
54,engineer,O,53,junior high,no
32,chef,A,90,junior high,yes
2,scientest,AB,79,university,no
50,teacher,O,51,junior high,no
47,scientest,A,88,junior high,no
78,scientest,B,73,junior high,no
14,engineer,A,81,university,no
47,chef,B,92,primary,yes
77,scientest,A,46,primary,no
52,scientest,A,49,doctor,no
14,student,A,99,senior high,no
81,salesman,AB,88,senior high,no
50,teacher,B,52,primary,no
51,singer,O,43,university,no
75,engineer,O,74,university,no
84,teacher,AB,87,master,no
50,programmer,AB,53,doctor,yes
91,student,B,71,master,no
77,engineer,B,59,senior high,no
79,engineer,AB,85,primary,no
31,singer,O,72,primary,yes
71,singer,AB,96,senior high,no
5,salesman,O,91,doctor,no
62,engineer,O,59,junior high,no
20,singer,AB,86,senior high,no
19,chef,O,78,university,yes
7,singer,AB,77,university,no
3,singer,B,69,doctor,no
95,teacher,O,59,master,no
72,chef,A,75,doctor,no
74,chef,A,88,junior high,no
52,scientest,AB,71,junior high,no
66,scientest,O,84,master,no
89,singer,AB,97,senior high,no
93,salesman,A,37,master,no
40,programmer,B,43,master,yes
64,salesman,A,38,university,no
46,singer,AB,90,master,no
22,salesman,B,48,junior high,no
99,teacher,A,95,university,no
87,singer,A,53,primary,no
69,salesman,A,68,junior high,no
47,scientest,B,52,university,no
47,teacher,AB,95,primary,no
95,engineer,AB,53,master,no
5,student,A,95,university,no
68,chef,A,77,primary,no
52,scientest,AB,43,senior high,no
48,engineer,A,95,junior high,no
16,teacher,B,82,primary,no
58,scientest,O,75,senior high,no
19,programmer,A,80,primary,no
14,student,O,95,senior high,no
83,salesman,A,87,doctor,no
46,salesman,A,86,senior high,no
19,neet,O,45,doctor,yes
80,engineer,B,62,senior high,no
79,singer,A,51,master,no
27,neet,O,42,senior high,yes
61,student,O,93,master,no
82,neet,B,49,university,no
40,chef,B,40,senior high,yes
29,salesman,A,85,university,no
40,salesman,B,61,primary,no
20,programmer,B,51,primary,no
97,teacher,AB,87,university,no
5,chef,O,55,senior high,no
28,programmer,A,90,master,yes
22,programmer,B,92,master,yes
35,salesman,AB,85,doctor,no
10,programmer,AB,49,primary,no
95,singer,B,81,senior high,no
52,singer,AB,38,university,no
64,programmer,O,72,master,no
68,programmer,AB,95,primary,no
4,neet,O,52,junior high,no
83,student,AB,54,senior high,no
56,engineer,AB,73,junior high,no
1,chef,B,78,primary,no
82,engineer,AB,61,university,no
97,singer,O,98,master,no
74,scientest,B,40,university,no
34,teacher,A,79,doctor,no
16,chef,O,75,doctor,yes
86,student,AB,54,university,no
76,salesman,O,41,doctor,no
28,salesman,B,99,senior high,no
72,singer,O,75,senior high,no
33,programmer,O,57,master,yes
33,engineer,O,99,junior high,yes
65,student,O,75,primary,no
34,programmer,A,62,primary,no
54,salesman,B,56,master,no
85,salesman,AB,94,university,no
96,scientest,O,67,junior high,no
1,neet,B,64,senior high,no
9,chef,A,35,junior high,no
30,teacher,O,96,senior high,yes
86,neet,AB,55,senior high,no
97,teacher,A,55,university,no
16,chef,AB,45,senior high,no
30,teacher,B,59,junior high,no
85,chef,A,98,primary,no
57,scientest,O,78,senior high,no
1,student,AB,36,senior high,no
46,salesman,O,41,master,no
27,teacher,A,98,primary,no
98,chef,A,96,primary,no
5,scientest,O,75,primary,no
23,engineer,B,50,master,yes
18,singer,O,70,master,yes
93,engineer,A,70,master,no
10,singer,A,48,university,no
5,salesman,O,82,doctor,no
39,neet,A,89,university,no
39,singer,B,43,junior high,no
48,engineer,A,75,university,no
50,singer,O,92,master,no
55,programmer,B,66,university,no
86,singer,B,83,primary,no
65,singer,O,70,doctor,no
81,neet,O,87,junior high,no
6,scientest,A,57,senior high,no
59,engineer,AB,91,primary,no
50,engineer,AB,62,master,yes
90,singer,A,46,university,no
57,scientest,B,65,doctor,no
53,teacher,AB,87,university,no
46,teacher,B,82,senior high,no
65,teacher,O,68,doctor,no
73,chef,A,84,junior high,no
67,neet,B,48,primary,no
91,neet,O,64,university,no
56,student,A,68,master,no
50,student,O,76,junior high,no
36,teacher,O,63,master,yes
34,teacher,O,76,master,yes
92,singer,O,42,master,no
37,student,O,73,master,yes
95,programmer,AB,41,primary,no
67,chef,O,73,doctor,no
20,scientest,AB,58,senior high,no
2,chef,AB,46,senior high,no
97,scientest,O,59,senior high,no
55,teacher,AB,72,university,no
77,chef,O,52,junior high,no
63,programmer,B,59,university,no
11,salesman,A,85,master,no
63,singer,O,45,junior high,no
79,teacher,B,96,senior high,no
56,programmer,O,56,primary,no
25,neet,O,56,primary,yes
30,teacher,AB,88,senior high,no
54,salesman,B,35,university,no
87,student,B,99,senior high,no
44,student,O,68,doctor,no
11,programmer,O,79,doctor,no
78,chef,O,60,university,no
84,chef,O,82,university,no
19,singer,B,67,primary,no
48,chef,A,57,university,yes
74,salesman,AB,46,senior high,no
93,scientest,AB,70,primary,no
27,singer,B,50,primary,no
54,programmer,B,39,senior high,no
44,student,AB,49,primary,no
76,chef,B,57,university,no
58,scientest,O,97,senior high,no
75,salesman,O,94,doctor,no
40,programmer,O,66,junior high,yes
33,teacher,B,73,junior high,no
90,neet,AB,52,master,no
85,student,O,96,primary,no
52,neet,AB,43,university,no
73,chef,B,66,senior high,no
78,chef,A,66,junior high,no
78,programmer,AB,82,junior high,no
56,programmer,B,98,university,no
69,scientest,A,47,university,no
91,student,A,50,university,no
65,student,B,41,doctor,no
94,programmer,B,61,master,no
64,student,B,59,university,no
73,chef,B,58,master,no
90,engineer,AB,49,master,no
21,salesman,A,80,junior high,no
73,chef,AB,63,junior high,no
64,engineer,A,78,primary,no
45,salesman,AB,84,doctor,no
37,programmer,B,91,master,yes
35,engineer,O,90,primary,yes
19,scientest,AB,76,doctor,no
7,student,B,90,doctor,no
66,teacher,AB,45,primary,no
77,engineer,AB,49,university,no
55,engineer,O,56,doctor,no
91,student,AB,53,senior high,no
66,engineer,AB,73,senior high,no
1,salesman,O,36,senior high,no
22,scientest,AB,59,senior high,no
57,singer,O,94,senior high,no
97,singer,AB,84,master,no
8,chef,B,71,senior high,no
44,chef,AB,39,primary,yes
67,neet,B,79,senior high,no
16,student,A,77,master,no
73,engineer,O,76,master,no
42,neet,A,64,master,no
42,engineer,B,51,doctor,yes
45,chef,AB,67,university,yes
22,programmer,B,35,junior high,no
92,singer,A,70,university,no
91,student,AB,54,junior high,no
7,scientest,AB,52,university,no
31,neet,AB,80,junior high,no
76,chef,B,39,master,no
83,neet,B,78,master,no
78,singer,O,36,primary,no
66,student,B,89,university,no
39,student,O,42,doctor,yes
71,teacher,A,93,primary,no
75,salesman,B,72,senior high,no
3,chef,AB,92,doctor,no
36,student,AB,81,junior high,no
70,teacher,A,73,doctor,no
28,singer,A,58,senior high,no
44,scientest,B,97,primary,no
22,scientest,AB,68,university,no
8,engineer,AB,48,primary,no
91,teacher,O,38,university,no
13,teacher,A,53,master,no
0,programmer,A,82,senior high,no
85,engineer,AB,85,doctor,no
50,salesman,AB,63,junior high,no
42,teacher,AB,37,master,no
51,neet,O,37,university,no
98,neet,A,71,senior high,no
84,teacher,AB,38,master,no
97,student,A,76,junior high,no
82,student,B,96,doctor,no
95,chef,O,51,primary,no
32,scientest,B,92,primary,no
92,neet,B,37,university,no
5,student,B,59,doctor,no
36,chef,B,84,primary,yes
90,scientest,AB,81,doctor,no
69,engineer,B,65,senior high,no
53,programmer,A,97,primary,no
62,salesman,AB,40,doctor,no
24,teacher,O,42,senior high,yes
25,student,O,62,master,yes
57,neet,AB,72,university,no
67,neet,AB,62,master,no
3,singer,A,73,senior high,no
67,programmer,O,54,university,no
76,student,O,97,doctor,no
12,teacher,AB,45,primary,yes
93,salesman,B,69,primary,no
59,teacher,A,92,university,no
46,teacher,A,52,primary,no
48,chef,B,80,senior high,yes
37,teacher,A,85,junior high,no
5,teacher,AB,47,senior high,no
41,teacher,A,70,primary,no
26,scientest,O,74,junior high,yes
55,chef,O,47,junior high,no
91,chef,A,96,master,no
39,scientest,O,57,doctor,yes
9,teacher,B,84,master,no
96,student,B,96,university,no
37,programmer,A,77,junior high,no
92,singer,O,91,junior high,no
89,chef,O,50,senior high,no
52,teacher,A,44,junior high,no
85,teacher,O,76,primary,no
8,chef,B,68,junior high,no
45,neet,A,98,university,no
75,chef,A,99,university,no
97,scientest,O,81,university,no
27,salesman,AB,79,doctor,no
54,neet,O,77,master,no
53,scientest,B,93,doctor,no
32,student,AB,86,primary,no
50,neet,O,91,primary,no
10,salesman,O,90,primary,no
71,teacher,A,63,doctor,no
60,scientest,B,89,master,no
22,student,O,68,university,yes
83,scientest,O,79,junior high,no
82,student,B,44,university,no
82,salesman,A,76,master,no
94,neet,A,87,senior high,no
2,neet,O,61,master,no
20,scientest,AB,98,university,no
94,engineer,A,99,junior high,no
13,neet,B,99,university,no
94,scientest,A,55,university,no
32,engineer,A,67,primary,no
92,scientest,O,94,university,no
57,neet,B,98,senior high,no
97,student,O,87,university,no
20,engineer,O,56,primary,yes
32,neet,AB,71,university,no
16,student,B,79,master,no
77,singer,O,78,doctor,no
65,programmer,A,92,master,no
99,chef,O,60,doctor,no
60,salesman,A,90,junior high,no
73,engineer,A,46,senior high,no
2,salesman,A,49,senior high,no
8,engineer,B,67,master,no
40,teacher,O,62,senior high,yes
9,chef,O,47,master,no
38,programmer,A,42,master,yes
48,neet,B,89,master,no
93,salesman,AB,36,doctor,no
70,teacher,A,36,primary,no
93,scientest,AB,45,doctor,no
90,singer,B,60,university,no
12,scientest,O,85,senior high,no
21,programmer,O,72,junior high,yes
22,salesman,O,78,master,yes
31,engineer,A,55,senior high,no
34,salesman,B,63,university,no
14,student,B,39,senior high,no
92,teacher,O,98,senior high,no
30,programmer,AB,70,master,yes
0,student,A,41,master,no
49,salesman,A,51,primary,no
96,chef,AB,43,university,no
0,programmer,AB,83,junior high,no
62,teacher,O,91,primary,no
22,salesman,O,80,senior high,yes
19,neet,O,61,master,yes
12,singer,O,79,master,no
12,chef,A,44,junior high,no
24,teacher,O,35,doctor,yes
66,programmer,B,88,junior high,no
30,engineer,B,43,university,no
70,engineer,AB,63,university,no
36,scientest,A,60,master,yes
30,salesman,AB,89,junior high,no
91,student,A,69,doctor,no
72,chef,B,59,master,no
0,programmer,B,52,doctor,no
74,chef,AB,91,primary,no
92,engineer,B,94,primary,no
41,chef,O,82,university,yes
65,programmer,B,93,university,no
58,scientest,AB,56,doctor,no
67,student,O,48,master,no
4,teacher,B,99,doctor,no
72,neet,O,41,university,no
48,programmer,O,82,senior high,no
71,teacher,O,89,master,no
38,salesman,B,61,junior high,no
2,engineer,AB,92,senior high,no
2,neet,AB,55,junior high,no
13,teacher,A,80,primary,no
96,chef,A,51,senior high,no
52,student,AB,62,primary,no
47,scientest,B,38,junior high,no
74,chef,AB,65,junior high,no
34,programmer,AB,39,university,no
81,engineer,AB,51,university,no
94,chef,O,53,university,no
56,neet,A,38,primary,no
6,chef,O,55,primary,no
36,singer,O,53,primary,yes
46,programmer,B,54,university,no
80,programmer,AB,57,junior high,no
33,scientest,B,88,senior high,no
20,student,AB,67,primary,no
30,salesman,AB,91,master,no
39,student,AB,97,senior high,no
90,singer,AB,80,master,no
96,salesman,A,67,doctor,no
20,scientest,A,87,university,no
35,neet,A,81,senior high,no
97,teacher,B,47,junior high,no
29,salesman,B,68,master,no
59,programmer,A,38,junior high,no
9,chef,AB,84,master,no
99,programmer,AB,90,doctor,no
18,teacher,O,74,doctor,yes
50,chef,B,78,junior high,yes
4,chef,A,44,junior high,no
69,singer,AB,42,junior high,no
98,student,AB,52,primary,no
45,scientest,O,62,senior high,no
95,engineer,B,51,primary,no
93,scientest,O,64,junior high,no
87,student,A,85,junior high,no
7,neet,B,44,master,no
59,chef,A,59,doctor,no
2,chef,O,87,junior high,no
40,scientest,O,99,senior high,yes
79,salesman,A,69,junior high,no
34,programmer,O,85,master,yes
6,programmer,O,55,master,no
94,neet,B,43,doctor,no
49,chef,AB,43,master,yes
54,singer,A,48,senior high,no
97,student,O,95,doctor,no
38,singer,AB,68,doctor,no
27,programmer,O,90,junior high,yes
93,singer,O,61,primary,no
48,engineer,A,88,master,yes
4,salesman,AB,59,senior high,no
6,student,O,85,primary,no
92,teacher,AB,70,primary,no
21,scientest,A,80,primary,no
61,engineer,AB,95,doctor,no
32,student,AB,94,master,no
81,student,A,91,junior high,no
22,student,A,98,senior high,no
83,teacher,A,40,junior high,no
65,student,A,49,doctor,no
32,neet,AB,41,doctor,no
74,chef,B,86,doctor,no
3,programmer,O,38,university,no
45,singer,O,35,primary,no
46,chef,A,91,doctor,yes
36,chef,B,82,doctor,yes
31,teacher,AB,99,doctor,no
11,chef,O,92,master,no
54,teacher,B,99,master,no
41,salesman,AB,65,junior high,no
50,neet,B,71,primary,no
78,chef,A,95,primary,no
78,teacher,A,51,junior high,no
27,engineer,O,44,doctor,yes
86,teacher,AB,65,junior high,no
30,programmer,A,87,master,yes
29,student,B,59,primary,no
3,salesman,AB,88,master,no
91,programmer,O,77,doctor,no
44,engineer,B,44,doctor,yes
59,neet,O,70,university,no
32,neet,B,48,junior high,no
44,student,A,98,master,no
53,engineer,B,37,master,no
58,singer,B,69,doctor,no
82,student,O,97,doctor,no
33,scientest,B,51,university,no
67,teacher,B,55,university,no
60,chef,A,44,primary,no
74,teacher,B,61,university,no
61,singer,B,49,primary,no
12,salesman,O,44,primary,no
76,scientest,B,90,junior high,no
