Gender,Occupations,Blood group,Weight,Education,Choosed
male,scientest,AB,51,university,no
third,student,O,51,senior high,no
female,programmer,AB,60,primary,no
male,salesman,O,37,university,no
male,scientest,AB,41,senior high,no
male,teacher,AB,96,junior high,no
female,neet,B,57,primary,no
third,singer,O,39,master,no
third,salesman,O,72,university,no
male,engineer,AB,43,doctor,yes
male,programmer,AB,43,primary,yes
female,neet,AB,47,junior high,no
male,singer,A,75,master,no
third,programmer,AB,85,university,no
third,programmer,AB,38,senior high,no
female,student,A,48,junior high,no
third,neet,O,53,doctor,no
male,salesman,A,40,master,no
male,engineer,O,61,senior high,no
male,teacher,A,47,university,no
male,chef,B,99,primary,no
male,neet,AB,86,junior high,no
male,teacher,AB,48,junior high,no
male,salesman,A,42,junior high,no
female,engineer,O,79,senior high,no
male,singer,AB,50,junior high,no
female,chef,A,54,primary,no
male,engineer,AB,66,master,yes
female,programmer,O,62,junior high,no
male,teacher,A,36,primary,no
male,engineer,A,89,primary,no
third,singer,A,98,university,no
female,programmer,O,75,master,yes
female,chef,AB,75,doctor,yes
third,programmer,O,83,doctor,yes
female,singer,B,38,master,yes
male,singer,B,93,master,no
male,salesman,AB,74,junior high,no
male,chef,B,35,doctor,no
third,neet,AB,64,primary,no
female,scientest,A,85,junior high,no
male,student,O,41,doctor,no
male,singer,B,38,university,no
female,student,A,75,doctor,no
female,singer,AB,98,senior high,no
third,neet,B,62,university,no
third,engineer,B,47,master,no
third,engineer,A,64,junior high,no
female,singer,O,99,senior high,no
female,student,O,67,university,no
third,student,O,36,university,no
female,singer,A,52,doctor,no
third,singer,A,62,primary,no
male,neet,A,44,senior high,no
female,engineer,B,57,primary,no
female,scientest,AB,43,senior high,no
male,student,AB,43,primary,no
male,neet,O,37,master,yes
female,programmer,AB,75,doctor,no
female,singer,AB,37,university,no
female,scientest,A,51,primary,no
third,singer,B,35,senior high,no
female,teacher,O,36,primary,no
female,chef,AB,97,university,no
male,salesman,O,57,master,yes
male,student,A,64,senior high,no
third,student,B,76,junior high,no
male,engineer,B,62,senior high,no
third,engineer,AB,57,master,yes
male,scientest,B,94,senior high,no
female,programmer,A,54,university,no
third,programmer,O,64,primary,no
female,chef,A,56,doctor,no
female,engineer,A,73,primary,no
third,scientest,AB,61,junior high,no
male,engineer,B,80,junior high,no
third,programmer,B,86,university,no
male,chef,A,47,university,no
male,programmer,AB,47,junior high,no
female,chef,AB,60,master,yes
third,student,AB,53,university,no
male,salesman,A,58,junior high,no
female,scientest,A,97,master,no
male,salesman,B,98,master,no
male,engineer,B,94,junior high,no
female,programmer,O,39,senior high,no
female,scientest,B,87,senior high,no
male,student,A,80,doctor,no
third,neet,A,86,master,no
female,neet,B,38,university,no
male,teacher,AB,91,junior high,no
male,programmer,O,91,doctor,no
female,teacher,B,44,senior high,no
third,singer,B,56,primary,no
female,singer,B,60,university,no
male,singer,B,86,junior high,no
male,student,O,88,junior high,yes
third,neet,A,68,university,no
third,scientest,A,41,doctor,no
third,scientest,AB,82,university,no
third,chef,O,73,doctor,yes
male,neet,B,83,senior high,no
male,chef,O,90,primary,no
third,neet,AB,35,university,no
third,engineer,O,78,junior high,yes
male,chef,O,69,university,yes
third,singer,B,75,junior high,no
third,programmer,O,38,primary,no
third,programmer,A,60,primary,no
third,chef,O,44,university,yes
third,chef,O,39,junior high,yes
third,scientest,AB,80,junior high,no
third,salesman,O,92,master,no
female,engineer,A,83,primary,no
third,scientest,A,74,master,no
male,neet,B,61,junior high,no
male,teacher,B,85,senior high,no
female,scientest,AB,88,primary,no
female,singer,O,52,junior high,no
female,neet,AB,88,university,no
male,singer,AB,63,senior high,no
female,singer,AB,38,senior high,yes
female,teacher,AB,53,senior high,no
female,scientest,B,92,senior high,no
female,chef,AB,41,master,no
third,engineer,A,47,master,yes
third,singer,O,58,junior high,no
third,teacher,B,87,senior high,no
third,chef,AB,78,university,no
female,teacher,O,37,junior high,no
female,student,O,55,primary,no
male,engineer,A,70,senior high,no
male,chef,A,43,doctor,no
third,salesman,AB,46,master,no
female,teacher,B,54,junior high,no
male,teacher,AB,76,university,no
female,singer,A,63,primary,no
male,chef,A,80,doctor,yes
male,scientest,B,45,master,no
female,singer,O,99,primary,no
male,scientest,AB,95,university,no
third,programmer,AB,80,primary,no
third,chef,AB,83,senior high,no
male,singer,A,40,master,no
third,chef,AB,35,master,no
male,scientest,B,88,master,no
third,neet,B,78,university,no
third,engineer,A,51,junior high,no
female,chef,A,63,doctor,no
third,singer,B,58,master,no
male,student,AB,38,junior high,no
female,scientest,AB,56,junior high,no
female,scientest,AB,87,primary,no
male,chef,AB,97,junior high,no
male,engineer,A,74,master,yes
male,engineer,A,46,senior high,no
female,salesman,A,35,university,no
third,chef,AB,52,senior high,no
male,teacher,AB,65,senior high,no
female,neet,A,35,junior high,no
female,scientest,A,42,junior high,no
female,neet,A,85,primary,no
third,student,B,74,senior high,no
female,programmer,AB,79,master,no
third,salesman,AB,43,junior high,no
third,scientest,AB,91,primary,no
female,singer,O,58,master,no
male,neet,B,73,university,no
female,student,A,68,doctor,no
male,student,B,71,university,no
male,teacher,AB,62,doctor,no
female,engineer,AB,51,junior high,no
third,neet,O,52,junior high,no
female,singer,A,38,senior high,no
male,salesman,O,42,junior high,no
female,neet,A,50,primary,no
male,scientest,A,62,master,yes
female,teacher,O,88,doctor,no
third,singer,A,72,university,no
female,teacher,AB,93,primary,no
third,student,A,53,master,no
female,salesman,O,73,junior high,no
male,scientest,B,68,master,no
male,chef,B,68,university,yes
male,teacher,AB,82,senior high,no
third,teacher,A,66,master,no
third,salesman,AB,41,master,no
third,singer,AB,71,university,no
male,salesman,AB,41,senior high,no
third,teacher,A,71,senior high,no
male,salesman,AB,89,junior high,no
male,neet,B,64,master,no
male,programmer,O,92,junior high,no
third,programmer,AB,94,primary,no
male,student,A,53,junior high,no
third,singer,AB,51,primary,no
female,programmer,AB,85,primary,no
male,programmer,A,95,senior high,no
male,salesman,AB,67,primary,no
male,engineer,O,79,master,no
male,engineer,B,84,master,no
third,neet,AB,88,primary,no
male,chef,AB,39,senior high,yes
third,student,AB,54,primary,no
female,programmer,B,43,junior high,no
male,scientest,O,51,primary,no
male,student,A,80,university,no
female,engineer,A,40,senior high,no
male,neet,AB,63,senior high,no
male,salesman,B,59,senior high,no
female,engineer,B,77,university,no
female,teacher,A,61,university,no
male,salesman,O,65,primary,no
third,programmer,O,68,junior high,no
third,teacher,O,59,junior high,no
male,programmer,O,55,junior high,no
third,scientest,AB,55,junior high,no
third,singer,AB,73,master,no
male,scientest,O,47,junior high,no
third,programmer,AB,94,primary,no
female,singer,AB,85,primary,no
female,singer,A,81,junior high,no
third,singer,A,37,junior high,no
male,student,AB,88,senior high,no
female,scientest,O,38,junior high,yes
third,programmer,B,51,primary,no
female,chef,AB,60,doctor,yes
third,engineer,B,57,junior high,no
female,student,AB,35,junior high,no
male,singer,O,91,university,no
female,scientest,A,94,university,no
third,engineer,O,83,master,no
female,singer,O,60,senior high,yes
male,singer,O,35,doctor,no
female,teacher,AB,92,master,no
third,engineer,B,91,senior high,no
male,engineer,A,63,master,no
male,student,A,53,senior high,no
third,student,O,70,primary,no
female,engineer,O,85,university,no
third,chef,O,40,junior high,yes
female,student,A,84,junior high,no
male,singer,A,97,primary,no
female,engineer,A,98,senior high,no
third,student,O,50,primary,no
third,programmer,A,51,university,no
third,chef,B,42,senior high,no
female,programmer,B,77,university,no
third,salesman,AB,59,primary,no
male,student,O,65,junior high,no
third,singer,A,98,master,no
third,engineer,A,86,doctor,no
third,singer,B,38,university,no
third,neet,B,40,university,no
male,scientest,A,54,primary,no
female,salesman,O,75,primary,no
male,programmer,O,48,doctor,no
female,student,A,97,university,no
female,student,B,41,master,no
third,teacher,B,38,doctor,no
male,engineer,A,78,senior high,no
female,chef,AB,36,university,no
third,neet,A,73,senior high,no
male,scientest,A,91,university,no
male,scientest,AB,77,university,no
third,programmer,O,74,senior high,yes
male,engineer,AB,40,primary,no
female,student,AB,76,junior high,no
third,student,A,38,junior high,no
third,scientest,A,95,primary,no
third,scientest,O,95,university,no
female,salesman,AB,99,senior high,no
male,scientest,A,77,senior high,no
third,teacher,A,54,senior high,no
male,chef,A,52,senior high,no
male,singer,B,63,primary,no
third,engineer,AB,76,master,no
female,scientest,O,72,junior high,no
female,programmer,AB,98,doctor,no
female,neet,B,56,master,no
male,neet,O,44,primary,no
male,neet,AB,50,master,no
third,scientest,B,70,primary,no
male,teacher,A,70,master,no
third,singer,AB,74,university,no
third,salesman,B,92,university,no
female,teacher,AB,81,primary,no
third,scientest,A,92,junior high,no
female,neet,O,99,junior high,no
third,student,AB,74,master,no
male,programmer,A,52,university,no
female,scientest,AB,43,doctor,yes
male,singer,O,65,primary,no
third,student,O,78,primary,no
third,teacher,B,96,doctor,no
male,scientest,B,72,master,no
third,neet,A,67,university,no
third,engineer,O,95,senior high,no
third,engineer,A,62,senior high,no
female,programmer,A,35,senior high,no
female,programmer,A,64,master,yes
male,chef,O,35,primary,no
male,salesman,AB,39,university,no
female,chef,AB,67,junior high,yes
third,student,A,86,junior high,no
female,neet,AB,83,junior high,no
male,neet,A,47,master,no
third,singer,AB,41,junior high,no
third,programmer,AB,98,junior high,no
third,neet,O,55,primary,no
male,neet,B,54,master,no
third,salesman,AB,77,senior high,no
third,neet,A,37,university,no
female,scientest,A,98,primary,no
male,engineer,AB,57,junior high,no
female,teacher,AB,85,master,no
third,scientest,B,84,senior high,no
male,student,AB,50,junior high,no
male,scientest,O,40,university,no
male,chef,AB,51,senior high,yes
male,scientest,O,49,senior high,no
male,chef,A,88,doctor,yes
male,singer,A,75,doctor,no
female,singer,O,55,doctor,no
third,student,B,69,master,no
male,salesman,O,51,university,no
third,programmer,A,49,master,yes
third,student,O,52,senior high,yes
male,neet,B,42,doctor,no
female,singer,O,46,junior high,no
third,chef,B,59,doctor,yes
female,teacher,O,97,master,yes
third,programmer,AB,77,master,no
third,engineer,B,94,university,no
female,neet,O,66,doctor,no
female,singer,O,95,primary,no
third,salesman,O,63,senior high,no
male,singer,O,97,primary,yes
female,teacher,A,59,doctor,no
male,chef,A,35,junior high,no
third,scientest,A,81,junior high,no
male,scientest,A,37,junior high,yes
male,programmer,A,90,doctor,no
third,chef,AB,72,junior high,yes
male,salesman,AB,44,junior high,no
third,student,B,40,senior high,no
female,salesman,AB,94,doctor,no
male,scientest,A,71,senior high,no
male,singer,O,87,primary,yes
third,programmer,B,90,primary,no
third,engineer,O,48,doctor,yes
male,student,B,81,doctor,no
female,scientest,O,35,master,yes
female,chef,A,74,primary,no
male,neet,AB,84,university,no
female,chef,AB,66,junior high,no
female,salesman,A,86,master,no
female,neet,B,80,senior high,no
third,student,B,38,master,no
female,chef,O,53,doctor,yes
third,teacher,B,83,primary,no
third,programmer,O,68,senior high,no
female,singer,O,99,master,yes
female,singer,A,58,primary,no
female,chef,AB,52,master,yes
female,scientest,O,69,master,no
third,engineer,O,96,university,yes
third,salesman,B,89,primary,no
female,student,A,51,junior high,no
female,engineer,AB,99,primary,no
female,chef,A,76,primary,no
female,engineer,A,68,senior high,no
third,programmer,AB,51,senior high,no
male,programmer,B,79,senior high,no
female,teacher,B,38,senior high,no
female,chef,AB,52,master,no
male,neet,O,41,university,no
third,student,AB,55,senior high,no
male,scientest,A,82,master,no
female,teacher,A,72,university,no
female,chef,A,41,university,yes
female,student,O,85,primary,no
third,chef,O,49,doctor,no
male,salesman,A,45,university,no
male,singer,A,59,senior high,no
female,teacher,AB,76,junior high,no
third,salesman,AB,36,junior high,no
third,salesman,B,36,senior high,no
third,scientest,AB,38,doctor,no
male,neet,O,44,senior high,no
female,engineer,A,79,university,no
female,scientest,AB,48,university,no
female,engineer,B,41,university,no
third,salesman,O,49,junior high,no
male,singer,O,45,university,no
male,singer,A,68,junior high,no
male,chef,A,57,primary,no
third,engineer,O,96,master,no
male,singer,B,76,junior high,no
male,programmer,AB,73,junior high,no
male,salesman,A,62,primary,no
female,engineer,B,91,doctor,yes
male,scientest,O,87,university,yes
third,singer,B,87,doctor,no
male,singer,AB,61,university,no
female,singer,O,60,university,no
third,programmer,A,42,junior high,no
male,engineer,O,44,primary,no
female,neet,O,90,primary,no
male,singer,O,93,university,no
third,singer,A,45,primary,no
male,teacher,AB,69,junior high,no
third,programmer,O,69,doctor,no
third,salesman,O,76,doctor,no
third,programmer,AB,44,primary,no
female,engineer,B,43,master,yes
third,teacher,B,85,junior high,no
male,singer,B,78,senior high,no
female,singer,A,39,junior high,no
third,scientest,A,40,primary,no
female,engineer,B,37,master,no
female,chef,A,85,doctor,no
female,programmer,A,98,junior high,no
male,engineer,A,35,primary,no
male,student,A,73,primary,no
male,chef,AB,96,junior high,yes
third,engineer,O,78,master,yes
third,scientest,A,40,senior high,no
female,teacher,B,80,primary,no
female,salesman,B,43,doctor,no
male,chef,A,93,primary,no
male,neet,O,44,primary,no
female,scientest,A,56,junior high,no
male,singer,A,80,master,no
male,teacher,O,50,primary,no
third,teacher,B,64,primary,no
female,scientest,AB,62,master,yes
male,chef,AB,94,senior high,no
female,neet,AB,58,junior high,no
female,salesman,AB,98,doctor,no
third,chef,B,42,primary,yes
third,student,AB,85,senior high,no
third,programmer,O,84,university,no
male,teacher,A,46,primary,no
male,programmer,AB,88,primary,no
female,neet,AB,65,university,no
third,engineer,B,93,primary,no
third,chef,A,47,senior high,no
male,student,AB,64,junior high,no
male,teacher,B,67,primary,no
third,singer,A,46,university,no
male,salesman,AB,77,master,no
third,salesman,O,76,junior high,yes
third,chef,A,67,university,no
female,salesman,A,60,senior high,no
female,chef,B,97,university,no
female,singer,AB,57,doctor,no
third,engineer,A,55,primary,no
third,chef,A,95,master,no
male,programmer,AB,90,senior high,no
female,singer,B,66,senior high,no
third,teacher,AB,62,university,no
third,programmer,O,44,junior high,no
female,chef,AB,47,university,yes
female,neet,O,42,senior high,yes
male,neet,AB,46,master,no
third,salesman,O,90,primary,no
female,student,B,89,senior high,no
third,teacher,A,92,doctor,no
third,scientest,B,95,doctor,no
male,neet,AB,84,master,no
female,salesman,B,94,senior high,no
third,programmer,AB,53,master,no
female,singer,A,92,university,no
female,salesman,O,46,senior high,yes
female,singer,A,45,primary,no
female,engineer,AB,42,master,yes
male,neet,A,80,senior high,no
third,chef,O,81,master,yes
male,teacher,AB,93,senior high,no
female,chef,A,52,master,no
third,salesman,A,80,senior high,no
third,engineer,O,53,junior high,no
female,chef,A,90,junior high,yes
male,scientest,AB,79,university,no
third,teacher,O,51,junior high,no
third,scientest,A,88,junior high,no
third,scientest,B,73,junior high,no
third,engineer,A,81,university,no
female,chef,B,92,primary,yes
female,scientest,A,46,primary,no
male,scientest,A,49,doctor,no
female,student,A,99,senior high,no
female,salesman,AB,88,senior high,no
female,teacher,B,52,primary,no
third,singer,O,43,university,no
female,engineer,O,74,university,no
male,teacher,AB,87,master,no
female,programmer,AB,53,doctor,yes
female,student,B,71,master,no
male,engineer,B,59,senior high,no
third,engineer,AB,85,primary,no
third,singer,O,72,primary,yes
female,singer,AB,96,senior high,no
third,salesman,O,91,doctor,no
male,engineer,O,59,junior high,no
female,singer,AB,86,senior high,no
female,chef,O,78,university,yes
female,singer,AB,77,university,no
third,singer,B,69,doctor,no
male,teacher,O,59,master,no
female,chef,A,75,doctor,no
third,chef,A,88,junior high,no
third,scientest,AB,71,junior high,no
third,scientest,O,84,master,no
third,singer,AB,97,senior high,no
female,salesman,A,37,master,no
third,programmer,B,43,master,yes
male,salesman,A,38,university,no
female,singer,AB,90,master,no
male,salesman,B,48,junior high,no
male,teacher,A,95,university,no
male,singer,A,53,primary,no
third,salesman,A,68,junior high,no
male,scientest,B,52,university,no
female,teacher,AB,95,primary,no
third,engineer,AB,53,master,no
female,student,A,95,university,no
female,chef,A,77,primary,no
female,scientest,AB,43,senior high,no
female,engineer,A,95,junior high,no
female,teacher,B,82,primary,no
female,scientest,O,75,senior high,no
third,programmer,A,80,primary,no
male,student,O,95,senior high,no
female,salesman,A,87,doctor,no
male,salesman,A,86,senior high,no
male,neet,O,45,doctor,yes
third,engineer,B,62,senior high,no
male,singer,A,51,master,no
male,neet,O,42,senior high,yes
male,student,O,93,master,no
third,neet,B,49,university,no
female,chef,B,40,senior high,yes
third,salesman,A,85,university,no
female,salesman,B,61,primary,no
third,programmer,B,51,primary,no
male,teacher,AB,87,university,no
third,chef,O,55,senior high,no
third,programmer,A,90,master,yes
third,programmer,B,92,master,yes
male,salesman,AB,85,doctor,no
third,programmer,AB,49,primary,no
third,singer,B,81,senior high,no
third,singer,AB,38,university,no
female,programmer,O,72,master,no
male,programmer,AB,95,primary,no
third,neet,O,52,junior high,no
female,student,AB,54,senior high,no
female,engineer,AB,73,junior high,no
male,chef,B,78,primary,no
female,engineer,AB,61,university,no
third,singer,O,98,master,no
third,scientest,B,40,university,no
third,teacher,A,79,doctor,no
third,chef,O,75,doctor,yes
male,student,AB,54,university,no
female,salesman,O,41,doctor,no
third,salesman,B,99,senior high,no
female,singer,O,75,senior high,no
third,programmer,O,57,master,yes
third,engineer,O,99,junior high,yes
third,student,O,75,primary,no
third,programmer,A,62,primary,no
female,salesman,B,56,master,no
male,salesman,AB,94,university,no
third,scientest,O,67,junior high,no
female,neet,B,64,senior high,no
third,chef,A,35,junior high,no
third,teacher,O,96,senior high,yes
third,neet,AB,55,senior high,no
female,teacher,A,55,university,no
male,chef,AB,45,senior high,no
male,teacher,B,59,junior high,no
third,chef,A,98,primary,no
female,scientest,O,78,senior high,no
third,student,AB,36,senior high,no
third,salesman,O,41,master,no
female,teacher,A,98,primary,no
male,chef,A,96,primary,no
male,scientest,O,75,primary,no
female,engineer,B,50,master,yes
female,singer,O,70,master,yes
female,engineer,A,70,master,no
third,singer,A,48,university,no
male,salesman,O,82,doctor,no
third,neet,A,89,university,no
male,singer,B,43,junior high,no
female,engineer,A,75,university,no
male,singer,O,92,master,no
third,programmer,B,66,university,no
third,singer,B,83,primary,no
male,singer,O,70,doctor,no
third,neet,O,87,junior high,no
male,scientest,A,57,senior high,no
female,engineer,AB,91,primary,no
male,engineer,AB,62,master,yes
male,singer,A,46,university,no
female,scientest,B,65,doctor,no
female,teacher,AB,87,university,no
male,teacher,B,82,senior high,no
female,teacher,O,68,doctor,no
third,chef,A,84,junior high,no
male,neet,B,48,primary,no
female,neet,O,64,university,no
third,student,A,68,master,no
third,student,O,76,junior high,no
female,teacher,O,63,master,yes
third,teacher,O,76,master,yes
third,singer,O,42,master,no
female,student,O,73,master,yes
third,programmer,AB,41,primary,no
male,chef,O,73,doctor,no
third,scientest,AB,58,senior high,no
male,chef,AB,46,senior high,no
third,scientest,O,59,senior high,no
female,teacher,AB,72,university,no
male,chef,O,52,junior high,no
male,programmer,B,59,university,no
male,salesman,A,85,master,no
female,singer,O,45,junior high,no
third,teacher,B,96,senior high,no
female,programmer,O,56,primary,no
third,neet,O,56,primary,yes
female,teacher,AB,88,senior high,no
female,salesman,B,35,university,no
male,student,B,99,senior high,no
male,student,O,68,doctor,no
female,programmer,O,79,doctor,no
male,chef,O,60,university,no
male,chef,O,82,university,no
male,singer,B,67,primary,no
male,chef,A,57,university,yes
female,salesman,AB,46,senior high,no
third,scientest,AB,70,primary,no
third,singer,B,50,primary,no
female,programmer,B,39,senior high,no
female,student,AB,49,primary,no
female,chef,B,57,university,no
third,scientest,O,97,senior high,no
third,salesman,O,94,doctor,no
third,programmer,O,66,junior high,yes
male,teacher,B,73,junior high,no
male,neet,AB,52,master,no
third,student,O,96,primary,no
male,neet,AB,43,university,no
third,chef,B,66,senior high,no
third,chef,A,66,junior high,no
third,programmer,AB,82,junior high,no
male,programmer,B,98,university,no
male,scientest,A,47,university,no
female,student,A,50,university,no
male,student,B,41,doctor,no
male,programmer,B,61,master,no
female,student,B,59,university,no
male,chef,B,58,master,no
male,engineer,AB,49,master,no
female,salesman,A,80,junior high,no
third,chef,AB,63,junior high,no
female,engineer,A,78,primary,no
female,salesman,AB,84,doctor,no
third,programmer,B,91,master,yes
female,engineer,O,90,primary,yes
third,scientest,AB,76,doctor,no
female,student,B,90,doctor,no
female,teacher,AB,45,primary,no
male,engineer,AB,49,university,no
male,engineer,O,56,doctor,no
third,student,AB,53,senior high,no
male,engineer,AB,73,senior high,no
female,salesman,O,36,senior high,no
male,scientest,AB,59,senior high,no
male,singer,O,94,senior high,no
third,singer,AB,84,master,no
female,chef,B,71,senior high,no
female,chef,AB,39,primary,yes
female,neet,B,79,senior high,no
female,student,A,77,master,no
female,engineer,O,76,master,no
female,neet,A,64,master,no
female,engineer,B,51,doctor,yes
third,chef,AB,67,university,yes
male,programmer,B,35,junior high,no
male,singer,A,70,university,no
male,student,AB,54,junior high,no
male,scientest,AB,52,university,no
female,neet,AB,80,junior high,no
male,chef,B,39,master,no
third,neet,B,78,master,no
female,singer,O,36,primary,no
third,student,B,89,university,no
male,student,O,42,doctor,yes
third,teacher,A,93,primary,no
third,salesman,B,72,senior high,no
female,chef,AB,92,doctor,no
third,student,AB,81,junior high,no
third,teacher,A,73,doctor,no
male,singer,A,58,senior high,no
male,scientest,B,97,primary,no
male,scientest,AB,68,university,no
third,engineer,AB,48,primary,no
third,teacher,O,38,university,no
male,teacher,A,53,master,no
male,programmer,A,82,senior high,no
male,engineer,AB,85,doctor,no
male,salesman,AB,63,junior high,no
female,teacher,AB,37,master,no
male,neet,O,37,university,no
female,neet,A,71,senior high,no
female,teacher,AB,38,master,no
male,student,A,76,junior high,no
third,student,B,96,doctor,no
female,chef,O,51,primary,no
third,scientest,B,92,primary,no
female,neet,B,37,university,no
third,student,B,59,doctor,no
third,chef,B,84,primary,yes
female,scientest,AB,81,doctor,no
third,engineer,B,65,senior high,no
male,programmer,A,97,primary,no
male,salesman,AB,40,doctor,no
female,teacher,O,42,senior high,yes
third,student,O,62,master,yes
male,neet,AB,72,university,no
female,neet,AB,62,master,no
female,singer,A,73,senior high,no
third,programmer,O,54,university,no
female,student,O,97,doctor,no
female,teacher,AB,45,primary,yes
third,salesman,B,69,primary,no
male,teacher,A,92,university,no
third,teacher,A,52,primary,no
male,chef,B,80,senior high,yes
third,teacher,A,85,junior high,no
third,teacher,AB,47,senior high,no
female,teacher,A,70,primary,no
third,scientest,O,74,junior high,yes
male,chef,O,47,junior high,no
male,chef,A,96,master,no
third,scientest,O,57,doctor,yes
male,teacher,B,84,master,no
female,student,B,96,university,no
male,programmer,A,77,junior high,no
female,singer,O,91,junior high,no
third,chef,O,50,senior high,no
third,teacher,A,44,junior high,no
female,teacher,O,76,primary,no
female,chef,B,68,junior high,no
male,neet,A,98,university,no
female,chef,A,99,university,no
male,scientest,O,81,university,no
third,salesman,AB,79,doctor,no
female,neet,O,77,master,no
male,scientest,B,93,doctor,no
male,student,AB,86,primary,no
male,neet,O,91,primary,no
female,salesman,O,90,primary,no
male,teacher,A,63,doctor,no
male,scientest,B,89,master,no
male,student,O,68,university,yes
third,scientest,O,79,junior high,no
third,student,B,44,university,no
third,salesman,A,76,master,no
male,neet,A,87,senior high,no
male,neet,O,61,master,no
third,scientest,AB,98,university,no
male,engineer,A,99,junior high,no
third,neet,B,99,university,no
third,scientest,A,55,university,no
male,engineer,A,67,primary,no
female,scientest,O,94,university,no
male,neet,B,98,senior high,no
male,student,O,87,university,no
male,engineer,O,56,primary,yes
female,neet,AB,71,university,no
male,student,B,79,master,no
male,singer,O,78,doctor,no
female,programmer,A,92,master,no
female,chef,O,60,doctor,no
female,salesman,A,90,junior high,no
male,engineer,A,46,senior high,no
female,salesman,A,49,senior high,no
male,engineer,B,67,master,no
third,teacher,O,62,senior high,yes
third,chef,O,47,master,no
male,programmer,A,42,master,yes
male,neet,B,89,master,no
third,salesman,AB,36,doctor,no
female,teacher,A,36,primary,no
female,scientest,AB,45,doctor,no
male,singer,B,60,university,no
female,scientest,O,85,senior high,no
male,programmer,O,72,junior high,yes
male,salesman,O,78,master,yes
third,engineer,A,55,senior high,no
male,salesman,B,63,university,no
male,student,B,39,senior high,no
third,teacher,O,98,senior high,no
third,programmer,AB,70,master,yes
male,student,A,41,master,no
male,salesman,A,51,primary,no
third,chef,AB,43,university,no
male,programmer,AB,83,junior high,no
male,teacher,O,91,primary,no
third,salesman,O,80,senior high,yes
female,neet,O,61,master,yes
female,singer,O,79,master,no
third,chef,A,44,junior high,no
female,teacher,O,35,doctor,yes
female,programmer,B,88,junior high,no
male,engineer,B,43,university,no
female,engineer,AB,63,university,no
third,scientest,A,60,master,yes
third,salesman,AB,89,junior high,no
male,student,A,69,doctor,no
third,chef,B,59,master,no
third,programmer,B,52,doctor,no
third,chef,AB,91,primary,no
male,engineer,B,94,primary,no
third,chef,O,82,university,yes
female,programmer,B,93,university,no
female,scientest,AB,56,doctor,no
female,student,O,48,master,no
male,teacher,B,99,doctor,no
female,neet,O,41,university,no
third,programmer,O,82,senior high,no
female,teacher,O,89,master,no
male,salesman,B,61,junior high,no
female,engineer,AB,92,senior high,no
male,neet,AB,55,junior high,no
female,teacher,A,80,primary,no
third,chef,A,51,senior high,no
third,student,AB,62,primary,no
third,scientest,B,38,junior high,no
third,chef,AB,65,junior high,no
female,programmer,AB,39,university,no
third,engineer,AB,51,university,no
male,chef,O,53,university,no
third,neet,A,38,primary,no
female,chef,O,55,primary,no
female,singer,O,53,primary,yes
third,programmer,B,54,university,no
third,programmer,AB,57,junior high,no
female,scientest,B,88,senior high,no
male,student,AB,67,primary,no
third,salesman,AB,91,master,no
male,student,AB,97,senior high,no
third,singer,AB,80,master,no
male,salesman,A,67,doctor,no
male,scientest,A,87,university,no
male,neet,A,81,senior high,no
third,teacher,B,47,junior high,no
third,salesman,B,68,master,no
third,programmer,A,38,junior high,no
male,chef,AB,84,master,no
male,programmer,AB,90,doctor,no
female,teacher,O,74,doctor,yes
female,chef,B,78,junior high,yes
male,chef,A,44,junior high,no
third,singer,AB,42,junior high,no
third,student,AB,52,primary,no
female,scientest,O,62,senior high,no
third,engineer,B,51,primary,no
third,scientest,O,64,junior high,no
male,student,A,85,junior high,no
third,neet,B,44,master,no
female,chef,A,59,doctor,no
female,chef,O,87,junior high,no
female,scientest,O,99,senior high,yes
male,salesman,A,69,junior high,no
third,programmer,O,85,master,yes
female,programmer,O,55,master,no
male,neet,B,43,doctor,no
female,chef,AB,43,master,yes
female,singer,A,48,senior high,no
female,student,O,95,doctor,no
male,singer,AB,68,doctor,no
female,programmer,O,90,junior high,yes
male,singer,O,61,primary,no
male,engineer,A,88,master,yes
female,salesman,AB,59,senior high,no
female,student,O,85,primary,no
third,teacher,AB,70,primary,no
male,scientest,A,80,primary,no
male,engineer,AB,95,doctor,no
male,student,AB,94,master,no
third,student,A,91,junior high,no
female,student,A,98,senior high,no
male,teacher,A,40,junior high,no
male,student,A,49,doctor,no
female,neet,AB,41,doctor,no
third,chef,B,86,doctor,no
female,programmer,O,38,university,no
female,singer,O,35,primary,no
male,chef,A,91,doctor,yes
third,chef,B,82,doctor,yes
female,teacher,AB,99,doctor,no
third,chef,O,92,master,no
female,teacher,B,99,master,no
male,salesman,AB,65,junior high,no
third,neet,B,71,primary,no
third,chef,A,95,primary,no
female,teacher,A,51,junior high,no
female,engineer,O,44,doctor,yes
female,teacher,AB,65,junior high,no
female,programmer,A,87,master,yes
third,student,B,59,primary,no
third,salesman,AB,88,master,no
female,programmer,O,77,doctor,no
female,engineer,B,44,doctor,yes
male,neet,O,70,university,no
female,neet,B,48,junior high,no
third,student,A,98,master,no
female,engineer,B,37,master,no
male,singer,B,69,doctor,no
male,student,O,97,doctor,no
third,scientest,B,51,university,no
third,teacher,B,55,university,no
male,chef,A,44,primary,no
male,teacher,B,61,university,no
female,singer,B,49,primary,no
third,salesman,O,44,primary,no
male,scientest,B,90,junior high,no
