answered,age1,age2,sex,children,distance1,distance2,pets
?,t,?,t,t,?,t,?
?,t,?,t,?,?,t,t
?,t,?,?,t,?,?,t
?,t,?,t,?,?,?,t
?,t,?,t,?,?,?,?
?,t,?,t,t,?,?,?
?,?,?,t,?,?,?,t
?,t,?,t,t,?,?,?
?,?,t,t,?,?,?,?
?,?,t,t,t,?,?,?
?,?,t,t,t,?,?,t
?,?,t,t,t,?,t,?
?,t,?,?,?,?,t,t
?,t,?,t,t,?,t,?
?,?,t,t,t,?,t,?
?,?,?,t,?,?,?,t
?,?,?,?,t,?,?,?
?,t,?,t,?,?,t,t
?,?,t,t,t,?,t,?
?,?,?,?,?,?,t,?
?,?,?,t,?,?,t,?
?,?,?,t,?,?,t,t
?,t,?,t,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,t,?,?,?,?
?,?,t,t,?,?,?,?
?,?,t,t,?,?,?,?
?,?,t,t,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,t,?,?,?,t
?,?,t,t,?,?,?,?
?,?,?,?,t,?,?,t
?,?,?,t,t,?,?,?
?,t,?,t,t,?,t,?
?,?,t,?,t,?,t,?
?,?,?,?,t,?,t,t
?,?,?,t,t,?,?,?
?,?,t,?,t,?,t,t
?,?,t,t,t,?,t,?
?,?,t,t,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,t,?,?,?,?
?,t,?,t,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,t,?,?,t
?,t,?,t,t,?,?,t
?,t,?,?,t,?,?,?
?,?,?,t,t,?,?,?
?,t,?,t,t,?,?,t
?,?,?,?,?,?,t,?
?,?,t,t,?,?,t,?
?,t,?,t,?,?,t,?
?,t,?,t,?,?,t,t
?,?,t,?,t,?,?,?
?,?,t,t,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,t,?,t,?
?,t,?,?,t,?,t,t
?,?,t,?,t,?,t,?
?,?,t,t,?,?,t,t
?,?,t,t,t,?,?,?
?,?,t,t,t,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,t,?,?,?,?
?,?,?,t,t,?,?,?
?,?,?,?,t,?,t,t
?,t,?,t,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,t,t,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,t,?,t,t
?,t,?,t,t,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,t,?,?,?,t
?,t,?,t,t,?,?,?
?,?,t,t,?,?,?,?
?,?,t,t,t,?,?,?
?,?,t,t,t,?,?,t
?,?,t,t,t,?,t,?
?,t,?,?,?,?,t,t
?,t,?,t,t,?,t,?
?,?,t,t,t,?,t,?
?,?,?,t,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,t
?,?,?,?,?,?,?,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,t
?,?,t,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,t
?,?,t,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,t
?,?,t,?,?,?,t,?
?,t,?,?,?,?,t,t
?,t,?,?,?,?,t,?
?,?,t,?,?,?,t,?
?,?,?,?,?,?,?,t
?,?,?,?,?,?,?,?
?,t,?,?,?,?,t,t
?,?,t,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,?
?,?,?,?,?,?,t,t
?,t,?,?,?,?,?,?
?,t,?,?,?,?,?,?
?,?,?,?,?,?,?,t
?,t,?,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,?,?
?,?,t,?,?,?,t,?
?,?,t,?,?,?,t,t
?,t,?,?,?,?,t,?
?,t,?,?,?,?,?,t
